Temperature,Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature,Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Time_Period_Evening,Time_Period_Late Evening,Time_Period_Morning,Time_Period_Night,Rented Bike Count
7.2,83.0,0.8,636.0,4.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,448
8.7,49.0,1.7,464.0,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,771
26.6,70.0,1.3,1062.0,20.6,1.01,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1896
19.1,84.0,0.6,421.0,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,535
15.4,97.0,0.6,374.0,14.9,,1.5,0.0,Spring,No Holiday,Yes,False,False,False,False,13
23.3,45.0,1.8,,10.6,2.96,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1019
6.1,68.0,0.5,1519.0,0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,369
2.6,57.0,,2000.0,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,291
18.5,40.0,2.5,2000.0,4.6,0.0,0.0,0.0,Autumn,Holiday,Yes,False,True,False,False,1074
28.1,37.0,3.6,1346.0,12.0,1.56,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2115
-0.8,38.0,1.0,1686.0,-13.3,0.75,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,286
27.5,70.0,2.4,1719.0,21.5,1.07,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,887
29.2,50.0,1.1,,17.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,810
0.6,17.0,3.3,2000.0,-21.7,0.79,0.0,0.0,Winter,Holiday,Yes,True,False,False,False,250
14.3,63.0,2.6,936.0,7.3,,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1045
34.2,58.0,1.8,933.0,24.7,1.33,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,741
24.2,30.0,1.5,835.0,5.5,3.03,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,973
12.4,96.0,2.7,545.0,11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,14
11.8,57.0,2.6,1041.0,3.5,2.18,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,797
30.4,45.0,1.6,2000.0,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1406
15.7,53.0,1.4,,6.1,0.0,,0.0,Autumn,No Holiday,Yes,False,False,False,True,326
14.2,33.0,1.5,1374.0,-1.8,1.84,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,886
26.9,61.0,1.5,805.0,18.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1052
5.9,56.0,1.1,1019.0,-2.2,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,407
23.3,37.0,,1336.0,7.7,1.28,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1243
4.0,58.0,1.4,,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,342
17.4,51.0,1.3,1989.0,7.1,0.81,0.0,0.0,Autumn,No Holiday,No,False,False,False,False,0
21.2,60.0,1.0,1192.0,13.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1683
11.7,70.0,1.0,1012.0,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,427
2.6,88.0,0.9,319.0,0.8,,0.0,2.8,Autumn,No Holiday,Yes,False,False,False,True,184
31.5,68.0,0.3,1001.0,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,443
22.0,90.0,0.4,373.0,20.2,0.04,0.1,0.0,Summer,No Holiday,Yes,False,False,True,False,594
22.8,67.0,1.6,1219.0,16.3,0.06,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2278
1.1,78.0,1.1,538.0,-2.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,74
24.4,76.0,2.1,617.0,19.8,1.58,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,913
12.6,50.0,1.4,1712.0,2.4,1.68,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1037
-3.2,81.0,3.9,492.0,-6.0,0.0,0.0,1.0,Winter,No Holiday,Yes,False,True,False,False,170
8.8,95.0,2.8,519.0,8.0,0.03,5.0,0.0,Spring,No Holiday,Yes,False,False,True,False,25
13.7,51.0,1.3,1651.0,3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,778
9.7,84.0,1.7,447.0,7.1,0.0,0.0,0.0,Spring,No Holiday,No,False,False,False,True,0
27.3,46.0,4.8,1983.0,14.6,2.92,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1039
17.0,73.0,1.6,1184.0,12.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,275
10.7,,1.3,2000.0,6.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,320
23.2,81.0,2.4,1976.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,980
5.9,23.0,2.8,1985.0,-13.7,1.88,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,717
0.9,29.0,1.9,1761.0,-15.1,,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,293
28.2,82.0,1.5,985.0,24.8,0.19,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1079
15.3,50.0,0.5,1647.0,4.9,0.0,0.0,,Autumn,No Holiday,Yes,False,True,False,False,1596
22.0,58.0,1.0,2000.0,13.3,0.0,0.0,,Summer,No Holiday,Yes,False,False,False,True,262
30.8,69.0,1.8,1218.0,24.4,1.58,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,561
14.9,50.0,3.4,1989.0,4.5,1.08,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,1106
-5.3,51.0,1.0,1319.0,-13.8,,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,665
25.7,76.0,0.8,1920.0,21.1,1.11,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1156
0.4,84.0,0.8,317.0,-1.9,0.15,0.0,2.7,Winter,No Holiday,Yes,True,False,False,False,175
12.3,0.0,0.9,1989.0,-2.7,0.48,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1135
23.6,86.0,1.2,336.0,21.1,0.14,2.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,719
21.9,46.0,1.2,1995.0,9.7,1.67,0.0,0.0,Autumn,No Holiday,No,True,False,False,False,0
21.1,57.0,2.0,2000.0,12.2,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1079
33.2,46.0,1.4,1968.0,20.0,2.16,0.0,,Summer,No Holiday,Yes,False,False,False,False,623
30.7,55.0,1.5,2000.0,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1076
21.4,48.0,1.6,2000.0,9.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1969
37.0,38.0,1.2,2000.0,20.3,2.07,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,763
25.8,78.0,2.8,2000.0,21.6,0.95,,0.0,Summer,No Holiday,Yes,False,False,False,False,274
14.8,47.0,1.3,787.0,3.5,0.35,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1379
13.9,40.0,0.8,586.0,0.5,1.6,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,462
33.8,44.0,,,19.8,2.72,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,670
19.4,31.0,4.1,1966.0,1.8,2.55,0.0,0.0,Autumn,Holiday,Yes,False,False,False,False,588
19.5,80.0,1.2,553.0,15.9,0.53,0.4,0.0,Spring,Holiday,Yes,True,False,False,False,86
12.8,40.0,1.4,1870.0,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1568
4.7,78.0,1.5,466.0,1.1,0.0,0.0,,Spring,No Holiday,Yes,False,False,False,True,171
16.6,,2.6,1867.0,0.2,,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1391
1.3,,0.4,1386.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,233
23.1,19.0,2.0,1172.0,-1.8,2.85,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,872
31.4,59.0,0.8,2000.0,22.4,1.3,0.0,,Summer,No Holiday,Yes,False,False,False,False,657
20.0,62.0,1.8,428.0,12.4,2.38,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1095
29.4,66.0,2.5,1308.0,22.3,0.91,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,995
19.3,83.0,0.6,394.0,16.3,0.23,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,1937
7.6,62.0,1.2,1885.0,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,226
24.1,73.0,2.2,992.0,18.9,2.15,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1145
31.9,57.0,0.9,1981.0,22.3,1.28,,0.0,Summer,No Holiday,Yes,False,False,False,False,770
33.0,51.0,2.5,1100.0,21.5,3.09,0.0,,Summer,No Holiday,Yes,False,False,False,False,727
1.7,,2.7,54.0,-0.3,0.0,0.4,0.4,Winter,No Holiday,Yes,False,False,False,True,42
32.7,56.0,1.9,1034.0,22.7,2.57,,0.0,Summer,No Holiday,Yes,False,False,False,False,619
20.7,63.0,0.8,1130.0,13.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1330
4.8,41.0,,792.0,-7.3,0.53,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,342
22.2,84.0,0.3,610.0,19.3,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1068
25.2,96.0,0.6,1754.0,24.5,0.51,0.5,0.0,Summer,No Holiday,Yes,False,False,False,False,122
28.4,82.0,0.7,748.0,25.0,0.16,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,428
-4.9,35.0,3.7,2000.0,-18.0,0.04,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,157
1.3,44.0,1.9,2000.0,-9.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,271
-1.5,46.0,2.5,1906.0,-11.6,0.56,0.0,3.0,Winter,No Holiday,Yes,False,False,False,False,144
3.2,64.0,0.8,258.0,-2.9,0.47,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,274
3.0,90.0,0.7,578.0,1.5,0.0,0.0,,Spring,No Holiday,Yes,False,False,True,False,64
11.7,81.0,1.2,616.0,8.5,0.53,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,468
24.4,75.0,0.6,2000.0,19.6,0.17,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1474
14.2,,1.2,299.0,13.8,0.14,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,27
1.8,59.0,0.7,2000.0,-5.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,157
21.8,97.0,0.7,324.0,21.2,0.14,5.5,0.0,Summer,No Holiday,Yes,False,False,False,False,51
17.0,85.0,1.1,,14.4,0.0,0.5,0.0,Spring,Holiday,Yes,False,True,False,False,58
12.2,80.0,1.4,1283.0,8.8,,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,393
2.6,62.0,2.9,294.0,-3.9,1.12,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,235
-1.8,44.0,2.2,1709.0,-12.4,0.01,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,635
18.6,15.0,0.9,1991.0,-8.5,0.81,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1108
0.3,91.0,2.0,172.0,-1.0,0.0,1.0,1.2,Winter,Holiday,Yes,False,False,False,True,65
21.3,44.0,0.5,1911.0,8.5,0.2,,0.0,Summer,No Holiday,Yes,False,False,True,False,622
22.3,93.0,0.6,1262.0,21.1,0.01,0.4,,Summer,No Holiday,Yes,False,False,True,False,60
18.9,77.0,0.6,1109.0,14.7,0.56,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,2276
-5.8,49.0,1.4,1728.0,-14.8,0.16,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,221
28.7,79.0,2.2,1473.0,24.6,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,707
11.5,81.0,0.8,960.0,8.3,0.0,,0.0,Autumn,No Holiday,Yes,False,False,True,False,1271
20.3,47.0,2.5,705.0,8.6,0.77,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,2577
21.1,70.0,0.3,766.0,15.4,0.9,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,715
6.0,72.0,1.3,2000.0,1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,183
-2.2,83.0,1.0,977.0,-4.7,0.0,0.0,3.5,Winter,No Holiday,Yes,False,False,False,True,47
5.0,42.0,1.7,717.0,-6.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,422
-0.5,21.0,1.3,1936.0,-20.2,0.94,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,360
1.7,71.0,1.2,584.0,-3.0,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,237
16.7,96.0,1.6,1461.0,16.0,0.03,1.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,74
7.6,66.0,0.9,1432.0,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,296
4.7,32.0,2.2,1948.0,-10.6,1.06,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,486
21.3,25.0,3.8,1884.0,0.4,3.22,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1597
6.0,82.0,1.3,198.0,3.1,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,195
1.1,39.0,1.3,1857.0,-11.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,328
-0.4,39.0,0.8,2000.0,-12.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,133
12.1,70.0,,1050.0,6.7,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,579
24.3,83.0,,1986.0,21.2,0.53,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,2135
26.5,64.0,1.8,1806.0,19.1,1.3,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,938
5.6,77.0,0.9,212.0,1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,279
24.5,96.0,0.5,476.0,23.8,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,236
2.7,86.0,1.0,460.0,0.5,0.0,0.0,,Autumn,No Holiday,Yes,False,False,False,True,370
32.3,56.0,3.0,1504.0,22.3,1.74,,0.0,Summer,No Holiday,Yes,False,False,False,False,783
16.9,97.0,2.1,728.0,16.4,0.08,5.5,0.0,Autumn,No Holiday,Yes,True,False,False,False,66
25.4,75.0,0.7,1995.0,20.6,0.96,0.0,,Summer,No Holiday,Yes,False,False,False,False,670
9.5,90.0,3.6,1017.0,7.9,0.0,1.0,0.0,Spring,No Holiday,Yes,False,True,False,False,294
3.9,68.0,3.0,737.0,-1.4,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,499
12.6,86.0,1.9,1430.0,10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,441
19.0,62.0,1.8,974.0,11.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,555
-9.8,43.0,2.8,1963.0,-20.0,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,27
7.6,82.0,0.3,,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,458
5.0,76.0,,808.0,1.1,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,55
15.2,40.0,,2000.0,1.6,0.0,0.0,0.0,Autumn,No Holiday,No,False,True,False,False,0
26.9,79.0,0.1,1541.0,22.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1298
28.6,74.0,2.5,1804.0,23.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,1337
25.1,87.0,0.4,1800.0,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,1006
-0.4,15.0,2.4,1938.0,-23.9,2.46,0.0,0.0,Winter,Holiday,Yes,False,False,False,False,193
13.8,97.0,0.7,196.0,13.3,0.12,1.5,0.0,Spring,No Holiday,Yes,True,False,False,False,34
-8.0,70.0,1.8,2000.0,-12.5,0.0,0.0,0.7,Winter,No Holiday,Yes,False,False,True,False,158
12.3,44.0,0.8,2000.0,0.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,711
-4.5,28.0,3.0,2000.0,-20.3,0.0,0.0,0.0,Winter,Holiday,Yes,False,False,False,True,34
19.9,74.0,1.7,683.0,15.1,0.21,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1543
21.9,62.0,0.9,1071.0,14.2,1.03,,0.0,Summer,No Holiday,Yes,False,False,True,False,963
6.9,51.0,0.9,1546.0,-2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,370
27.4,29.0,2.4,2000.0,7.7,0.5,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2514
24.3,95.0,0.5,958.0,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,True,False,False,False,481
1.1,95.0,0.5,345.0,0.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,43
28.4,45.0,2.2,649.0,15.3,2.92,0.0,,Summer,No Holiday,Yes,False,False,False,False,988
12.5,84.0,1.5,334.0,9.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,724
19.9,72.0,0.6,840.0,14.6,0.32,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,1616
4.1,34.0,1.3,928.0,-10.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,275
11.4,95.0,2.5,792.0,10.6,0.44,5.5,0.0,Autumn,No Holiday,Yes,False,False,False,False,17
24.0,73.0,2.1,1541.0,18.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,567
16.5,96.0,2.2,963.0,15.8,0.0,,0.0,Autumn,No Holiday,Yes,False,True,False,False,32
25.6,26.0,2.7,1747.0,4.6,3.36,,0.0,Spring,No Holiday,Yes,False,False,False,False,1106
26.7,40.0,1.6,1995.0,11.9,2.42,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1461
20.6,70.0,1.8,1986.0,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2505
11.7,45.0,1.2,1748.0,0.1,0.0,,0.0,Autumn,No Holiday,Yes,False,True,False,False,1242
-5.4,32.0,2.0,1930.0,-19.5,1.12,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,258
15.9,30.0,0.7,1823.0,-1.6,1.34,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1063
21.8,31.0,2.1,,3.9,3.39,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1373
23.8,47.0,2.1,2000.0,11.8,2.59,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1053
1.7,20.0,4.4,1995.0,-18.9,0.91,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,302
-4.0,48.0,1.5,1536.0,-13.4,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,221
19.2,36.0,0.7,1643.0,3.7,0.38,0.0,0.0,Autumn,No Holiday,Yes,True,False,False,False,1961
19.8,60.0,1.9,,11.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,204
20.6,26.0,1.2,2000.0,0.4,1.76,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1502
21.2,97.0,1.2,105.0,20.6,0.15,18.5,0.0,Summer,No Holiday,Yes,False,False,False,False,11
13.5,43.0,2.2,1687.0,1.1,1.92,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,912
28.2,82.0,0.4,1832.0,24.8,,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,1698
18.3,51.0,2.0,1366.0,7.9,0.7,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,608
14.0,43.0,2.8,2000.0,1.5,1.13,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1041
-3.5,30.0,1.5,1980.0,-18.6,0.0,0.0,0.0,Winter,Holiday,Yes,False,False,True,False,112
9.0,46.0,1.2,1259.0,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,485
7.1,61.0,0.6,2000.0,0.0,0.0,0.0,,Autumn,No Holiday,Yes,False,False,False,True,409
16.2,76.0,2.1,,11.9,0.02,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,1386
10.9,33.0,2.6,1963.0,-4.7,1.73,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,965
25.1,51.0,2.4,1714.0,14.2,1.15,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2328
16.3,68.0,2.1,1859.0,10.3,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,355
-11.7,51.0,1.2,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,20
-11.1,43.0,1.8,1960.0,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,False,True,False,False,169
28.3,68.0,,2000.0,21.8,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,315
22.5,33.0,1.8,894.0,5.4,2.88,0.0,0.0,Spring,No Holiday,Yes,False,False,False,False,1019
-5.6,38.0,2.9,1752.0,-17.6,0.55,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,213
23.6,66.0,4.2,1208.0,16.8,0.89,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,1592
26.3,71.0,1.1,1340.0,20.6,0.86,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,890
-1.0,28.0,1.9,2000.0,-17.2,0.08,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,542
18.5,57.0,2.3,2000.0,9.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,692
33.6,,3.5,1993.0,21.7,1.15,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,670
10.3,81.0,0.7,361.0,7.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,372
4.2,34.0,1.7,1476.0,-10.3,,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,288
20.6,98.0,0.7,626.0,20.2,0.0,1.0,0.0,Summer,No Holiday,Yes,False,False,True,False,47
10.8,57.0,2.0,1219.0,2.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1146
29.5,36.0,3.7,1786.0,12.8,1.94,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,2040
19.8,32.0,2.3,1978.0,2.6,2.25,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1221
11.1,46.0,1.6,1518.0,-0.1,1.84,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,852
2.7,27.0,2.2,1811.0,-14.4,0.64,,0.0,Winter,No Holiday,Yes,True,False,False,False,352
1.6,78.0,1.6,448.0,-1.8,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,True,False,48
25.3,72.0,2.4,1220.0,19.8,1.08,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,808
9.6,,2.2,1417.0,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,515
10.5,94.0,2.8,1627.0,9.5,0.0,1.0,0.0,Spring,No Holiday,Yes,False,True,False,False,327
11.4,60.0,0.4,851.0,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,168
12.2,67.0,1.2,2000.0,6.2,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,689
-11.2,36.0,2.9,1981.0,-23.3,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,59
7.1,52.0,0.8,1516.0,-2.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,682
13.9,50.0,4.1,1964.0,3.6,2.14,0.0,0.0,Autumn,No Holiday,No,False,False,False,False,0
28.2,68.0,0.9,2000.0,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,619
-0.9,84.0,0.6,230.0,-3.2,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,True,192
25.0,46.0,1.9,1943.0,12.5,2.93,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1237
19.4,79.0,1.4,2000.0,15.6,0.33,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,696
28.4,68.0,0.9,2000.0,21.9,,0.0,0.0,Summer,No Holiday,Yes,False,False,False,True,808
2.2,53.0,0.5,1595.0,-6.4,0.62,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,644
28.8,69.0,2.4,1619.0,22.5,0.0,0.0,0.0,Summer,No Holiday,Yes,False,True,False,False,2122
8.8,55.0,1.6,2000.0,0.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,True,False,False,1221
9.4,85.0,1.6,983.0,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,249
24.7,67.0,1.2,2000.0,18.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,763
9.4,76.0,2.6,1376.0,5.3,0.0,,0.0,Spring,No Holiday,Yes,False,True,False,False,640
-2.3,25.0,0.0,1962.0,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,321
-1.6,26.0,1.9,1980.0,-18.6,1.29,0.0,0.0,Winter,Holiday,Yes,False,False,False,False,127
37.6,33.0,2.1,1837.0,18.5,1.82,0.0,0.0,Summer,No Holiday,Yes,True,False,False,False,965
16.8,50.0,1.6,2000.0,6.3,1.94,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,False,1132
14.6,42.0,0.5,2000.0,1.8,0.0,,,Spring,No Holiday,Yes,False,False,True,False,155
27.2,59.0,0.4,948.0,18.4,1.18,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,982
3.0,96.0,2.7,303.0,2.4,0.0,0.4,0.0,Spring,Holiday,Yes,False,False,True,False,33
28.9,34.0,,1328.0,11.4,2.06,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,1120
19.6,53.0,1.5,2000.0,9.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,False,False,False,True,1185
12.6,93.0,3.9,831.0,11.4,0.0,0.0,0.0,Spring,No Holiday,Yes,True,False,False,False,131
3.4,49.0,1.6,1950.0,-6.3,1.03,0.0,0.0,Spring,No Holiday,Yes,False,False,True,False,520
8.4,58.0,1.1,2000.0,0.6,0.0,0.0,0.0,Spring,No Holiday,Yes,False,False,False,True,444
4.3,59.0,4.6,991.0,-3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,False,True,False,False,508
24.0,85.0,0.9,1569.0,21.3,0.02,0.0,0.0,Summer,No Holiday,Yes,False,False,True,False,703
14.3,89.0,0.6,1165.0,12.5,0.03,0.0,0.0,Autumn,No Holiday,Yes,False,False,True,False,345
-0.6,45.0,3.3,1827.0,-11.0,0.24,0.0,0.0,Winter,No Holiday,Yes,True,False,False,False,446
21.2,75.0,0.7,876.0,16.5,1.07,0.0,0.0,Summer,No Holiday,Yes,False,False,False,False,945
4.4,42.0,2.3,719.0,-7.4,0.72,0.0,0.0,Winter,No Holiday,Yes,False,False,False,False,301
21.4,40.0,1.4,,7.2,2.53,0.0,0.0,Autumn,Holiday,Yes,False,False,False,False,1634
