user_id,ads_activity
9a45-4e03fe84063acc88b217-581b2199,очень редко
08ee-89b46f20594993b7fbba-9ed12a88,умеренно
c243-4e172f0d86601ee21d0e-274bdb60,умеренно
3390-d4c0fd9ac51c17488ecb-3efeb8e1,редко
df5a-c7bd64d6278f2d349d44-1b308b90,часто
4da5-d07157ba92456dc84293-0dfbe7b0,умеренно
fd04-22d7b02ae730fc50036c-be2721cb,редко
0bfc-06f910d43f5ebfcb319c-4c739d36,умеренно
5898-61adbe8b43e7ec8767ab-4a32cb15,редко
fec4-1627aa8d682ad68abd7a-2655c63f,редко
ef49-4a251e67d46912f259dc-0e168e29,редко
8665-bd8485560c5fafbf9af1-6bd7dd52,умеренно
3761-645978e76225bd8efa1c-5b00960e,часто
e431-7a97506f5cf83279ce99-7938fc42,редко
6a82-c9fcad079807b83e1dbf-2ee52b77,умеренно
2770-4ad7e3ce96eec79d9a65-70f2b8c3,редко
3be5-a83c1eb2c1656fdb6772-620a1785,редко
b5bb-43069363181eda7d1476-57182ffb,редко
06cb-2dd2807fb278c8f2fc6a-5a7c33bd,умеренно
8731-5dd8e32528940e8a92fc-9378f02f,очень редко
c490-156e9e860a1f864bf9d4-9c3418e7,умеренно
9c7f-c80f29a59cfbf46ddadb-7ae6b065,очень редко
6cc2-24f5c77621d0a1a9dc36-9cd08aa1,умеренно
e00d-bf4ca99bb5448e3760b8-f4265a18,редко
49f1-8cbaafb9e6976ce7fe94-0610846d,умеренно
eb89-5d5840e8aef8f46e8a37-307ede3f,редко
378f-3ba43d4a384b3763701e-5de7d9fc,редко
875c-b8f4fc1fe039bd206e50-adcfda42,очень редко
7960-60d60a12da4c74a6343c-708353eb,часто
3c93-fe583f7a6f570793fcf7-9e4a25e8,редко
abc6-401efd608d95caea5f21-918a763e,редко
bf07-c89b1612dbcd8f47ffe9-d01c1ffc,часто
b098-cedda01a4bd5a013c4a6-68686b8b,очень редко
4149-91cae77f6fe893fa5ca5-3a3a37b1,редко
3711-98db2c19546dc209a706-351a15f0,умеренно
2069-47aa7f2ed78c9d4577ea-b33f2580,умеренно
3da5-c6a925d9b48dfaa80950-dd1879ec,очень редко
f125-44bb93d701402816bf42-79a75524,умеренно
001a-eee53e44f848608779b0-78704a67,очень редко
420d-a8f24ab8e466269f6ebb-f82a6dc4,очень часто
bc39-7423f053791bbf10b257-1d1eb9c7,очень редко
d931-af26e13971f154284dc4-7933b711,редко
7b24-a0e68ef9b8ca2a4a9cb2-64be1407,очень редко
cb93-0a2f0d291d576dc22bab-05dc0ada,очень редко
ef43-56b8341ad0366273776d-bdf774e3,редко
7a37-d99fb34d97c4dbb163e6-8b67ca6f,умеренно
6dfe-54ed3929c9dc8295ebdc-503e80a8,редко
4dd7-093f34492a44f5140e87-52027e7a,редко
4e80-0cf707a509fd4e48efe8-20a6c6a5,умеренно
8d97-8e9a30dfd109a8e3b533-b61f4777,редко
2a97-2fac08b4b023f08c784b-9bc1a52b,умеренно
7919-713d1dd1b390abb8ff0b-3a42c996,редко
e737-a2bc0a24fc3311d040df-0503922c,редко
b922-149a135ae2424feb6a68-dfc7e1b6,очень редко
0697-8a6ee40e08cde5042674-772f07fa,умеренно
0ed6-5d663985e5ceb4d57492-d1be0572,очень редко
8cea-c8d861b02e7de6d37965-23a53c3a,редко
3061-6d405f22252e49aa3ae6-e30f77c3,редко
faa3-095049ff2b576946b850-84521bba,часто
e000-64a3eada2e7ab0a09404-5753d472,очень редко
027c-b15b193190bff898f623-35dd48a5,очень редко
cf44-d475005e94f0187740d1-e0d181f2,редко
8282-a5fc086f94901884f6b6-fb82d7ae,умеренно
9002-6270329187365dca77e4-6596a4d2,часто
2597-2b141eb9a71db5aece0a-e5d071bc,очень редко
78cd-0950ba07c368d4c90480-34d60b60,умеренно
558d-6306ad65afd02bfdd597-1d6cc366,редко
fd1b-b1d4256fd2f658aaf92c-5914ca92,часто
7586-300c84809aabf1c678fa-652cd801,умеренно
0b79-e2344c378d7254390042-5255677f,часто
343a-b6897cbb2d17533c1860-6021f506,очень часто
04fb-8665d541a58fc6f73f0f-70fcb6b9,часто
107f-5a635eb12d9729088921-cee29ff0,умеренно
88db-8a8cffc4c255dc0ec580-ff99eca5,умеренно
4df1-7e24e02ca6db825a97fd-3838dc7e,умеренно
ef7f-125894b4f52084f9e075-fb26382e,редко
f9b5-9a0ec40cac3ed22dd0ca-91150a63,умеренно
cf44-d475005e94f0187740d1-e0d181f2,редко
e497-a9768de19a4b55d04f17-68fd43ba,умеренно
4d6a-980f4f018da5d084cb49-3d2cfdf4,редко
df7f-bb215cb384984626fb75-074a5e12,редко
9949-613a8689b085bb3cd1aa-6db0a31a,умеренно
a140-0534ca10b6c78cf977d3-9a64ab98,умеренно
42d1-72d8eb87c49dd47cbf38-6a6f56e3,очень часто
ec73-0d0dff63397642aa1ed3-3af78378,редко
7a09-3138e722675f9489a647-63b2f9ec,редко
eff4-818abce08528d05dace0-fdaad411,редко
41d9-fc30c9e503fa9b232319-1c44ca41,редко
8b69-1fde372a9fabb17e3bcc-59acb894,часто
4a15-ee3829d99667d2ebac45-c56e78f2,редко
0f95-16f5a0800ec5680356ff-53f64295,часто
2bd7-800becd89fa0ebc253e4-cb474ff7,редко
2889-bc6623e30a562db42fcd-d6672c1a,умеренно
2dfa-e8688eeb81273ebe4f86-71f348a0,редко
1246-b02d28fa9633665a9b1b-f6952f96,умеренно
fbaa-cb51c4ebb1b8f40b9fde-2596b5da,умеренно
51a5-1f497494dd8adf039432-45440c44,редко
4cce-44c99a396a27898976c2-8ce2fa96,редко
4859-dfb87c16b0d38cbfd94f-677ad101,очень редко
39b9-3c7a8ce75efb14aa0b6a-7ac67f90,редко
d8bc-7792b5aa447e049ed095-81ecd679,редко
2a62-1d18abcfbf927d0cec76-4b43f928,очень редко
a31d-b9dc46a637ec8545f900-a8a641ae,очень редко
64d5-141340ec7b08f27b57b9-a7139532,очень редко
504b-8d8cefdb37d195df31b8-4392ceca,редко
c464-372775706662a4dfd5f7-67463885,редко
14b6-38d78e421280da4a6a9f-ec2b3112,очень редко
8dce-1ae93b6ad7b3516830f4-7db36cfa,редко
be23-9191a30f5ca03319008b-f2814264,умеренно
5c89-2da188712e49345f8c21-2819c3cc,часто
2826-d6a08323fbdadd233612-55bdf1d0,редко
d565-7defc354841be6b028d4-cadccad0,очень редко
0e70-5d228ae3dccc2acf190d-4c57392f,редко
577b-65e3df050f9b53420009-f6a664d6,часто
9d3a-fcef62c051f8e578312a-e739a675,умеренно
857c-69d44ee399e9d461a86b-72054180,очень редко
c619-940f88ec5d853048a838-36e3a9a9,умеренно
3761-645978e76225bd8efa1c-5b00960e,часто
f435-3a34ffb770adcb3bdca9-1aaf45f1,очень редко
084c-cc554b591c14dedf1943-6c482e57,умеренно
a18f-1efb0afae6e9ec32ad77-3f30214f,умеренно
09ed-e134871f8dae58199770-630bea77,редко
e4c4-9539c8f674ce099b85d6-8428c124,часто
18e5-f6fb89bdd31688e1450a-4bf0baf6,умеренно
72b4-ef93a489696e700557b3-3adb7dae,редко
2364-e3ceb09ccea6685424c2-20dab88c,очень редко
21ea-53d466511bf86102e5ca-a9900a56,очень редко
ba9e-553459ce960f459a8e84-37626d60,редко
2eb8-4ff738b69463f8481d8c-d3d30952,очень редко
a1c1-e676e149828158a85399-f99e9212,умеренно
8627-473ed0da690d7c5f7193-5790154e,очень редко
2dae-51725b3525631d933dfd-8a982bcc,часто
2c12-fbddccfc25ae1dd7bac1-37be65c6,умеренно
c9df-91583e9f33f36a34b5bb-9a9c5ab3,очень редко
5710-437ee9b2aa6631cd35b5-55ee61ae,часто
82bb-1da968a6184cc338a0d4-a331d6e1,редко
be00-2994645858fa71c34f96-f00dc143,редко
c8df-762380979a02390bdde9-21e111b6,часто
a92f-067068bd102f1541319a-85420f8b,очень редко
1085-ce7bbc455fda6d47b875-297ff02f,редко
d6a3-e02eacb5271cd167d09b-206fe0ce,очень редко
d520-6c0be7daf53bf4eff514-cbc08cd6,умеренно
af00-57ce706f28580aeb6835-d6cb9abc,редко
ad80-2ee8889cf1f3fb3236be-d455e237,редко
f785-0068f17f9f64271abfd2-e52d65a6,умеренно
39b7-3a334597bede275d23b4-a599e667,редко
7d22-f9b0313a89b5b15653c0-91791da3,умеренно
5310-5534e100683a16f494b8-1a583c5e,часто
3f8d-15b95f6443d1025f3239-c19dd487,умеренно
96dd-1b6dd192a8b41e3a8247-6f0c4f8f,часто
ddd1-2b5a68a79fec1383959f-8a46c531,часто
ad01-321c93fce63ee8b0b126-124fde86,редко
b989-3b3093718d5dd288abaf-7c22dff5,часто
a185-84e9d405c0d731ef9d59-5cd5a1ad,редко
ae3f-11ff6e2154127ba525f4-984833f8,редко
a4ac-e8e37aae257c5a721315-0eb3230e,редко
8cf6-cc5ffcbbbf6e761aea08-89d8e9de,редко
a619-f10a3864b581d825bb10-be450332,очень часто
d4f9-a3f462c7d483ebcadcd3-64bd7384,редко
db44-de94ec0c8d5ffabbc2ce-20b758f4,очень редко
44f9-d05fc0198762af0d9181-0c716620,часто
7764-5d7858d4f4e12d0707c6-800b1e9c,умеренно
38ca-e9f4ad0c70aaf343ed34-4c573d57,очень редко
107b-e55f13dd23af5541b8ad-f3c239e8,часто
74c7-a07eebaeefefcd147436-60cbc4bd,часто
7e6f-c1b6e1b1a2150a8609dd-31de8f64,умеренно
8493-2d0ccd54b78f5173a5aa-8e73eb42,очень редко
21f3-d91a45d33496c4cc356d-49ac50d9,часто
a5a1-68b05f90907ded1c9a52-feb134c4,редко
4fcd-35d7111599f546924c2c-6ba26609,очень редко
76cb-b9f43636f3c359f233d8-2f9a537d,очень часто
8043-db0cdea223d213dffdfe-da3c0748,часто
349f-3d91b12a5811ae06225b-72313fad,очень редко
9e2c-1185de739f60c246b4fd-1d25d314,умеренно
bf11-bfff017e788e6697012a-a28e3e1c,очень редко
52ac-197294609d99a0de3ac0-9d5286ca,очень часто
fb8e-160c8d5fb91092acd3d5-c8942f1b,очень редко
34d9-1096054b0a4377ebb4ce-ac2a471b,редко
0706-927412053d8532601758-bb494920,очень редко
c424-9dfcc0eab2b1b68c5b2e-7b108f6d,часто
f03c-adf8ee276c255b784b45-12393fdb,редко
e748-296631cab24270814caf-1b9bd557,часто
cb78-85de6a2d09f9962b42b2-235dab27,очень редко
7672-6ecdc9d7f3d7579f3962-d6bf905c,умеренно
7ee5-3b4ea6625b1474022cc1-e72e11d9,часто
46b3-e0a576bb70bf986682f1-63e15f79,очень редко
6952-32374150f95a2418278d-127e6e23,умеренно
6a60-203821432dae787bd283-37f3bde4,редко
3099-a0b5803dd0948a0ec343-73fc8ec5,умеренно
3af1-574e47a9919d8acd707b-b2ca2b35,редко
c4df-e5ee3db9e5cc51854701-1c9cd16c,умеренно
7be5-d0d836f2828553e998e0-ccb5683b,очень редко
11e5-60011f98fe5da8721364-c5a3930a,очень редко
ecf5-dba605dc7ef1e58730e5-caa380e4,очень редко
4b8c-03e994242193852d7a16-2d699440,редко
47ac-4c679b0f31dd316c1fc9-e0325ec6,умеренно
a2ea-2303f23532d503467b07-b5548c42,умеренно
a655-e4de718885a68bae3c1c-576f49fe,часто
363c-3b0b488af5657d656f36-6af09d84,редко
43c3-2fa53ae2a4aa61e45d95-2fa398dd,умеренно
a29c-7998f6d25520a825061f-1888578d,редко
e2e3-ef0cb5e074aa506db306-672ab893,умеренно
3bb0-37e89af8f186062110b2-c44bbf2e,редко
0f9b-2953a28a05546235e3cf-82270aeb,часто
c0be-1314bcec97e8f354c0eb-17be672f,умеренно
32e4-3ffe4b487a9f5627ac47-d6af50e0,очень часто
b34e-7e2e3a72536e5b170387-28d0af54,редко
2ecc-becf1cdacab828e74142-25205e48,редко
9030-42314649438716a2f3d4-ba3b35a9,часто
5663-1d89f8173332f865bfe2-83aa4974,часто
d1ea-9508c8fb01fc2256c6c7-001c322f,редко
78dd-64bf0f42305f3fbe943c-7107cccf,умеренно
de6b-425df88cc55f5b131814-0c4dc057,очень редко
3324-ac5ee0e773dd612a0ee1-193550c1,умеренно
654e-54f7b073ec6fcce6d21e-84b6f3d6,умеренно
581f-81e2155cb622f239e0b3-e2433a34,умеренно
9750-b8e3b510d1d4b3d87528-06f643cd,редко
e0f7-afbc0bcf0fbe2c6a989b-d9990532,умеренно
f119-5c88480ab1d46d2c5305-b03dcd53,часто
d8f2-97dc6901d7c6e0de5a16-337e012f,умеренно
39ea-22cb74e56d76b99e6cd2-82fc8e88,умеренно
c85d-69be24c49302a89d6e99-b9633da7,умеренно
f3a5-8d5014f57dd094a2e75d-70325d47,часто
642e-26c5dedbddfc2989396b-58558c69,часто
9ec4-06efca2c63044685ee3e-45d27f93,умеренно
cb11-fd3f3d51cd2bebb13b07-3a7a58d6,очень редко
6e33-966b056008964f8719f7-ecdb209e,очень редко
d3cb-9addb340ed5b4f46f16b-45d7103e,умеренно
f653-655c458fc78749de3647-ef36db22,часто
a351-53175eb3069cdee2a2db-30c108f0,умеренно
b2d2-d7657aa25354209ae0de-4781ccef,умеренно
559c-cf7eb537c8ea7b841e27-ffca67ab,очень часто
ac71-a1a86442f9ddde1b8e4b-98693601,очень редко
d32f-141a32dbfe804e675f9f-cbfca4ec,часто
d191-264288391b55e6521c33-ce7d506a,редко
8006-b521ed9d5dc2e9d3ba55-975b6d81,умеренно
be21-e832cd4bbe51fd00a99d-7bd2a0cd,очень редко
5127-af1585ecbf1c7ce4730a-04197c32,очень редко
f66c-71d348afe877fb2680a6-075c35aa,умеренно
f8c0-17b65fa6a3b9262ed735-1e1900c0,умеренно
8d21-ce1e705e4782dd736996-96a02662,очень редко
b869-357aa68ba98b96ffb50f-20e58c8c,редко
42ee-f68f93e0d872850fc7ea-bd47046a,редко
085f-12567fc9227eabf8725a-eee1af8d,редко
3d33-eb86b2d935ad2f360f8a-51196e5b,часто
70da-38693d327af502d882e7-4e88bd34,очень редко
1662-b243a58358e9ec473430-4f9cb3a8,редко
38cb-e6fe0e47d6ede8e6319d-4ca712dc,редко
f2b0-ae1c62b27555a95298e6-b72d61b8,очень редко
3c08-d512ed9b9ef45ca2f5b9-1a437894,очень редко
3fa7-9098a576f450e34fcb3d-bb530471,очень редко
bf03-d4f4c3b63afb955b3c07-6237afe3,умеренно
973a-a38078e94091cb02ead3-9613d5e6,редко
3184-0b96ef5ad45cfd0d1699-9c9eb5a9,часто
e67d-ed6d25d0706a69763829-addcba54,редко
cd81-220e537b6ea5326de062-b56b05c1,умеренно
a39f-99a93092c1ffbc2229d8-0db0051a,очень редко
6339-f319b71722de0905fa9c-b257354e,умеренно
b76f-c20c87e6f7b6b1fd6db8-e9c8c4b8,очень редко
7e6e-334b7e59752b695966f7-c36ff58c,редко
3531-7ed573e4cb07caf1f83e-6346b77c,часто
ac09-f45028a31efb71d65bf9-d9f92bdd,умеренно
facb-19deddd6dd1bc4127e06-11081972,умеренно
4f50-718d57b06080dc68afbf-65f2cb9a,умеренно
c42b-6e071fdad8cf6992eb7b-11e44935,умеренно
5c8d-92a40b802504ae4913a2-a5909301,умеренно
531d-ca6c953a9d3af08ca8ac-a86efefa,умеренно
7c3a-aef104dc7836844bf5e8-48bb551e,очень часто
8400-d4309db898c5fd041e83-890913c5,часто
1ef1-8b6cf3574ab9b1f0466a-d604c6d3,умеренно
550d-39fc12e2e239e867475a-8afa7f4a,очень редко
2d10-c5fb88fdba408f2ed013-7ba5acd7,очень редко
a755-16c41d273bf21ea8e19e-1697d888,умеренно
adca-341a627cb776dcfa95f1-a1d6f6df,умеренно
122e-df473c028f732b45e080-00b43380,умеренно
1813-a8fb191a8211b6351652-b8a4c68c,часто
55f2-77a39d866a0c1122f0bc-785e8d99,умеренно
6931-3e810bdc29f8b1c3a55b-d9215b96,очень редко
54c7-c560886fbb25c8bceebf-69f64202,очень редко
11b8-6ef3243269c07b120b08-abf1c504,часто
dbe6-a3eff6a5c8c2c0d94a27-bb1e1b84,редко
bc3b-d569e12904b047c60cf8-ffe54ecb,умеренно
16bf-250b6302816b8a4da106-9520689f,редко
b5b9-b4f7346e2cf0f4861bdb-cf1edcd7,умеренно
027c-3e12ef9ae38b74838bcf-354987c0,умеренно
f0c8-d1bdac6c9954e4b2414a-9d6f7fb7,умеренно
1b87-3d3dfadd6f8b294b2cfe-e851166a,умеренно
aae7-01b3274e03aa06e6f68e-1ad4ad71,часто
d43b-dc7584e607ae4cca9b4d-61a8468a,очень редко
2b26-9163e5990b3092dd0c76-2de7ec9a,умеренно
44c8-a174762d7e8e829048b3-41c0cbf7,умеренно
024b-cb9ecf0322ad879ddd78-251d53e2,умеренно
4b5b-4438bcc073b5b8445f51-5aca0ea5,умеренно
4ff4-cfb4ff2ba7a0aaf06337-a5c7b501,редко
1369-86551070756cab7502c9-88ff468f,умеренно
bd40-8c3d89aec7a4f967e7c0-b5313879,редко
b5a2-32c8031d5e1e99ec5463-54e62e29,часто
2bbe-7490acb1c1e4b30e8285-8df35e79,часто
f2ea-d77f06c539a4f344f976-9251ed2e,очень редко
8465-6dbd63c70abe4ab148b2-07343dfe,умеренно
e950-04c2efca2dfbedc24cfd-d7d4126e,редко
af55-6b3c8b776a8e0bcd7edc-7c15dae3,очень редко
1728-2f9fb5af8b405c5218bf-7c96e2f7,умеренно
ad3e-7173c5bb85aed896c109-c331c78a,часто
2764-a4406bf48b7d289814cc-545e8c20,умеренно
fa0c-6724343617df4a13b2d8-1e15ed3b,часто
1775-d59faae34c6d1ea794e6-795b1908,часто
d453-babf7b1a94696446a4f4-c069c449,редко
f357-b1b348c2dc2aa40ecc66-7c867e04,умеренно
72cd-8ec93bf1bcbe4e6d4ea0-3b60b4e3,очень редко
6ef5-e4b9c3e7e5fde8ebb815-b27bbfd5,умеренно
b869-1cfe06d938f0ab14b0bf-51548f14,умеренно
77e6-dc2d0dd1ebd364057f01-f4d46a78,редко
ee2e-c34c48eed2369759db13-336a97f8,умеренно
996b-ae276fd4e0507e9c9448-d946ec36,редко
62ec-24c0439f710d848562c3-820db4a6,редко
34ab-108a6e0e3e1f7efe9afb-3058972b,редко
dbdc-5eb1bf67cca4227d47ab-2507948b,очень часто
8751-ef37fbdf1a890d3db054-e62028fd,умеренно
accd-7d6fb783a4404c586b5b-e3224954,редко
c8e2-b7781cb00ec7c499e3ac-b8494cdf,часто
3285-b040908e46c5d20883c1-7f8d71f2,умеренно
e0a6-6dbfce4ef9d3115326da-fc1fec71,часто
0207-16b0067578c83f8d92ee-39d661ac,очень редко
a086-ee0f0af4b4342cdb8d37-b6d7a4ea,редко
4585-4b46a48b825f8067352d-a187536f,часто
32f7-be744a2f7a1355560cb0-52a6ef71,умеренно
c604-5ddf3f2f49db7b745a1f-59a46b74,часто
a04d-acb36e10424598578e0f-b25f585c,умеренно
4f75-7ef942bbb6d5c4253a42-986e679e,умеренно
285d-0bb35b17785f82fc3190-d0bea55b,редко
f8cd-b28f74819db8e73be337-36eb5791,умеренно
d9c0-86c43ca3e12dfff9a90a-5eefcfaa,очень редко
24ed-783b38b0b5bc1075e0f5-82e96a60,умеренно
b252-4ef81d7eb4d08e7cfca3-8ab368c3,редко
85ee-189b9cf1bd0e5cbab26d-d50a27ab,умеренно
4765-264a30ab2dc4e48bd473-54826fb5,умеренно
f916-5431ee3caad1a2839122-a2cb969d,очень редко
1ef5-fbec68a7954172b48453-1f9f1dcc,редко
dec8-15685cf0f80a5feaf832-d47c1d94,умеренно
7981-cc309d3e69f6b247fc75-a475c8ec,умеренно
9d60-950dfad68a18303f57a2-295040c6,очень редко
f511-610ec7ed41b85a6c6ce9-0d9b9948,умеренно
3812-b5371eaae9f730cb4a29-d0b7ac6e,очень редко
023f-f2165944195e7dbda36c-307b1263,умеренно
ef4c-a5c7c137b4a80ba5798b-32b12821,редко
03e8-f97488f643bdda1c323d-afd5eba0,редко
a279-e80a037adea58a0e98bb-de584f6b,умеренно
2875-574d33dfecd26c6ba777-1c22ff6a,редко
8644-824ae443e473483d6988-3aca6863,редко
a459-0ee6774b4dfc0d40f51e-28d7471f,редко
0892-2ce59c6cb8c7d85e1354-69225708,умеренно
32c9-d71794b21c5fc09a9521-e3adbd6b,редко
7858-0d2d54be3628141f6489-7fb6579e,часто
9aa3-72b0f0d96e28bd78b9ae-5a01f44e,очень часто
4ab1-508219b6992580664ca9-043ddf62,умеренно
8b81-b39122d8fe30879bf24b-ed1b6ad2,умеренно
467e-1138439d969f55eecc2c-2391f7c5,умеренно
b4d5-76555d87990cfb8d9ca4-2af81297,очень редко
6a1a-c1d886343795dcc81db2-bb190778,очень редко
031c-e8d95f0ec084448faed8-a61bd4a3,редко
bad7-be50ead3a73fe54a107e-d3c00f4d,умеренно
52d6-517326b16ccbcf90354d-e8e982f7,редко
128e-6e757f681b3cf26a735c-7b046111,редко
ef6f-4f01219c87c29a48852b-89ec67f7,часто
1944-3cf1c70721a0829deeb5-e99c3bef,редко
b8ed-e346709a59e01c23fba5-f74164bd,умеренно
4977-478b47ce66bff7b0d59f-0d0bc6b1,часто
c702-347af14e24ba372c6832-e8458e45,редко
2dd5-371af4d4f2d1c6121501-53de0ce6,очень редко
3793-a5c26147fdfb173b837e-cb36b507,часто
ba6b-9c5d8fed6ee54baf5b71-641231bb,умеренно
b488-68dd0f75e3864b74f976-ea9d53e8,редко
fb63-2efc06d7a3ccd4d30f87-72cefc93,умеренно
4061-af8acd36027eeb577503-e27676c8,редко
08e9-b83566bd361d282c4d95-38cd4975,редко
5af6-2a53dcd4432a16a9329b-79386b17,умеренно
2579-d266bb99b98a427b59db-3b44c648,часто
18fe-edb8492f17b6a6db8e78-8afe8d3f,редко
d38b-19fa234e5d0ff28a78a7-18f3818d,очень редко
29f5-060b7b6b556606ea6c25-aec3fa26,очень редко
e3be-4c38087765e8d9c983a3-9b3918cc,часто
0d9e-6f12485d7acb582906b1-5a930cde,умеренно
b919-e85eeb9e7505b09a9ee2-fd8db3da,часто
cb95-b35164b9c1f068f07693-526aac3c,очень редко
f042-bb4ee83a415c0d5b95ae-020656b4,умеренно
55de-b302204e67cfc68dc372-34329839,очень редко
1843-6e5384ac7e510df01a42-76103034,часто
54af-3e897e260f00eebf97ee-a0ba288b,умеренно
d11b-20c836b57fb6be259c3f-23566b0e,часто
36d5-f1fddf263e48db33d640-6433e8b5,умеренно
e668-58ad1813f23b0da37787-e019f776,часто
b588-d4d740fe5a4e457e2d5f-552f5ff9,очень часто
d73f-fa0a5e7ac7714294863a-48f899a1,часто
8d92-b8b409f2629212f915fc-f7efb57e,редко
6ab1-f82081dafd4d775b20df-27f2657b,умеренно
750f-d617b31c9db58e1061e4-5a4789e5,редко
620c-6aff893f9d49cd234e87-669ddd61,очень редко
4fa1-7339d1509a663d9c99fd-f5a857ff,редко
70f2-e49ffda766359a069b74-ca7035f7,умеренно
6130-29dd95f3765a62605fdf-103a814c,умеренно
ead2-353160d9832d6490cc2c-d3c10fea,очень часто
aa17-062d2737955d62114c52-ce091302,часто
f697-c030c570e9b872e66f87-4228be43,умеренно
0ad4-df8bf22603c5fa6269c1-acdf4f7d,часто
7551-0c5373d192f4b5a332a0-e1d9650c,редко
5338-5bc05f865a0e3b0dbfe2-5fdaf37c,умеренно
ea22-179a7dab562ee62be71e-794b4b1b,умеренно
8d0b-f6e0d3c832250526bb4d-1f6e26b6,умеренно
bade-d8b0f41d924ad9314661-790c83da,часто
8fb6-b7efc998b09eaced9c7c-d633505a,умеренно
827c-653408dcc9e7315634c3-6f2b6ceb,часто
bf4c-bbf1638b71ca045cadeb-fb8cf37a,очень редко
9129-65b80cd2db471d61c23d-3a98f3c8,редко
957f-a368b5513391818012b5-e7af8898,умеренно
4853-54150be64aab78677b80-a2cffd26,умеренно
02d4-8707e8f46c6769731dd5-c268adff,очень редко
8d34-e959c4836a7d6b743567-2d9f68f8,часто
a5e5-7a2160cade9557409b97-c3001371,часто
6c9b-ae938c1e7d33b061c53b-7378bcbb,очень редко
fb05-8a3b260e43f8cd2121b2-3ce15903,редко
90e1-cffa204a7aa1ee7b6fe5-f801da5f,часто
e6f6-bbb3eff01d8834b00e45-54596863,умеренно
ac4b-1581cc5e035b89ac9b24-c6779267,редко
9401-354245102ba8bad8433f-0b4ab64f,очень часто
53bf-5cbe6f7a23027e52c663-d32b9f18,редко
eb94-ac8b11fe4aa5502f1cc3-76839dec,редко
7d91-3e2a86df4370f590eb8d-a30a722a,умеренно
4119-74df4af7373c57ac7297-587b6257,умеренно
1a56-fdedfaddf2d27950f677-56c08b79,умеренно
af28-59f50830bf17db65678f-75adc48a,умеренно
8e0d-93d639c49091a7da46bf-e9cf6877,очень редко
dbda-8283701eb09fa48ff0c3-7d39e267,редко
f081-c22a62172f27ca6cb2b1-2a855fe4,редко
6947-123ab6fa6cf3f66806ed-18331055,редко
6817-8ad980d576c190039906-d08007ab,умеренно
3ef2-dfa4ef88eaaf9c035675-21f498cf,редко
f6e8-72be102d2fa889772ca3-5ceb511a,умеренно
0e62-cabf20475b0fcb55bcc3-452b3c99,очень часто
1187-5389016f583f8b5e9b6c-3c2eb8a5,умеренно
6e73-b3ab595b276d47807b47-097df7de,умеренно
a67a-d05006b7f40a056c79a3-2a1ed7a2,редко
a92a-db640edeaeee794e21f5-0dcc4ac5,редко
5866-40a269b9436a2940471b-d4d4f173,умеренно
294d-8cf3260530f100fbdf2e-3d1d85b0,часто
5022-b6a8a78dee7830f1681e-e71b4c2f,редко
b425-d41e61142f49068b3e22-aa7cc480,очень редко
b144-010bd994f4c3b0a49d38-2186c94b,очень редко
c0d2-93c91e334e6380b831e9-2108b09d,умеренно
bd6c-7194206a887883a33acf-f5c3cd8d,редко
bce3-f9a1d735522707cbf109-82ee044d,умеренно
245d-0620e431aeba0fd8c27d-ff8421cb,редко
a90d-870ac46c79429a2a53a4-e2ea7af3,часто
4e3c-05ef757dea721bac5599-ba8ac4ef,часто
0ad9-29131cc4bf4e9e9bc0ae-94c3e01c,умеренно
b392-0959102cc1c23b848284-cb4e437e,часто
e7c8-67f3ea6a3d095960a70e-00ea6960,часто
a1e4-8521cae866705e2d5470-531993b1,редко
a1e4-91c8a52eb855595e653f-298ce305,редко
b9de-e48757882c4717e35b31-8291d57a,часто
ca1c-4d96c0f31770320459cb-dbf8d3cc,редко
7011-4cec604cba22f1b6a722-8c17c5b8,часто
26b7-0a9de0fd89d29709d523-ffed1492,умеренно
2d2d-6fa37ac2e6a999466a19-20383762,умеренно
c17a-575fe607323d50a31fdb-63f65f95,умеренно
f3e5-1c11e60c9b78aafb6dab-f40ea0ab,умеренно
1e20-c5b2f7e091251decf201-629ef209,редко
6129-ea5d117cb2bb15b09755-f263c70a,редко
68b8-5684871f3a19a7e5d38b-215d60a7,часто
3c53-b2009c114c1d8458c9cc-6c035c65,умеренно
88a7-ed21e285b0516ee39e48-7bb3ed24,умеренно
55e2-763f2ebfd9b8302a4dc5-6fb9b966,редко
9f44-6a1858d9c962324fa78c-969f359d,умеренно
2157-79513ff41b3beb82d720-66c2bb17,редко
693a-2e4ae51a87eca0772246-759e81da,часто
30f2-2564bcd0e1ea3b403fbe-34c73853,умеренно
0107-756db7164a6e3c9d7fc3-93fc2505,умеренно
8c55-1c6f6acfda3069d220db-73e599d7,часто
27d6-095cc1ff149680efa4a4-55de4b7f,часто
0316-4ef0e456d85e8b1c8e46-011100e3,умеренно
3e2e-28866061f6fd1bcd3737-bdbfc216,умеренно
ed61-cb11f676e36332755e29-aabae64e,умеренно
ecdf-88848f24a318d50249ab-8c002a4a,умеренно
2b86-b62e6b35eaeddd4cc424-87144fd6,редко
6b9f-b38990a5d893449880d5-c40cbad8,очень редко
834e-a12dd3729b95ba3b44fc-b0e6c755,умеренно
eca1-cf0e5bdf1eaadf78bdc8-f8975597,редко
db02-47924db24641229802c4-562a382c,редко
