ID,дата_открытия,наличие_ипотеки
IDF54964169,2019-07-01,1
IDF54964170,2015-06-01,1
IDF54964172,2015-01-01,1
IDF54964214,2013-06-01,1
IDF54964285,2017-03-01,1
IDF54964286,2014-11-01,1
IDF54964314,2018-12-01,1
IDF54964350,2015-11-01,1
IDF54964396,2019-07-01,1
IDF54964405,2018-07-01,1
IDF54964420,2017-02-01,1
IDF54964478,2018-10-01,1
IDF54964512,2017-02-01,1
IDF54964538,2016-07-01,1
IDF54964600,2019-05-01,1
IDF54964620,2019-04-01,1
IDF54964634,2019-01-01,1
IDF54964643,2016-12-01,1
IDF54964651,2016-05-01,1
IDF54964665,2017-02-01,1
IDF54964675,2013-03-01,1
IDF54964771,2018-05-01,1
IDF54964859,2013-12-01,1
IDF54964877,2016-02-01,1
IDF54964897,2018-11-01,1
IDF54964991,2017-06-01,1
IDF54964998,2017-07-01,1
IDF54965000,2018-08-01,1
IDF54965065,2016-06-01,1
IDF54965098,2013-07-01,1
IDF54965122,2017-02-01,1
IDF54965132,2016-04-01,1
IDF54965189,2013-02-01,1
IDF54965195,2019-11-01,1
IDF54965242,2016-04-01,1
IDF54965244,2017-03-01,1
IDF54965458,2017-11-01,1
IDF54965474,2014-04-01,1
IDF54965503,2016-10-01,1
IDF54965529,2019-01-01,1
IDF54965599,2014-05-01,1
IDF54965606,2018-11-01,1
IDF54965615,2016-06-01,1
IDF54965655,2016-12-01,1
IDF54965666,2018-02-01,1
IDF54965759,2018-03-01,1
IDF54965890,2014-12-01,1
IDF54965892,2013-01-01,1
IDF54965912,2018-12-01,1
IDF54965916,2017-07-01,1
IDF54966021,2016-10-01,1
IDF54966079,2015-08-01,1
IDF54966083,2019-07-01,1
IDF54966202,2018-04-01,1
IDF54966246,2019-10-01,1
IDF54966268,2016-08-01,1
IDF54966329,2018-01-01,1
IDF54966332,2014-10-01,1
IDF54966333,2016-11-01,1
IDF54966390,2016-02-01,1
IDF54966458,2019-10-01,1
IDF54966476,2017-12-01,1
IDF54966507,2014-12-01,1
IDF54966516,2013-09-01,1
IDF54966540,2015-09-01,1
IDF54966564,2019-07-01,1
IDF54966632,2014-07-01,1
IDF54966732,2018-07-01,1
IDF54966758,2017-09-01,1
IDF54966808,2016-05-01,1
IDF54966822,2015-09-01,1
IDF54966835,2016-02-01,1
IDF54966904,2017-04-01,1
IDF54966931,2015-11-01,1
IDF54966950,2018-07-01,1
IDF54966984,2014-04-01,1
IDF54966999,2017-12-01,1
IDF54967002,2014-08-01,1
IDF54967041,2014-02-01,1
IDF54967074,2016-08-01,1
IDF54967089,2016-12-01,1
IDF54967107,2019-08-01,1
IDF54967122,2018-01-01,1
IDF54967156,2013-01-01,1
IDF54967168,2016-04-01,1
IDF54967204,2014-01-01,1
IDF54967211,2018-06-01,1
IDF54967222,2014-11-01,1
IDF54967263,2014-12-01,1
IDF54967286,2016-07-01,1
IDF54967311,2013-04-01,1
IDF54967325,2014-08-01,1
IDF54967389,2016-10-01,1
IDF54967391,2019-12-01,1
IDF54967454,2018-02-01,1
IDF54967460,2016-09-01,1
IDF54967461,2015-02-01,1
IDF54967553,2018-08-01,1
IDF54967562,2017-12-01,1
IDF54967578,2015-01-01,1
IDF54967581,2019-01-01,1
IDF54967620,2014-09-01,1
IDF54967658,2013-09-01,1
IDF54967742,2015-03-01,1
IDF54967746,2017-11-01,1
IDF54967780,2015-08-01,1
IDF54967795,2016-12-01,1
IDF54967813,2017-06-01,1
IDF54967816,2019-09-01,1
IDF54967886,2014-06-01,1
IDF54967913,2018-01-01,1
IDF54967965,2013-09-01,1
IDF54967969,2017-03-01,1
IDF54967983,2014-08-01,1
IDF54968012,2015-05-01,1
IDF54968041,2018-05-01,1
IDF54968061,2019-12-01,1
IDF54968064,2014-03-01,1
IDF54968095,2019-06-01,1
IDF54968103,2018-01-01,1
IDF54968153,2015-07-01,1
IDF54968178,2018-03-01,1
IDF54968197,2016-04-01,1
IDF54968247,2019-11-01,1
IDF54968257,2019-06-01,1
IDF54968299,2019-04-01,1
IDF54968348,2019-01-01,1
IDF54968383,2013-04-01,1
IDF54968399,2015-07-01,1
IDF54968486,2017-03-01,1
IDF54968518,2015-09-01,1
IDF54968573,2019-03-01,1
IDF54968634,2016-09-01,1
IDF54968682,2015-01-01,1
IDF54968773,2013-02-01,1
IDF54968922,2016-07-01,1
IDF54968973,2016-07-01,1
IDF54969026,2017-03-01,1
IDF54969060,2015-05-01,1
IDF54969121,2017-07-01,1
IDF54969167,2017-01-01,1
IDF54969180,2019-06-01,1
IDF54969184,2013-01-01,1
IDF54969230,2018-04-01,1
IDF54969259,2016-07-01,1
IDF54969280,2014-09-01,1
IDF54969339,2013-06-01,1
IDF54969350,2017-04-01,1
IDF54969362,2015-10-01,1
IDF54969390,2018-01-01,1
IDF54969400,2015-07-01,1
IDF54969422,2018-12-01,1
IDF54969487,2014-09-01,1
IDF54969516,2016-01-01,1
IDF54969523,2019-04-01,1
IDF54969527,2017-03-01,1
IDF54969536,2017-06-01,1
IDF54969548,2014-03-01,1
IDF54969605,2014-05-01,1
IDF54969606,2013-06-01,1
IDF54969611,2019-11-01,1
IDF54969688,2016-06-01,1
IDF54969744,2013-01-01,1
IDF54969788,2013-11-01,1
IDF54969798,2015-09-01,1
IDF54969868,2013-07-01,1
IDF54969895,2015-11-01,1
IDF54969898,2014-08-01,1
IDF54969945,2015-03-01,1
IDF54969983,2016-12-01,1
IDF54970108,2016-11-01,1
IDF54970169,2013-01-01,1
IDF54970278,2017-11-01,1
IDF54970289,2019-12-01,1
IDF54970291,2017-05-01,1
IDF54970303,2018-11-01,1
IDF54970304,2018-05-01,1
IDF54970370,2016-04-01,1
IDF54970556,2014-06-01,1
IDF54970570,2019-02-01,1
IDF54970669,2017-10-01,1
IDF54970782,2014-07-01,1
IDF54970813,2017-12-01,1
IDF54970866,2018-09-01,1
IDF54970943,2017-03-01,1
IDF54970968,2014-01-01,1
IDF54970982,2016-06-01,1
IDF54971020,2016-08-01,1
IDF54971031,2015-04-01,1
IDF54971049,2015-10-01,1
IDF54971054,2013-03-01,1
IDF54971059,2018-09-01,1
IDF54971097,2014-07-01,1
IDF54971202,2016-07-01,1
IDF54971241,2015-05-01,1
IDF54971291,2016-06-01,1
IDF54971506,2017-08-01,1
IDF54971524,2013-07-01,1
IDF54971586,2016-09-01,1
IDF54971626,2013-10-01,1
IDF54971703,2019-04-01,1
IDF54971725,2015-11-01,1
IDF54971729,2014-01-01,1
IDF54971742,2014-05-01,1
IDF54971751,2015-08-01,1
IDF54971814,2018-01-01,1
IDF54971815,2017-12-01,1
IDF54971869,2015-02-01,1
IDF54971902,2015-10-01,1
IDF54972010,2017-01-01,1
IDF54972018,2014-06-01,1
IDF54972019,2016-08-01,1
IDF54972037,2014-11-01,1
IDF54972067,2015-05-01,1
IDF54972097,2015-05-01,1
IDF54972218,2013-12-01,1
IDF54972271,2013-11-01,1
IDF54972367,2015-07-01,1
IDF54972430,2017-02-01,1
IDF54972450,2019-03-01,1
IDF54972459,2017-07-01,1
IDF54972462,2016-05-01,1
IDF54972465,2017-06-01,1
IDF54972509,2017-04-01,1
IDF54972514,2018-05-01,1
IDF54972589,2015-09-01,1
IDF54972623,2014-12-01,1
IDF54972654,2016-01-01,1
IDF54972658,2016-01-01,1
IDF54972665,2017-09-01,1
IDF54972668,2016-01-01,1
IDF54972669,2017-03-01,1
IDF54972707,2018-09-01,1
IDF54972722,2017-12-01,1
IDF54972778,2015-06-01,1
IDF54972792,2018-03-01,1
IDF54972882,2014-01-01,1
IDF54972924,2016-04-01,1
IDF54972977,2018-01-01,1
IDF54973077,2018-12-01,1
IDF54973138,2017-12-01,1
IDF54973145,2018-04-01,1
IDF54973232,2013-12-01,1
IDF54973240,2015-02-01,1
IDF54973274,2013-12-01,1
IDF54973279,2013-03-01,1
IDF54973306,2013-11-01,1
IDF54973343,2017-08-01,1
IDF54973382,2018-12-01,1
IDF54973395,2019-02-01,1
IDF54973423,2016-03-01,1
IDF54973443,2019-01-01,1
IDF54973445,2013-04-01,1
IDF54973474,2018-11-01,1
IDF54973484,2015-06-01,1
IDF54973516,2014-06-01,1
IDF54973526,2019-06-01,1
IDF54973584,2019-03-01,1
IDF54973595,2019-02-01,1
IDF54973621,2018-02-01,1
IDF54973650,2019-06-01,1
IDF54973671,2013-03-01,1
IDF54973733,2013-04-01,1
IDF54973736,2016-04-01,1
IDF54973747,2015-07-01,1
IDF54973748,2019-05-01,1
IDF54973783,2017-12-01,1
IDF54973851,2013-03-01,1
IDF54973869,2019-12-01,1
IDF54973875,2014-05-01,1
IDF54973894,2017-04-01,1
IDF54973896,2013-07-01,1
IDF54973910,2016-10-01,1
IDF54973921,2013-12-01,1
IDF54973963,2015-05-01,1
IDF54973975,2015-01-01,1
IDF54974007,2013-05-01,1
IDF54974112,2016-10-01,1
IDF54974133,2018-12-01,1
IDF54974166,2017-12-01,1
IDF54974167,2017-02-01,1
IDF54974219,2019-06-01,1
IDF54974263,2017-03-01,1
IDF54974291,2013-03-01,1
IDF54974317,2019-03-01,1
IDF54974374,2019-11-01,1
IDF54974483,2019-11-01,1
IDF54974535,2018-04-01,1
IDF54974539,2017-04-01,1
IDF54974557,2013-09-01,1
IDF54974572,2015-07-01,1
IDF54974612,2017-01-01,1
IDF54974625,2018-08-01,1
IDF54974719,2017-02-01,1
IDF54974724,2013-11-01,1
IDF54974726,2015-02-01,1
IDF54974792,2019-12-01,1
IDF54974854,2014-07-01,1
IDF54974873,2017-07-01,1
IDF54974884,2015-11-01,1
IDF54974948,2013-03-01,1
IDF54974974,2018-06-01,1
IDF54974977,2015-04-01,1
IDF54974990,2014-12-01,1
IDF54975005,2018-09-01,1
IDF54975006,2017-08-01,1
IDF54975058,2018-12-01,1
IDF54975067,2016-04-01,1
IDF54975109,2017-01-01,1
IDF54975146,2017-05-01,1
IDF54975501,2013-03-01,1
IDF54975532,2015-11-01,1
IDF54975553,2017-11-01,1
IDF54975578,2015-05-01,1
IDF54975594,2017-03-01,1
IDF54975611,2016-05-01,1
IDF54975660,2017-11-01,1
IDF54975678,2013-05-01,1
IDF54975745,2019-02-01,1
IDF54975810,2014-01-01,1
IDF54975892,2019-10-01,1
IDF54975917,2016-11-01,1
IDF54975955,2018-01-01,1
IDF54976053,2017-01-01,1
IDF54976095,2014-11-01,1
IDF54976099,2018-02-01,1
IDF54976155,2014-12-01,1
IDF54976247,2016-04-01,1
IDF54976263,2018-11-01,1
IDF54976310,2017-06-01,1
IDF54976357,2018-11-01,1
IDF54976531,2016-01-01,1
IDF54976640,2016-02-01,1
IDF54976660,2018-11-01,1
IDF54976794,2013-05-01,1
IDF54976816,2014-10-01,1
IDF54976829,2019-04-01,1
IDF54976835,2015-09-01,1
IDF54976861,2017-09-01,1
IDF54976865,2015-10-01,1
IDF54976877,2016-12-01,1
IDF54976879,2019-02-01,1
IDF54976952,2018-01-01,1
IDF54976956,2019-04-01,1
IDF54977103,2017-08-01,1
IDF54977132,2015-06-01,1
IDF54977140,2015-04-01,1
IDF54977172,2016-07-01,1
IDF54977285,2018-02-01,1
IDF54977371,2014-03-01,1
IDF54977380,2017-11-01,1
IDF54977420,2019-12-01,1
IDF54977489,2016-08-01,1
IDF54977524,2016-01-01,1
IDF54977564,2017-09-01,1
IDF54977638,2013-03-01,1
IDF54977667,2016-12-01,1
IDF54977685,2016-09-01,1
IDF54977699,2016-10-01,1
IDF54977738,2013-07-01,1
IDF54977781,2017-10-01,1
IDF54977783,2019-05-01,1
IDF54977790,2013-01-01,1
IDF54977909,2019-01-01,1
IDF54978002,2016-07-01,1
IDF54978052,2018-08-01,1
IDF54978090,2019-11-01,1
IDF54978098,2016-12-01,1
IDF54978128,2017-01-01,1
IDF54978188,2019-10-01,1
IDF54978206,2019-06-01,1
IDF54978215,2014-08-01,1
IDF54978253,2019-04-01,1
IDF54978277,2017-04-01,1
IDF54978300,2014-03-01,1
IDF54978304,2017-11-01,1
IDF54978310,2018-11-01,1
IDF54978323,2016-05-01,1
IDF54978462,2019-01-01,1
IDF54978482,2015-05-01,1
IDF54978513,2016-11-01,1
IDF54978559,2014-11-01,1
IDF54978572,2013-12-01,1
IDF54978652,2013-06-01,1
IDF54978750,2015-09-01,1
IDF54978824,2016-06-01,1
IDF54978832,2018-02-01,1
IDF54978861,2015-12-01,1
IDF54978888,2014-10-01,1
IDF54978907,2013-11-01,1
IDF54978949,2018-01-01,1
IDF54978950,2015-04-01,1
IDF54979003,2013-08-01,1
IDF54979009,2019-10-01,1
IDF54979023,2016-03-01,1
IDF54979036,2017-05-01,1
IDF54979050,2015-10-01,1
IDF54979059,2013-03-01,1
IDF54979092,2018-06-01,1
IDF54979124,2019-09-01,1
IDF54979152,2019-04-01,1
IDF54979167,2014-12-01,1
IDF54979197,2018-06-01,1
IDF54979241,2017-01-01,1
IDF54979265,2016-09-01,1
IDF54979270,2016-06-01,1
IDF54979275,2015-02-01,1
IDF54979295,2014-05-01,1
IDF54979315,2015-02-01,1
IDF54979323,2014-10-01,1
IDF54979355,2018-01-01,1
IDF54979362,2016-06-01,1
IDF54979370,2018-02-01,1
IDF54979463,2016-06-01,1
IDF54979578,2014-09-01,1
IDF54979582,2015-07-01,1
IDF54979585,2018-09-01,1
IDF54979600,2018-07-01,1
IDF54979605,2018-05-01,1
IDF54979667,2019-09-01,1
IDF54979718,2013-09-01,1
IDF54979902,2016-06-01,1
IDF54979916,2014-12-01,1
IDF54979956,2016-02-01,1
IDF54980014,2018-02-01,1
IDF54980015,2018-08-01,1
IDF54980030,2015-06-01,1
IDF54980124,2016-11-01,1
IDF54980145,2014-04-01,1
IDF54980180,2017-08-01,1
IDF54980341,2014-12-01,1
IDF54980350,2014-07-01,1
IDF54980376,2016-12-01,1
IDF54980380,2019-09-01,1
IDF54980381,2017-04-01,1
IDF54980431,2017-11-01,1
IDF54980445,2018-03-01,1
IDF54980476,2018-07-01,1
IDF54980542,2018-07-01,1
IDF54980591,2015-12-01,1
IDF54980620,2019-01-01,1
IDF54980713,2013-09-01,1
IDF54980727,2017-05-01,1
IDF54980749,2018-04-01,1
IDF54980775,2013-08-01,1
IDF54980784,2017-08-01,1
IDF54980848,2013-11-01,1
IDF54980916,2014-11-01,1
IDF54980934,2019-07-01,1
IDF54980935,2015-09-01,1
IDF54980951,2016-04-01,1
IDF54981024,2018-11-01,1
IDF54981056,2016-08-01,1
IDF54981099,2017-04-01,1
IDF54981125,2016-02-01,1
IDF54981171,2017-02-01,1
IDF54981194,2014-10-01,1
IDF54981226,2017-06-01,1
IDF54981261,2016-11-01,1
IDF54981278,2014-09-01,1
IDF54981341,2018-12-01,1
IDF54981383,2014-05-01,1
IDF54981434,2017-05-01,1
IDF54981455,2018-05-01,1
IDF54981459,2014-02-01,1
IDF54981479,2013-07-01,1
IDF54981480,2019-08-01,1
IDF54981544,2015-05-01,1
IDF54981586,2013-04-01,1
IDF54981609,2018-05-01,1
IDF54981612,2014-01-01,1
IDF54981821,2013-12-01,1
IDF54981885,2015-07-01,1
IDF54981912,2018-05-01,1
IDF54981941,2016-12-01,1
IDF54981990,2013-04-01,1
IDF54982043,2016-06-01,1
IDF54982076,2013-08-01,1
IDF54982113,2017-08-01,1
IDF54982135,2016-07-01,1
IDF54982140,2017-05-01,1
IDF54982215,2017-10-01,1
IDF54982258,2017-01-01,1
IDF54982291,2013-01-01,1
IDF54982347,2013-09-01,1
IDF54982426,2016-03-01,1
IDF54982433,2016-04-01,1
IDF54982462,2017-03-01,1
IDF54982567,2013-05-01,1
IDF54982594,2015-01-01,1
IDF54982708,2015-06-01,1
IDF54982826,2013-11-01,1
IDF54982860,2017-12-01,1
IDF54982896,2014-01-01,1
IDF54982954,2017-09-01,1
IDF54983000,2015-02-01,1
IDF54983035,2017-08-01,1
IDF54983037,2015-10-01,1
IDF54983103,2019-03-01,1
IDF54983255,2019-05-01,1
IDF54983296,2016-03-01,1
IDF54983297,2016-05-01,1
IDF54983305,2014-08-01,1
IDF54983344,2018-03-01,1
IDF54983400,2016-01-01,1
IDF54983466,2013-05-01,1
IDF54983519,2015-02-01,1
IDF54983543,2017-03-01,1
IDF54983623,2019-12-01,1
IDF54983647,2019-11-01,1
IDF54983674,2018-12-01,1
IDF54983696,2018-03-01,1
IDF54983705,2017-05-01,1
IDF54983735,2014-02-01,1
IDF54983760,2019-10-01,1
IDF54983782,2015-05-01,1
IDF54983844,2019-06-01,1
IDF54983995,2013-07-01,1
IDF54984022,2014-06-01,1
IDF54984026,2018-08-01,1
IDF54984067,2018-12-01,1
IDF54984123,2018-01-01,1
IDF54984196,2018-04-01,1
IDF54984207,2015-02-01,1
IDF54984220,2018-04-01,1
IDF54984339,2015-12-01,1
IDF54984344,2019-01-01,1
IDF54984349,2018-09-01,1
IDF54984422,2018-12-01,1
IDF54984582,2015-05-01,1
IDF54984605,2015-05-01,1
IDF54984656,2018-04-01,1
IDF54984743,2013-08-01,1
IDF54984791,2019-11-01,1
IDF54984835,2019-08-01,1
IDF54984903,2018-11-01,1
IDF54984924,2018-10-01,1
IDF54985081,2019-12-01,1
IDF54985082,2018-08-01,1
IDF54985096,2018-03-01,1
IDF54985100,2018-06-01,1
IDF54985167,2018-10-01,1
IDF54985214,2016-04-01,1
IDF54985223,2018-07-01,1
IDF54985264,2014-05-01,1
IDF54985293,2013-09-01,1
IDF54985317,2013-05-01,1
IDF54985323,2014-12-01,1
IDF54985336,2018-01-01,1
IDF54985338,2015-11-01,1
IDF54985369,2014-03-01,1
IDF54985385,2017-03-01,1
IDF54985400,2013-09-01,1
IDF54985420,2018-08-01,1
IDF54985424,2013-06-01,1
IDF54985466,2018-06-01,1
IDF54985479,2019-08-01,1
IDF54985550,2018-09-01,1
IDF54985570,2016-06-01,1
IDF54985649,2016-02-01,1
IDF54985712,2018-10-01,1
IDF54985728,2016-10-01,1
IDF54985739,2016-04-01,1
IDF54985804,2016-05-01,1
IDF54985826,2014-07-01,1
IDF54985830,2016-05-01,1
IDF54985848,2013-12-01,1
IDF54985888,2013-10-01,1
IDF54985966,2019-04-01,1
IDF54985989,2014-01-01,1
IDF54986055,2015-05-01,1
IDF54986127,2018-08-01,1
IDF54986144,2018-12-01,1
IDF54986152,2013-07-01,1
IDF54986182,2013-09-01,1
IDF54986209,2013-06-01,1
IDF54986240,2019-05-01,1
IDF54986260,2019-12-01,1
IDF54986264,2019-11-01,1
IDF54986289,2017-11-01,1
IDF54986328,2017-05-01,1
IDF54986431,2019-02-01,1
IDF54986635,2014-12-01,1
IDF54986644,2018-06-01,1
IDF54986691,2016-10-01,1
IDF54986699,2016-06-01,1
IDF54986708,2017-03-01,1
IDF54986724,2018-08-01,1
IDF54986823,2017-03-01,1
IDF54986867,2019-01-01,1
IDF54986894,2018-08-01,1
IDF54986951,2013-06-01,1
IDF54986952,2013-12-01,1
IDF54987058,2018-09-01,1
IDF54987069,2019-11-01,1
IDF54987121,2013-04-01,1
IDF54987132,2019-10-01,1
IDF54987266,2013-08-01,1
IDF54987323,2015-04-01,1
IDF54987334,2017-10-01,1
IDF54987375,2016-06-01,1
IDF54987466,2019-09-01,1
IDF54987484,2016-02-01,1
IDF54987535,2018-09-01,1
IDF54987593,2019-09-01,1
IDF54987618,2015-03-01,1
IDF54987653,2019-02-01,1
IDF54987658,2013-04-01,1
IDF54987684,2019-08-01,1
IDF54987687,2014-08-01,1
IDF54987724,2019-11-01,1
IDF54987774,2014-03-01,1
IDF54987880,2017-11-01,1
IDF54987894,2013-03-01,1
IDF54987925,2014-04-01,1
IDF54987930,2013-01-01,1
IDF54987953,2015-10-01,1
IDF54988096,2019-01-01,1
IDF54988107,2016-11-01,1
IDF54988132,2016-05-01,1
IDF54988187,2013-07-01,1
IDF54988193,2017-07-01,1
IDF54988212,2017-05-01,1
IDF54988215,2014-10-01,1
IDF54988274,2016-06-01,1
IDF54988292,2016-08-01,1
IDF54988293,2016-07-01,1
IDF54988309,2015-02-01,1
IDF54988361,2014-01-01,1
IDF54988375,2014-11-01,1
IDF54988382,2018-09-01,1
IDF54988391,2017-08-01,1
IDF54988527,2013-10-01,1
IDF54988529,2018-08-01,1
IDF54988559,2015-01-01,1
IDF54988576,2015-11-01,1
IDF54988604,2014-04-01,1
IDF54988648,2018-05-01,1
IDF54988650,2015-08-01,1
IDF54988681,2015-06-01,1
IDF54988684,2018-06-01,1
IDF54988688,2019-09-01,1
IDF54988706,2017-09-01,1
IDF54988730,2015-04-01,1
IDF54988774,2019-11-01,1
IDF54988803,2016-08-01,1
IDF54988814,2015-08-01,1
IDF54988829,2018-05-01,1
IDF54988905,2015-09-01,1
IDF54988907,2014-02-01,1
IDF54988937,2013-07-01,1
IDF54988985,2019-11-01,1
IDF54988995,2014-03-01,1
IDF54989023,2013-01-01,1
IDF54989058,2018-06-01,1
IDF54989076,2015-05-01,1
IDF54989186,2013-01-01,1
IDF54989224,2015-09-01,1
IDF54989227,2018-03-01,1
IDF54989308,2014-08-01,1
IDF54989313,2019-08-01,1
IDF54989339,2016-07-01,1
IDF54989465,2013-12-01,1
IDF54989490,2014-03-01,1
IDF54989517,2016-10-01,1
IDF54989519,2013-07-01,1
IDF54989528,2019-02-01,1
IDF54989645,2014-10-01,1
IDF54989663,2017-09-01,1
IDF54989761,2016-09-01,1
IDF54989783,2015-02-01,1
IDF54989824,2016-09-01,1
IDF54989992,2019-02-01,1
IDF54990027,2017-04-01,1
IDF54990036,2018-06-01,1
IDF54990046,2013-10-01,1
IDF54990060,2015-06-01,1
IDF54990073,2018-05-01,1
IDF54990079,2016-01-01,1
IDF54990213,2015-02-01,1
IDF54990218,2015-01-01,1
IDF54990347,2013-05-01,1
IDF54990367,2019-05-01,1
IDF54990371,2015-10-01,1
IDF54990378,2018-03-01,1
IDF54990412,2015-02-01,1
IDF54990635,2013-05-01,1
IDF54990643,2019-02-01,1
IDF54990684,2018-07-01,1
IDF54990707,2018-08-01,1
IDF54990729,2016-04-01,1
IDF54990767,2013-11-01,1
IDF54990769,2017-05-01,1
IDF54990853,2013-08-01,1
IDF54990877,2019-05-01,1
IDF54990885,2015-04-01,1
IDF54990915,2018-03-01,1
IDF54990942,2016-09-01,1
IDF54990946,2017-12-01,1
IDF54991108,2017-02-01,1
IDF54991176,2018-03-01,1
IDF54991178,2019-09-01,1
IDF54991198,2015-04-01,1
IDF54991237,2017-11-01,1
IDF54991247,2015-06-01,1
IDF54991319,2017-12-01,1
IDF54991321,2017-07-01,1
IDF54991326,2016-01-01,1
IDF54991479,2013-03-01,1
IDF54991527,2015-04-01,1
IDF54991539,2015-11-01,1
IDF54991610,2013-05-01,1
IDF54991636,2018-08-01,1
IDF54991640,2019-06-01,1
IDF54991646,2018-02-01,1
IDF54991654,2013-11-01,1
IDF54991689,2019-06-01,1
IDF54991724,2014-05-01,1
IDF54991893,2017-07-01,1
IDF54991899,2019-08-01,1
IDF54991961,2015-05-01,1
IDF54991993,2017-09-01,1
IDF54992001,2019-07-01,1
IDF54992047,2018-02-01,1
IDF54992079,2014-06-01,1
IDF54992216,2018-10-01,1
IDF54992266,2015-11-01,1
IDF54992283,2019-01-01,1
IDF54992292,2018-08-01,1
IDF54992306,2013-11-01,1
IDF54992308,2015-03-01,1
IDF54992327,2019-11-01,1
IDF54992351,2014-12-01,1
IDF54992364,2017-02-01,1
IDF54992407,2015-09-01,1
IDF54992462,2019-07-01,1
IDF54992481,2013-05-01,1
IDF54992521,2016-12-01,1
IDF54992552,2013-05-01,1
IDF54992572,2015-04-01,1
IDF54992703,2013-03-01,1
IDF54992721,2013-01-01,1
IDF54992783,2018-07-01,1
IDF54992823,2017-03-01,1
IDF54992846,2019-05-01,1
IDF54992848,2015-08-01,1
IDF54992850,2018-02-01,1
IDF54992861,2019-03-01,1
IDF54992865,2015-05-01,1
IDF54992906,2015-07-01,1
IDF54992920,2016-08-01,1
IDF54992968,2015-04-01,1
IDF54992986,2017-10-01,1
IDF54993017,2014-08-01,1
IDF54993035,2017-04-01,1
IDF54993077,2019-01-01,1
IDF54993078,2019-03-01,1
IDF54993090,2017-11-01,1
IDF54993138,2013-03-01,1
IDF54993143,2016-06-01,1
IDF54993245,2014-04-01,1
IDF54993252,2019-08-01,1
IDF54993410,2013-04-01,1
IDF54993477,2014-03-01,1
IDF54993483,2015-08-01,1
IDF54993522,2019-08-01,1
IDF54993544,2015-12-01,1
IDF54993573,2018-01-01,1
IDF54993616,2018-01-01,1
IDF54993641,2013-12-01,1
IDF54993706,2016-11-01,1
IDF54993709,2016-04-01,1
IDF54993710,2018-09-01,1
IDF54993723,2016-11-01,1
IDF54993813,2017-08-01,1
IDF54993924,2017-12-01,1
IDF54994000,2017-04-01,1
IDF54994025,2015-07-01,1
IDF54994097,2015-03-01,1
IDF54994221,2018-09-01,1
IDF54994253,2016-08-01,1
IDF54994344,2018-08-01,1
IDF54994381,2017-12-01,1
IDF54994385,2019-12-01,1
IDF54994386,2016-10-01,1
IDF54994466,2018-01-01,1
IDF54994498,2013-10-01,1
IDF54994588,2014-11-01,1
IDF54994593,2015-04-01,1
IDF54994660,2018-03-01,1
IDF54994692,2014-05-01,1
IDF54994709,2013-08-01,1
IDF54994731,2018-02-01,1
IDF54994741,2017-11-01,1
IDF54994774,2018-08-01,1
IDF54994871,2015-10-01,1
IDF54994885,2015-09-01,1
IDF54994887,2016-11-01,1
IDF54994922,2016-03-01,1
IDF54994949,2017-10-01,1
IDF54994958,2019-07-01,1
IDF54994966,2014-09-01,1
IDF54995023,2017-06-01,1
IDF54995035,2017-07-01,1
IDF54995082,2016-01-01,1
IDF54995095,2015-04-01,1
IDF54995172,2017-01-01,1
IDF54995265,2019-08-01,1
IDF54995290,2015-04-01,1
IDF54995346,2014-10-01,1
IDF54995351,2016-04-01,1
IDF54995450,2018-08-01,1
IDF54995487,2019-08-01,1
IDF54995513,2015-07-01,1
IDF54995533,2013-11-01,1
IDF54995557,2015-07-01,1
IDF54995649,2013-12-01,1
IDF54995657,2015-01-01,1
IDF54995739,2014-09-01,1
IDF54995771,2019-09-01,1
IDF54995815,2014-02-01,1
IDF54995838,2013-05-01,1
IDF54995939,2015-05-01,1
IDF54996078,2018-08-01,1
IDF54996131,2018-05-01,1
IDF54996159,2017-05-01,1
IDF54996200,2016-10-01,1
IDF54996236,2015-05-01,1
IDF54996239,2013-06-01,1
IDF54996253,2013-02-01,1
IDF54996297,2014-01-01,1
IDF54996327,2018-02-01,1
IDF54996334,2019-01-01,1
IDF54996431,2018-02-01,1
IDF54996434,2013-10-01,1
IDF54996446,2019-11-01,1
IDF54996465,2014-07-01,1
IDF54996476,2018-04-01,1
IDF54996525,2019-07-01,1
IDF54996536,2016-03-01,1
IDF54996542,2019-10-01,1
IDF54996660,2015-12-01,1
IDF54996676,2018-08-01,1
IDF54996700,2017-01-01,1
IDF54996714,2018-07-01,1
IDF54996749,2016-05-01,1
IDF54996865,2013-09-01,1
IDF54996899,2018-11-01,1
IDF54996910,2013-11-01,1
IDF54996978,2016-05-01,1
IDF54996998,2018-09-01,1
IDF54997101,2015-04-01,1
IDF54997266,2017-12-01,1
IDF54997297,2014-05-01,1
IDF54997338,2017-02-01,1
IDF54997357,2016-06-01,1
IDF54997508,2015-11-01,1
IDF54997551,2019-12-01,1
IDF54997648,2017-05-01,1
IDF54997688,2017-10-01,1
IDF54997708,2014-06-01,1
IDF54997822,2016-01-01,1
IDF54997850,2016-01-01,1
IDF54997878,2014-12-01,1
IDF54997919,2017-11-01,1
IDF54997929,2016-05-01,1
IDF54997990,2015-01-01,1
IDF54997992,2016-04-01,1
IDF54998001,2014-03-01,1
IDF54998019,2018-01-01,1
IDF54998035,2013-02-01,1
IDF54998061,2015-03-01,1
IDF54998094,2016-08-01,1
