ID,date,кредитный_рейтинг
IDF55005781,2016-03-01,688
IDF55005781,2016-04-01,672
IDF55005781,2016-05-01,668
IDF55005781,2016-06-01,647
IDF55005781,2016-07-01,625
IDF55005781,2016-08-01,628
IDF55005781,2016-09-01,626
IDF55005781,2016-10-01,621
IDF55005781,2016-11-01,614
IDF55005781,2016-12-01,605
IDF55005781,2017-01-01,604
IDF55005781,2017-02-01,605
IDF55005781,2017-03-01,611
IDF55005781,2017-04-01,631
IDF55005781,2017-05-01,632
IDF55005781,2017-06-01,610
IDF55005781,2017-07-01,619
IDF55005781,2017-08-01,624
IDF55005781,2017-09-01,617
IDF55005781,2017-10-01,632
IDF55005781,2017-11-01,623
IDF55005781,2017-12-01,625
IDF55005781,2018-01-01,631
IDF55005781,2018-02-01,621
IDF55005781,2018-03-01,624
IDF55005781,2018-04-01,623
IDF55005781,2018-05-01,628
IDF55005781,2018-06-01,626
IDF55005781,2018-07-01,628
IDF55005781,2018-08-01,646
IDF55005781,2018-09-01,635
IDF55005781,2018-10-01,639
IDF55005781,2018-11-01,634
IDF55005781,2018-12-01,626
IDF55005781,2019-01-01,645
IDF55005781,2019-02-01,642
IDF55005781,2019-03-01,631
IDF55005781,2019-04-01,643
IDF55005781,2019-05-01,635
IDF55005781,2019-06-01,617
IDF55005781,2019-07-01,607
IDF55005781,2019-08-01,596
IDF55005781,2019-09-01,589
IDF55005781,2019-10-01,596
IDF55005781,2019-11-01,603
IDF55005781,2019-12-01,613
IDF54899724,2017-08-01,613
IDF54899724,2017-09-01,611
IDF54899724,2017-10-01,612
IDF54899724,2017-11-01,618
IDF54899724,2017-12-01,610
IDF54899724,2018-01-01,601
IDF54899724,2018-02-01,598
IDF54899724,2018-03-01,587
IDF54899724,2018-04-01,603
IDF54899724,2018-05-01,602
IDF54899724,2018-06-01,602
IDF54899724,2018-07-01,582
IDF54899724,2018-08-01,574
IDF54899724,2018-09-01,570
IDF54899724,2018-10-01,552
IDF54899724,2018-11-01,551
IDF54899724,2018-12-01,537
IDF54899724,2019-01-01,526
IDF54899724,2019-02-01,513
IDF54899724,2019-03-01,502
IDF54899724,2019-04-01,520
IDF54899724,2019-05-01,523
IDF54899724,2019-06-01,513
IDF54899724,2019-07-01,515
IDF54899724,2019-08-01,506
IDF54899724,2019-09-01,494
IDF54899724,2019-10-01,492
IDF54899724,2019-11-01,496
IDF54899724,2019-12-01,514
IDF54948659,2018-04-01,731
IDF54948659,2018-05-01,726
IDF54948659,2018-06-01,725
IDF54948659,2018-07-01,730
IDF54948659,2018-08-01,719
IDF54948659,2018-09-01,713
IDF54948659,2018-10-01,716
IDF54948659,2018-11-01,719
IDF54948659,2018-12-01,720
IDF54948659,2019-01-01,693
IDF54948659,2019-02-01,702
IDF54948659,2019-03-01,672
IDF54948659,2019-04-01,657
IDF54948659,2019-05-01,641
IDF54948659,2019-06-01,630
IDF54948659,2019-07-01,631
IDF54948659,2019-08-01,605
IDF54948659,2019-09-01,619
IDF54948659,2019-10-01,623
IDF54948659,2019-11-01,627
IDF54948659,2019-12-01,621
IDF55025968,2013-11-01,661
IDF55025968,2013-12-01,673
IDF55025968,2014-01-01,680
IDF55025968,2014-02-01,691
IDF55025968,2014-03-01,665
IDF55025968,2014-04-01,654
IDF55025968,2014-05-01,667
IDF55025968,2014-06-01,678
IDF55025968,2014-07-01,680
IDF55025968,2014-08-01,698
IDF55025968,2014-09-01,700
IDF55025968,2014-10-01,680
IDF55025968,2014-11-01,682
IDF55025968,2014-12-01,698
IDF55025968,2015-01-01,678
IDF55025968,2015-02-01,673
IDF55025968,2015-03-01,662
IDF55025968,2015-04-01,656
IDF55025968,2015-05-01,656
IDF55025968,2015-06-01,661
IDF55025968,2015-07-01,653
IDF55025968,2015-08-01,634
IDF55025968,2015-09-01,621
IDF55025968,2015-10-01,629
IDF55025968,2015-11-01,615
IDF55025968,2015-12-01,610
IDF55025968,2016-01-01,630
IDF55025968,2016-02-01,611
IDF55025968,2016-03-01,597
IDF55025968,2016-04-01,608
IDF55025968,2016-05-01,614
IDF55025968,2016-06-01,603
IDF55025968,2016-07-01,604
IDF55025968,2016-08-01,595
IDF55025968,2016-09-01,593
IDF55025968,2016-10-01,594
IDF55025968,2016-11-01,601
IDF55025968,2016-12-01,577
IDF55025968,2017-01-01,591
IDF55025968,2017-02-01,585
IDF55025968,2017-03-01,579
IDF55025968,2017-04-01,569
IDF55025968,2017-05-01,592
IDF55025968,2017-06-01,579
IDF55025968,2017-07-01,602
IDF55025968,2017-08-01,599
IDF55025968,2017-09-01,606
IDF55025968,2017-10-01,605
IDF55025968,2017-11-01,582
IDF55025968,2017-12-01,590
IDF55025968,2018-01-01,592
IDF55025968,2018-02-01,584
IDF55025968,2018-03-01,599
IDF55025968,2018-04-01,608
IDF55025968,2018-05-01,627
IDF55025968,2018-06-01,627
IDF55025968,2018-07-01,638
IDF55025968,2018-08-01,637
IDF55025968,2018-09-01,624
IDF55025968,2018-10-01,630
IDF55025968,2018-11-01,611
IDF55025968,2018-12-01,614
IDF55025968,2019-01-01,608
IDF55025968,2019-02-01,601
IDF55025968,2019-03-01,576
IDF55025968,2019-04-01,584
IDF55025968,2019-05-01,590
IDF55025968,2019-06-01,585
IDF55025968,2019-07-01,589
IDF55025968,2019-08-01,603
IDF55025968,2019-09-01,595
IDF55025968,2019-10-01,595
IDF55025968,2019-11-01,616
IDF55025968,2019-12-01,605
IDF55085811,2018-09-01,667
IDF55085811,2018-10-01,676
IDF55085811,2018-11-01,691
IDF55085811,2018-12-01,683
IDF55085811,2019-01-01,683
IDF55085811,2019-02-01,681
IDF55085811,2019-03-01,659
IDF55085811,2019-04-01,656
IDF55085811,2019-05-01,661
IDF55085811,2019-06-01,645
IDF55085811,2019-07-01,636
IDF55085811,2019-08-01,637
IDF55085811,2019-09-01,631
IDF55085811,2019-10-01,618
IDF55085811,2019-11-01,616
IDF55085811,2019-12-01,607
IDF54925288,2017-04-01,675
IDF54925288,2017-05-01,675
IDF54925288,2017-06-01,660
IDF54925288,2017-07-01,646
IDF54925288,2017-08-01,627
IDF54925288,2017-09-01,609
IDF54925288,2017-10-01,615
IDF54925288,2017-11-01,620
IDF54925288,2017-12-01,604
IDF54925288,2018-01-01,602
IDF54925288,2018-02-01,585
IDF54925288,2018-03-01,582
IDF54925288,2018-04-01,595
IDF54925288,2018-05-01,587
IDF54925288,2018-06-01,587
IDF54925288,2018-07-01,590
IDF54925288,2018-08-01,585
IDF54925288,2018-09-01,592
IDF54925288,2018-10-01,607
IDF54925288,2018-11-01,598
IDF54925288,2018-12-01,593
IDF54925288,2019-01-01,565
IDF54925288,2019-02-01,568
IDF54925288,2019-03-01,565
IDF54925288,2019-04-01,550
IDF54925288,2019-05-01,543
IDF54925288,2019-06-01,546
IDF54925288,2019-07-01,550
IDF54925288,2019-08-01,556
IDF54925288,2019-09-01,573
IDF54925288,2019-10-01,580
IDF54925288,2019-11-01,576
IDF54925288,2019-12-01,577
IDF55114312,2017-09-01,652
IDF55114312,2017-10-01,668
IDF55114312,2017-11-01,681
IDF55114312,2017-12-01,675
IDF55114312,2018-01-01,686
IDF55114312,2018-02-01,678
IDF55114312,2018-03-01,664
IDF55114312,2018-04-01,663
IDF55114312,2018-05-01,664
IDF55114312,2018-06-01,661
IDF55114312,2018-07-01,652
IDF55114312,2018-08-01,656
IDF55114312,2018-09-01,652
IDF55114312,2018-10-01,626
IDF55114312,2018-11-01,617
IDF55114312,2018-12-01,614
IDF55114312,2019-01-01,598
IDF55114312,2019-02-01,579
IDF55114312,2019-03-01,574
IDF55114312,2019-04-01,577
IDF55114312,2019-05-01,573
IDF55114312,2019-06-01,562
IDF55114312,2019-07-01,564
IDF55114312,2019-08-01,570
IDF55114312,2019-09-01,552
IDF55114312,2019-10-01,567
IDF55114312,2019-11-01,565
IDF55114312,2019-12-01,576
IDF54967813,2017-06-01,710
IDF54967813,2017-07-01,675
IDF54967813,2017-08-01,656
IDF54967813,2017-09-01,658
IDF54967813,2017-10-01,655
IDF54967813,2017-11-01,653
IDF54967813,2017-12-01,642
IDF54967813,2018-01-01,639
IDF54967813,2018-02-01,632
IDF54967813,2018-03-01,622
IDF54967813,2018-04-01,636
IDF54967813,2018-05-01,647
IDF54967813,2018-06-01,633
IDF54967813,2018-07-01,656
IDF54967813,2018-08-01,648
IDF54967813,2018-09-01,655
IDF54967813,2018-10-01,639
IDF54967813,2018-11-01,649
IDF54967813,2018-12-01,631
IDF54967813,2019-01-01,611
IDF54967813,2019-02-01,590
IDF54967813,2019-03-01,581
IDF54967813,2019-04-01,580
IDF54967813,2019-05-01,578
IDF54967813,2019-06-01,573
IDF54967813,2019-07-01,581
IDF54967813,2019-08-01,559
IDF54967813,2019-09-01,559
IDF54967813,2019-10-01,561
IDF54967813,2019-11-01,559
IDF54967813,2019-12-01,567
IDF54988527,2013-10-01,721
IDF54988527,2013-11-01,711
IDF54988527,2013-12-01,734
IDF54988527,2014-01-01,731
IDF54988527,2014-02-01,721
IDF54988527,2014-03-01,726
IDF54988527,2014-04-01,721
IDF54988527,2014-05-01,731
IDF54988527,2014-06-01,727
IDF54988527,2014-07-01,718
IDF54988527,2014-08-01,709
IDF54988527,2014-09-01,709
IDF54988527,2014-10-01,711
IDF54988527,2014-11-01,702
IDF54988527,2014-12-01,688
IDF54988527,2015-01-01,688
IDF54988527,2015-02-01,678
IDF54988527,2015-03-01,664
IDF54988527,2015-04-01,660
IDF54988527,2015-05-01,654
IDF54988527,2015-06-01,662
IDF54988527,2015-07-01,656
IDF54988527,2015-08-01,655
IDF54988527,2015-09-01,656
IDF54988527,2015-10-01,629
IDF54988527,2015-11-01,621
IDF54988527,2015-12-01,636
IDF54988527,2016-01-01,662
IDF54988527,2016-02-01,665
IDF54988527,2016-03-01,683
IDF54988527,2016-04-01,669
IDF54988527,2016-05-01,657
IDF54988527,2016-06-01,635
IDF54988527,2016-07-01,648
IDF54988527,2016-08-01,654
IDF54988527,2016-09-01,642
IDF54988527,2016-10-01,621
IDF54988527,2016-11-01,608
IDF54988527,2016-12-01,614
IDF54988527,2017-01-01,614
IDF54988527,2017-02-01,642
IDF54988527,2017-03-01,625
IDF54988527,2017-04-01,614
IDF54988527,2017-05-01,622
IDF54988527,2017-06-01,624
IDF54988527,2017-07-01,638
IDF54988527,2017-08-01,645
IDF54988527,2017-09-01,644
IDF54988527,2017-10-01,638
IDF54988527,2017-11-01,632
IDF54988527,2017-12-01,627
IDF54988527,2018-01-01,620
IDF54988527,2018-02-01,621
IDF54988527,2018-03-01,631
IDF54988527,2018-04-01,633
IDF54988527,2018-05-01,634
IDF54988527,2018-06-01,628
IDF54988527,2018-07-01,625
IDF54988527,2018-08-01,636
IDF54988527,2018-09-01,626
IDF54988527,2018-10-01,633
IDF54988527,2018-11-01,640
IDF54988527,2018-12-01,633
IDF54988527,2019-01-01,623
IDF54988527,2019-02-01,623
IDF54988527,2019-03-01,617
IDF54988527,2019-04-01,623
IDF54988527,2019-05-01,618
IDF54988527,2019-06-01,632
IDF54988527,2019-07-01,623
IDF54988527,2019-08-01,626
IDF54988527,2019-09-01,622
IDF54988527,2019-10-01,636
IDF54988527,2019-11-01,634
IDF54988527,2019-12-01,649
IDF54973361,2018-09-01,618
IDF54973361,2018-10-01,612
IDF54973361,2018-11-01,612
IDF54973361,2018-12-01,594
IDF54973361,2019-01-01,600
IDF54973361,2019-02-01,603
IDF54973361,2019-03-01,590
IDF54973361,2019-04-01,587
IDF54973361,2019-05-01,561
IDF54973361,2019-06-01,556
IDF54973361,2019-07-01,555
IDF54973361,2019-08-01,544
IDF54973361,2019-09-01,539
IDF54973361,2019-10-01,543
IDF54973361,2019-11-01,534
IDF54973361,2019-12-01,520
IDF55078659,2019-11-01,632
IDF55078659,2019-12-01,618
IDF54917136,2015-04-01,654
IDF54917136,2015-05-01,664
IDF54917136,2015-06-01,665
IDF54917136,2015-07-01,663
IDF54917136,2015-08-01,638
IDF54917136,2015-09-01,652
IDF54917136,2015-10-01,655
IDF54917136,2015-11-01,636
IDF54917136,2015-12-01,638
IDF54917136,2016-01-01,644
IDF54917136,2016-02-01,633
IDF54917136,2016-03-01,629
IDF54917136,2016-04-01,611
IDF54917136,2016-05-01,605
IDF54917136,2016-06-01,612
IDF54917136,2016-07-01,634
IDF54917136,2016-08-01,635
IDF54917136,2016-09-01,584
IDF54917136,2016-10-01,590
IDF54917136,2016-11-01,577
IDF54917136,2016-12-01,586
IDF54917136,2017-01-01,576
IDF54917136,2017-02-01,586
IDF54917136,2017-03-01,582
IDF54917136,2017-04-01,597
IDF54917136,2017-05-01,582
IDF54917136,2017-06-01,582
IDF54917136,2017-07-01,590
IDF54917136,2017-08-01,591
IDF54917136,2017-09-01,594
IDF54917136,2017-10-01,594
IDF54917136,2017-11-01,561
IDF54917136,2017-12-01,570
IDF54917136,2018-01-01,569
IDF54917136,2018-02-01,566
IDF54917136,2018-03-01,554
IDF54917136,2018-04-01,553
IDF54917136,2018-05-01,569
IDF54917136,2018-06-01,557
IDF54917136,2018-07-01,560
IDF54917136,2018-08-01,570
IDF54917136,2018-09-01,577
IDF54917136,2018-10-01,557
IDF54917136,2018-11-01,549
IDF54917136,2018-12-01,559
IDF54917136,2019-01-01,557
IDF54917136,2019-02-01,574
IDF54917136,2019-03-01,555
IDF54917136,2019-04-01,575
IDF54917136,2019-05-01,558
IDF54917136,2019-06-01,564
IDF54917136,2019-07-01,569
IDF54917136,2019-08-01,573
IDF54917136,2019-09-01,575
IDF54917136,2019-10-01,587
IDF54917136,2019-11-01,582
IDF54917136,2019-12-01,573
IDF54918294,2016-01-01,641
IDF54918294,2016-02-01,653
IDF54918294,2016-03-01,648
IDF54918294,2016-04-01,651
IDF54918294,2016-05-01,656
IDF54918294,2016-06-01,658
IDF54918294,2016-07-01,654
IDF54918294,2016-08-01,641
IDF54918294,2016-09-01,617
IDF54918294,2016-10-01,617
IDF54918294,2016-11-01,621
IDF54918294,2016-12-01,618
IDF54918294,2017-01-01,614
IDF54918294,2017-02-01,623
IDF54918294,2017-03-01,621
IDF54918294,2017-04-01,628
IDF54918294,2017-05-01,611
IDF54918294,2017-06-01,614
IDF54918294,2017-07-01,584
IDF54918294,2017-08-01,572
IDF54918294,2017-09-01,570
IDF54918294,2017-10-01,561
IDF54918294,2017-11-01,557
IDF54918294,2017-12-01,561
IDF54918294,2018-01-01,551
IDF54918294,2018-02-01,527
IDF54918294,2018-03-01,550
IDF54918294,2018-04-01,543
IDF54918294,2018-05-01,525
IDF54918294,2018-06-01,519
IDF54918294,2018-07-01,535
IDF54918294,2018-08-01,539
IDF54918294,2018-09-01,528
IDF54918294,2018-10-01,540
IDF54918294,2018-11-01,550
IDF54918294,2018-12-01,546
IDF54918294,2019-01-01,553
IDF54918294,2019-02-01,549
IDF54918294,2019-03-01,553
IDF54918294,2019-04-01,555
IDF54918294,2019-05-01,553
IDF54918294,2019-06-01,546
IDF54918294,2019-07-01,547
IDF54918294,2019-08-01,557
IDF54918294,2019-09-01,550
IDF54918294,2019-10-01,552
IDF54918294,2019-11-01,552
IDF54918294,2019-12-01,542
IDF55059536,2017-05-01,633
IDF55059536,2017-06-01,634
IDF55059536,2017-07-01,641
IDF55059536,2017-08-01,659
IDF55059536,2017-09-01,654
IDF55059536,2017-10-01,649
IDF55059536,2017-11-01,662
IDF55059536,2017-12-01,654
IDF55059536,2018-01-01,658
IDF55059536,2018-02-01,659
IDF55059536,2018-03-01,645
IDF55059536,2018-04-01,653
IDF55059536,2018-05-01,634
IDF55059536,2018-06-01,636
IDF55059536,2018-07-01,633
IDF55059536,2018-08-01,637
IDF55059536,2018-09-01,627
IDF55059536,2018-10-01,621
IDF55059536,2018-11-01,603
IDF55059536,2018-12-01,591
IDF55059536,2019-01-01,580
IDF55059536,2019-02-01,572
IDF55059536,2019-03-01,573
IDF55059536,2019-04-01,565
IDF55059536,2019-05-01,572
IDF55059536,2019-06-01,550
IDF55059536,2019-07-01,541
IDF55059536,2019-08-01,559
IDF55059536,2019-09-01,552
IDF55059536,2019-10-01,549
IDF55059536,2019-11-01,555
IDF55059536,2019-12-01,533
IDF55031608,2017-10-01,678
IDF55031608,2017-11-01,695
IDF55031608,2017-12-01,705
IDF55031608,2018-01-01,703
IDF55031608,2018-02-01,694
IDF55031608,2018-03-01,684
IDF55031608,2018-04-01,669
IDF55031608,2018-05-01,704
IDF55031608,2018-06-01,684
IDF55031608,2018-07-01,686
IDF55031608,2018-08-01,672
IDF55031608,2018-09-01,649
IDF55031608,2018-10-01,638
IDF55031608,2018-11-01,623
IDF55031608,2018-12-01,616
IDF55031608,2019-01-01,602
IDF55031608,2019-02-01,603
IDF55031608,2019-03-01,591
IDF55031608,2019-04-01,588
IDF55031608,2019-05-01,607
IDF55031608,2019-06-01,607
IDF55031608,2019-07-01,608
IDF55031608,2019-08-01,607
IDF55031608,2019-09-01,602
IDF55031608,2019-10-01,607
IDF55031608,2019-11-01,599
IDF55031608,2019-12-01,595
IDF55110332,2016-02-01,681
IDF55110332,2016-03-01,677
IDF55110332,2016-04-01,663
IDF55110332,2016-05-01,675
IDF55110332,2016-06-01,669
IDF55110332,2016-07-01,676
IDF55110332,2016-08-01,668
IDF55110332,2016-09-01,663
IDF55110332,2016-10-01,653
IDF55110332,2016-11-01,662
IDF55110332,2016-12-01,677
IDF55110332,2017-01-01,650
IDF55110332,2017-02-01,647
IDF55110332,2017-03-01,644
IDF55110332,2017-04-01,651
IDF55110332,2017-05-01,638
IDF55110332,2017-06-01,628
IDF55110332,2017-07-01,640
IDF55110332,2017-08-01,618
IDF55110332,2017-09-01,595
IDF55110332,2017-10-01,581
IDF55110332,2017-11-01,576
IDF55110332,2017-12-01,580
IDF55110332,2018-01-01,587
IDF55110332,2018-02-01,586
IDF55110332,2018-03-01,594
IDF55110332,2018-04-01,571
IDF55110332,2018-05-01,564
IDF55110332,2018-06-01,563
IDF55110332,2018-07-01,560
IDF55110332,2018-08-01,545
IDF55110332,2018-09-01,557
IDF55110332,2018-10-01,544
IDF55110332,2018-11-01,543
IDF55110332,2018-12-01,551
IDF55110332,2019-01-01,567
IDF55110332,2019-02-01,563
IDF55110332,2019-03-01,546
IDF55110332,2019-04-01,535
IDF55110332,2019-05-01,550
IDF55110332,2019-06-01,547
IDF55110332,2019-07-01,561
IDF55110332,2019-08-01,555
IDF55110332,2019-09-01,554
IDF55110332,2019-10-01,551
IDF55110332,2019-11-01,546
IDF55110332,2019-12-01,545
IDF55069150,2013-10-01,635
IDF55069150,2013-11-01,636
IDF55069150,2013-12-01,636
IDF55069150,2014-01-01,652
IDF55069150,2014-02-01,638
IDF55069150,2014-03-01,641
IDF55069150,2014-04-01,626
IDF55069150,2014-05-01,627
IDF55069150,2014-06-01,625
IDF55069150,2014-07-01,625
IDF55069150,2014-08-01,616
IDF55069150,2014-09-01,607
IDF55069150,2014-10-01,607
IDF55069150,2014-11-01,603
IDF55069150,2014-12-01,617
IDF55069150,2015-01-01,624
IDF55069150,2015-02-01,603
IDF55069150,2015-03-01,578
IDF55069150,2015-04-01,583
IDF55069150,2015-05-01,586
IDF55069150,2015-06-01,596
IDF55069150,2015-07-01,591
IDF55069150,2015-08-01,592
IDF55069150,2015-09-01,584
IDF55069150,2015-10-01,584
IDF55069150,2015-11-01,564
IDF55069150,2015-12-01,562
IDF55069150,2016-01-01,552
IDF55069150,2016-02-01,568
IDF55069150,2016-03-01,579
IDF55069150,2016-04-01,577
IDF55069150,2016-05-01,571
IDF55069150,2016-06-01,561
IDF55069150,2016-07-01,550
IDF55069150,2016-08-01,542
IDF55069150,2016-09-01,552
IDF55069150,2016-10-01,555
IDF55069150,2016-11-01,557
IDF55069150,2016-12-01,569
IDF55069150,2017-01-01,578
IDF55069150,2017-02-01,576
IDF55069150,2017-03-01,569
IDF55069150,2017-04-01,565
IDF55069150,2017-05-01,554
IDF55069150,2017-06-01,556
IDF55069150,2017-07-01,573
IDF55069150,2017-08-01,559
IDF55069150,2017-09-01,553
IDF55069150,2017-10-01,559
IDF55069150,2017-11-01,565
IDF55069150,2017-12-01,577
IDF55069150,2018-01-01,553
IDF55069150,2018-02-01,569
IDF55069150,2018-03-01,567
IDF55069150,2018-04-01,560
IDF55069150,2018-05-01,561
IDF55069150,2018-06-01,577
IDF55069150,2018-07-01,569
IDF55069150,2018-08-01,574
IDF55069150,2018-09-01,562
IDF55069150,2018-10-01,568
IDF55069150,2018-11-01,555
IDF55069150,2018-12-01,566
IDF55069150,2019-01-01,588
IDF55069150,2019-02-01,594
IDF55069150,2019-03-01,577
IDF55069150,2019-04-01,587
IDF55069150,2019-05-01,579
IDF55069150,2019-06-01,568
IDF55069150,2019-07-01,569
IDF55069150,2019-08-01,571
IDF55069150,2019-09-01,567
IDF55069150,2019-10-01,568
IDF55069150,2019-11-01,569
IDF55069150,2019-12-01,552
IDF55098135,2018-03-01,576
IDF55098135,2018-04-01,570
IDF55098135,2018-05-01,581
IDF55098135,2018-06-01,590
IDF55098135,2018-07-01,593
IDF55098135,2018-08-01,575
IDF55098135,2018-09-01,577
IDF55098135,2018-10-01,581
IDF55098135,2018-11-01,571
IDF55098135,2018-12-01,553
IDF55098135,2019-01-01,547
IDF55098135,2019-02-01,537
IDF55098135,2019-03-01,517
IDF55098135,2019-04-01,506
IDF55098135,2019-05-01,519
IDF55098135,2019-06-01,534
IDF55098135,2019-07-01,517
IDF55098135,2019-08-01,513
IDF55098135,2019-09-01,506
IDF55098135,2019-10-01,514
IDF55098135,2019-11-01,523
IDF55098135,2019-12-01,502
IDF55061038,2015-12-01,729
IDF55061038,2016-01-01,724
IDF55061038,2016-02-01,715
IDF55061038,2016-03-01,712
IDF55061038,2016-04-01,723
IDF55061038,2016-05-01,710
IDF55061038,2016-06-01,701
IDF55061038,2016-07-01,712
IDF55061038,2016-08-01,712
IDF55061038,2016-09-01,746
IDF55061038,2016-10-01,730
IDF55061038,2016-11-01,720
IDF55061038,2016-12-01,708
IDF55061038,2017-01-01,694
IDF55061038,2017-02-01,690
IDF55061038,2017-03-01,692
IDF55061038,2017-04-01,685
IDF55061038,2017-05-01,678
IDF55061038,2017-06-01,659
IDF55061038,2017-07-01,653
IDF55061038,2017-08-01,628
IDF55061038,2017-09-01,609
IDF55061038,2017-10-01,603
IDF55061038,2017-11-01,605
IDF55061038,2017-12-01,613
IDF55061038,2018-01-01,610
IDF55061038,2018-02-01,612
IDF55061038,2018-03-01,606
IDF55061038,2018-04-01,609
IDF55061038,2018-05-01,606
IDF55061038,2018-06-01,618
IDF55061038,2018-07-01,601
IDF55061038,2018-08-01,603
IDF55061038,2018-09-01,606
IDF55061038,2018-10-01,599
IDF55061038,2018-11-01,598
IDF55061038,2018-12-01,596
IDF55061038,2019-01-01,592
IDF55061038,2019-02-01,598
IDF55061038,2019-03-01,605
IDF55061038,2019-04-01,620
IDF55061038,2019-05-01,627
IDF55061038,2019-06-01,617
IDF55061038,2019-07-01,622
IDF55061038,2019-08-01,619
IDF55061038,2019-09-01,613
IDF55061038,2019-10-01,589
IDF55061038,2019-11-01,616
IDF55061038,2019-12-01,598
IDF55004327,2016-04-01,654
IDF55004327,2016-05-01,648
IDF55004327,2016-06-01,647
IDF55004327,2016-07-01,644
IDF55004327,2016-08-01,650
IDF55004327,2016-09-01,642
IDF55004327,2016-10-01,618
IDF55004327,2016-11-01,635
IDF55004327,2016-12-01,624
IDF55004327,2017-01-01,633
IDF55004327,2017-02-01,624
IDF55004327,2017-03-01,602
IDF55004327,2017-04-01,593
IDF55004327,2017-05-01,586
IDF55004327,2017-06-01,572
IDF55004327,2017-07-01,582
IDF55004327,2017-08-01,583
IDF55004327,2017-09-01,577
IDF55004327,2017-10-01,569
IDF55004327,2017-11-01,567
IDF55004327,2017-12-01,568
IDF55004327,2018-01-01,575
IDF55004327,2018-02-01,564
IDF55004327,2018-03-01,566
IDF55004327,2018-04-01,558
IDF55004327,2018-05-01,558
IDF55004327,2018-06-01,554
IDF55004327,2018-07-01,551
IDF55004327,2018-08-01,553
IDF55004327,2018-09-01,542
IDF55004327,2018-10-01,552
IDF55004327,2018-11-01,567
IDF55004327,2018-12-01,560
IDF55004327,2019-01-01,587
IDF55004327,2019-02-01,590
IDF55004327,2019-03-01,585
IDF55004327,2019-04-01,577
IDF55004327,2019-05-01,574
IDF55004327,2019-06-01,569
IDF55004327,2019-07-01,561
IDF55004327,2019-08-01,553
IDF55004327,2019-09-01,547
IDF55004327,2019-10-01,564
IDF55004327,2019-11-01,556
IDF55004327,2019-12-01,549
IDF54906083,2018-12-01,613
IDF54906083,2019-01-01,631
IDF54906083,2019-02-01,625
IDF54906083,2019-03-01,626
IDF54906083,2019-04-01,627
IDF54906083,2019-05-01,607
IDF54906083,2019-06-01,596
IDF54906083,2019-07-01,584
IDF54906083,2019-08-01,584
IDF54906083,2019-09-01,573
IDF54906083,2019-10-01,545
IDF54906083,2019-11-01,549
IDF54906083,2019-12-01,548
IDF54955843,2016-05-01,642
IDF54955843,2016-06-01,653
IDF54955843,2016-07-01,649
IDF54955843,2016-08-01,661
IDF54955843,2016-09-01,658
IDF54955843,2016-10-01,677
IDF54955843,2016-11-01,670
IDF54955843,2016-12-01,665
IDF54955843,2017-01-01,655
IDF54955843,2017-02-01,636
IDF54955843,2017-03-01,632
IDF54955843,2017-04-01,646
IDF54955843,2017-05-01,659
IDF54955843,2017-06-01,664
IDF54955843,2017-07-01,661
IDF54955843,2017-08-01,646
IDF54955843,2017-09-01,648
IDF54955843,2017-10-01,639
IDF54955843,2017-11-01,633
IDF54955843,2017-12-01,637
IDF54955843,2018-01-01,638
IDF54955843,2018-02-01,617
IDF54955843,2018-03-01,604
IDF54955843,2018-04-01,583
IDF54955843,2018-05-01,586
IDF54955843,2018-06-01,584
IDF54955843,2018-07-01,557
IDF54955843,2018-08-01,553
IDF54955843,2018-09-01,544
IDF54955843,2018-10-01,538
IDF54955843,2018-11-01,545
IDF54955843,2018-12-01,550
IDF54955843,2019-01-01,558
IDF54955843,2019-02-01,542
IDF54955843,2019-03-01,538
IDF54955843,2019-04-01,546
IDF54955843,2019-05-01,536
IDF54955843,2019-06-01,554
IDF54955843,2019-07-01,557
IDF54955843,2019-08-01,558
IDF54955843,2019-09-01,580
IDF54955843,2019-10-01,576
IDF54955843,2019-11-01,572
IDF54955843,2019-12-01,573
IDF55086004,2014-03-01,719
IDF55086004,2014-04-01,707
IDF55086004,2014-05-01,704
IDF55086004,2014-06-01,682
IDF55086004,2014-07-01,685
IDF55086004,2014-08-01,678
IDF55086004,2014-09-01,671
IDF55086004,2014-10-01,656
IDF55086004,2014-11-01,654
IDF55086004,2014-12-01,660
IDF55086004,2015-01-01,651
IDF55086004,2015-02-01,650
IDF55086004,2015-03-01,627
IDF55086004,2015-04-01,634
IDF55086004,2015-05-01,597
IDF55086004,2015-06-01,607
IDF55086004,2015-07-01,592
IDF55086004,2015-08-01,592
IDF55086004,2015-09-01,582
IDF55086004,2015-10-01,584
IDF55086004,2015-11-01,580
IDF55086004,2015-12-01,570
IDF55086004,2016-01-01,559
IDF55086004,2016-02-01,582
IDF55086004,2016-03-01,598
IDF55086004,2016-04-01,595
IDF55086004,2016-05-01,597
IDF55086004,2016-06-01,586
IDF55086004,2016-07-01,586
IDF55086004,2016-08-01,574
IDF55086004,2016-09-01,554
IDF55086004,2016-10-01,552
IDF55086004,2016-11-01,561
IDF55086004,2016-12-01,558
IDF55086004,2017-01-01,581
IDF55086004,2017-02-01,590
IDF55086004,2017-03-01,579
IDF55086004,2017-04-01,567
IDF55086004,2017-05-01,577
IDF55086004,2017-06-01,569
IDF55086004,2017-07-01,570
IDF55086004,2017-08-01,577
IDF55086004,2017-09-01,570
IDF55086004,2017-10-01,570
