ID,доход,сумма_кредита
IDF54897662,130252,2368575
IDF54935260,144823,1790235
IDF55138637,103488,2678760
IDF55089875,134182,1588620
IDF54969184,52848,1892310
IDF54953313,22941,1990545
IDF55061273,101932,176400
IDF55024158,18345,1720590
IDF55009953,58802,175650
IDF55026059,24161,495135
IDF54958496,132439,131145
IDF55070780,98349,932760
IDF55113097,114115,553335
IDF55092103,34771,3456540
IDF54903430,43978,3175095
IDF54929908,118073,3704760
IDF55026548,72822,2385675
IDF55029494,60707,3556230
IDF54985639,21687,3600840
IDF55039855,117125,893325
IDF55095311,76205,2248815
IDF55066389,22239,2520450
IDF54993400,25912,519000
IDF55022271,60978,3269625
IDF54997194,135772,459000
IDF55062456,30484,2506515
IDF54988274,21056,1901595
IDF54919714,60691,3441345
IDF54917212,38393,1305645
IDF54944497,44925,649290
IDF55052538,94688,2452230
IDF54916076,51764,3508800
IDF55102298,32265,1159425
IDF55081585,109874,464595
IDF55146857,59890,3691710
IDF54927351,95313,2668230
IDF55142190,103761,3028410
IDF55009527,45974,1014615
IDF55002308,97071,2380890
IDF55073517,113903,3378135
IDF55045633,20122,2918430
IDF55007155,108652,2126535
IDF55070210,34456,1266825
IDF55092579,21231,3327555
IDF55066312,43413,3019455
IDF54942491,148098,1669830
IDF55130629,43267,3697380
IDF55100424,37330,2996865
IDF54991646,47703,929580
IDF55109635,27735,2290875
IDF55136643,79726,2231265
IDF54903804,119478,2958600
IDF54917618,123445,3032985
IDF55117515,38911,1415985
IDF55117896,116396,3632955
IDF55032538,36143,1828170
IDF55138489,28134,1262220
IDF54902120,35556,2970660
IDF55143274,18636,2430525
IDF54911790,133493,463575
IDF55001756,137371,2245005
IDF55096429,18876,2071695
IDF55075881,125140,1410990
IDF54897611,96304,1852785
IDF54939701,21332,2598840
IDF54903686,122179,265515
IDF55125502,52422,2107695
IDF54928078,111870,2796105
IDF55048655,98057,3731865
IDF54965603,74514,967725
IDF54949669,58776,226470
IDF55112069,148672,135675
IDF55133516,103933,1290660
IDF55067282,16017,3078915
IDF55020305,106748,3485520
IDF54899463,31753,248910
IDF54961356,22111,2215710
IDF55060134,127334,582570
IDF54973895,49202,1521435
IDF55090510,132759,1822455
IDF55107739,137335,311265
IDF55061567,26417,2085105
IDF54984022,53814,2265930
IDF55011178,76535,1277115
IDF55073295,61895,3277320
IDF55107874,27811,1414590
IDF55125130,90432,1864560
IDF55025075,79896,3267870
IDF54993128,142951,3628635
IDF54918813,133135,2717865
IDF54972037,123134,2792805
IDF54916265,118598,636600
IDF55149757,29323,1048380
IDF55106286,18145,3305730
IDF54937413,39727,2963580
IDF55097043,138392,1385805
IDF55081067,88507,2139990
IDF55033775,132584,2242860
IDF55035189,141513,3735045
IDF55077892,20635,1085070
IDF54920280,86959,1129635
IDF55033048,143802,3191250
IDF55036123,101776,3588570
IDF54957818,123612,1276035
IDF54897975,32788,1389870
IDF54911626,61002,2158980
IDF54960109,105724,1536015
IDF54908019,28221,701295
IDF55092069,30609,416415
IDF55076213,77809,1292280
IDF54908994,45497,3553785
IDF55149154,78966,197520
IDF55114721,81494,2750535
IDF55015371,95750,3169905
IDF55028248,99457,1220100
IDF54984894,52525,734625
IDF55069373,97319,1078620
IDF55084623,127937,2681085
IDF55100158,17462,1724625
IDF54943050,107566,1134135
IDF54982896,92089,2383455
IDF55049369,32502,1202925
IDF55107792,77583,2086155
IDF54923609,49330,1409355
IDF54938162,86993,1691670
IDF55049341,56397,2889930
IDF54971705,17743,1849050
IDF55143985,40268,257415
IDF55139498,142347,1457955
IDF55024879,16389,2403270
IDF55140265,80353,1768065
IDF54993641,119939,2846475
IDF55042417,31719,1197435
IDF55048804,136825,2523300
IDF55050899,49464,577755
IDF55019364,53286,3481710
IDF55025168,48043,2761320
IDF55097427,118006,1068750
IDF54922479,119662,3245145
IDF55139763,71611,479070
IDF55084961,111537,101670
IDF55045173,125106,3445140
IDF54936943,35334,2713635
IDF54990684,130346,1556595
IDF55105283,124521,1153515
IDF54970289,145469,109365
IDF55072302,132930,2172525
IDF55140179,115302,3400740
IDF55105299,30775,3346845
IDF54988132,16373,2880660
IDF55034867,81199,253530
IDF54971725,107123,292275
IDF54924544,30924,2522190
IDF54908592,88409,2578035
IDF54984680,137177,3434625
IDF55143507,27089,1821420
IDF54989313,105188,767220
IDF55009042,97245,2478795
IDF55093315,34879,787365
IDF55022318,131143,2479695
IDF54982002,82171,3076965
IDF55100614,55516,2671305
IDF55109856,25054,720990
IDF54990863,22109,1194480
IDF55081388,86014,2859735
IDF55114111,52019,3482910
IDF54904621,122763,596475
IDF54992823,27655,2285175
IDF54984765,107094,1644765
IDF54992955,56312,2357565
IDF54997387,127019,729915
IDF55035407,118995,581490
IDF54900167,78280,2267595
IDF54966296,83810,996120
IDF54897528,130427,1644600
IDF55019287,76550,3612000
IDF54905600,139220,2213295
IDF54995794,87994,2026950
IDF54946475,55807,3686640
IDF55104000,131769,2254080
IDF54964490,15648,2758575
IDF55108536,65740,2036175
IDF54981206,55109,2754390
IDF55065740,28243,3167805
IDF55068412,76740,782580
IDF54923320,128707,3070050
IDF54951619,30930,1893870
IDF54984656,15611,1310040
IDF54955592,23188,2662485
IDF55073844,136667,601920
IDF54910313,66786,2595915
IDF55067311,49605,2833680
IDF55017809,52481,533250
IDF54957677,96816,1126125
IDF55019270,26966,456240
IDF54961941,73158,343275
IDF54973240,101730,3733920
IDF55107079,149409,2306100
IDF55093204,87410,1679790
IDF55120137,62126,3435105
IDF55091593,111125,3370905
IDF54979902,26624,2177010
IDF54912096,94923,3364410
IDF54982198,28641,1289115
IDF55135434,133643,3505560
IDF55136699,56624,2970375
IDF54998860,139079,1539150
IDF55065828,86129,691245
IDF54953849,100880,1723545
IDF54936141,125174,2845035
IDF55096761,39094,1003815
IDF54975810,124783,1695255
IDF55132644,67765,1496100
IDF54918039,108625,2306535
IDF55128796,90923,2025705
IDF54897102,46207,3213945
IDF54977103,26528,2244585
IDF55085447,110650,3425940
IDF55149233,136945,1452405
IDF55138366,44485,2379150
IDF55015169,80144,1284660
IDF55042784,37006,3482580
IDF55036890,19635,3024090
IDF55112361,98649,699900
IDF55120539,125077,741705
IDF55053096,75108,596175
IDF54938293,69758,3350820
IDF54934083,25341,885720
IDF55062649,73277,2185995
IDF55144392,28424,3564765
IDF55026592,38447,3438105
IDF55004021,40288,2014080
IDF54978513,120589,211695
IDF54942792,114941,1794405
IDF55062842,23998,1596060
IDF54933916,67002,1107420
IDF55107389,35770,1670775
IDF55015786,81352,3036765
IDF55148636,144987,1759050
IDF55068778,87712,2804715
IDF54931604,137386,2525895
IDF54981909,88259,3595815
IDF55118672,25733,1851450
IDF55017927,73681,1564815
IDF54994774,67359,500640
IDF54912562,131035,1592985
IDF54988064,31325,1450635
IDF54973343,69804,1187790
IDF55104657,61644,2727330
IDF55114469,35106,2802720
IDF55143349,20390,2966190
IDF54934463,77293,604650
IDF55049755,106856,1017195
IDF54963750,118295,2686455
IDF54987014,98392,101100
IDF54952644,123324,2527665
IDF55127802,15907,3578445
IDF54945785,130723,983835
IDF55017615,138960,271665
IDF55115378,78588,3322935
IDF55029732,22395,3570660
IDF55110042,72149,2054145
IDF55025348,146741,1613295
IDF55040508,46932,3661365
IDF54947049,50506,474330
IDF54966246,114005,2773755
IDF54933376,44519,3136140
IDF55000923,130793,637305
IDF54994885,103449,3559785
IDF54982433,78733,1996035
IDF55055563,102925,928095
IDF55123305,91878,1274205
IDF55007600,117616,986055
IDF54979271,25924,3212955
IDF54924052,133670,905460
IDF54989275,15394,3689205
IDF54917852,83121,812670
IDF54958949,56378,2582430
IDF55080324,94137,2354130
IDF55021742,128060,1984710
IDF55027811,39676,1219410
IDF55133436,26049,1288710
IDF55053873,90190,3560145
IDF55092053,68240,1785210
IDF54909199,78127,2193585
IDF55018029,54776,1174920
IDF54940704,30094,1832160
IDF55104637,95469,3358365
IDF55067951,69744,1949040
IDF55122426,117297,3034245
IDF54907775,87138,996495
IDF54983875,133028,2332530
IDF54931535,110960,2743560
IDF54904250,121477,3422130
IDF55149098,35181,2768925
IDF54918510,90924,2934660
IDF54954996,60372,3711105
IDF55035743,64978,1317480
IDF54965392,50193,740955
IDF55058639,60318,2134005
IDF55007137,27321,866160
IDF55075764,58904,2446335
IDF54987723,99131,115680
IDF55018060,17848,1196715
IDF54976263,114089,593070
IDF54978277,54665,3421770
IDF55019043,105552,2768460
IDF55070154,18163,2672100
IDF55103966,139635,1805460
IDF55112519,96964,1692510
IDF54949100,126383,1872690
IDF54922742,20319,2501205
IDF55100512,94078,1990455
IDF54931444,24976,2878095
IDF55044259,30757,434685
IDF55121965,44142,1792665
IDF54911195,137198,2657880
IDF55084592,132179,2282445
IDF55116519,121764,2698800
IDF54978188,21390,1686045
IDF55055408,59112,1766940
IDF54971006,28303,434490
IDF55101658,46365,1640880
IDF55060534,120755,693015
IDF55140603,98254,1794390
IDF55008454,46406,1673895
IDF54918532,120737,3459450
IDF54952589,128410,2138130
IDF55108411,148414,163530
IDF54973869,41920,573390
IDF55150549,23251,3424440
IDF54907483,61792,363405
IDF55013284,42205,3078075
IDF54924743,130907,1735200
IDF55106810,16577,3360810
IDF55134051,77783,822480
IDF55068329,36536,747270
IDF55107242,32547,111825
IDF55100560,111770,3196875
IDF54974377,83688,3350625
IDF55087740,61171,3703740
IDF54949209,50098,2099250
IDF55088825,68563,2240625
IDF54981219,138062,349860
IDF55038711,115808,83340
IDF55133561,95043,3624390
IDF55143937,118153,2205135
IDF55098420,115120,3604515
IDF54923844,143542,2994855
IDF54961196,107080,1309275
IDF54994986,65077,2797770
IDF55003567,115352,1429275
IDF54905935,37207,2259240
IDF55021497,43566,1657815
IDF54941548,138696,2209245
IDF55019888,64922,2562840
IDF55061723,77822,3114270
IDF54920918,45784,1761570
IDF55130004,44871,488700
IDF55005724,40354,2082300
IDF54920619,115446,1959075
IDF55068322,143891,1519905
IDF54951652,109463,3236700
IDF54974871,33096,1413390
IDF55115864,45128,740130
IDF54987930,121822,2462445
IDF55019711,16397,2539125
IDF55044985,94152,3438630
IDF55091208,109282,2464815
IDF54968020,41505,3575460
IDF55099578,93021,3103065
IDF54936479,111278,1754655
IDF55122231,142407,2596515
IDF55032065,120577,3035880
IDF55083774,50202,3050970
IDF55001241,65684,830100
IDF54943102,56666,3547380
IDF54974166,107937,798075
IDF54908402,142376,3673980
IDF55122471,135847,186360
IDF55105896,136628,362235
IDF54900819,28362,1774050
IDF54897762,138344,2580810
IDF54999408,147153,2673945
IDF55133917,73955,1727790
IDF54945610,116550,970035
IDF55015344,59518,258585
IDF55096466,88999,3577185
IDF54909419,122290,2846025
IDF55029563,72178,2560620
IDF55059346,143118,3534330
IDF55053371,50444,1057920
IDF54922186,79015,2064540
IDF55054482,89334,512055
IDF55101505,144428,1949505
IDF55007088,110726,664170
IDF54924728,114056,2978505
IDF55116298,26093,2860500
IDF55019509,146945,1141305
IDF55001337,120261,1514505
IDF55082490,88258,710745
IDF54955496,119306,2486850
IDF55144659,49784,228885
IDF55116595,113609,1068495
IDF54927744,128626,215970
IDF55064914,77166,1513080
IDF55149607,141810,3605760
IDF54940035,104472,2728020
IDF55123636,24291,1614195
IDF55087014,128804,926895
IDF55082747,71786,558225
IDF54950670,107858,712470
IDF55131409,124290,2718045
IDF55075257,74902,517725
IDF54989761,148933,2950770
IDF54971031,110740,950640
IDF55120475,54574,1859880
IDF55015200,75554,3054750
IDF55068174,109890,2531985
IDF54900220,90070,2255400
IDF55022183,85839,1576545
IDF55056590,55127,451545
IDF55115415,15062,2357940
IDF54944849,127122,1645545
IDF55088856,21540,2784105
IDF55129010,70957,1983210
IDF54925258,66202,324495
IDF55140970,106230,2830545
IDF55047517,29494,2756415
IDF55093499,128705,2652210
IDF55016141,43567,1409535
IDF54989645,15579,760470
IDF54993723,20121,2977185
IDF54978098,85958,2207025
IDF55092324,125262,536235
IDF54938322,116350,1130595
IDF54920417,122040,2215050
IDF55118724,111233,1111890
IDF54910004,29995,1582920
IDF55028626,129352,1548105
IDF55049330,82821,2225145
IDF54998512,38164,331305
IDF55110006,110289,976755
IDF55085660,71928,3457230
IDF55142180,23341,2253075
IDF55019323,20771,3154185
IDF54902709,21899,2253090
IDF54955713,70513,2855745
IDF54902719,69334,1552020
IDF55138002,96303,1508205
IDF55047250,15623,280695
IDF55137457,143083,2349855
IDF55063652,30467,1595565
IDF55124548,74723,1192380
IDF54965990,98188,3547695
IDF55068456,146530,1322580
IDF54977790,65625,1329420
IDF55012161,111926,2361960
IDF55059834,61847,2053545
IDF54908844,25856,3471405
IDF54936041,63618,2711250
IDF55042358,63927,1393185
IDF54941918,102470,3227925
IDF54952143,33421,3089715
IDF55137495,99914,1660920
IDF54988215,90856,80085
IDF55099041,51369,3455745
IDF55019037,69850,2504310
IDF55124668,24618,1530045
IDF55042964,37795,307605
IDF55036996,138475,2237850
IDF55083065,128889,1823880
IDF54907856,72997,194475
IDF55018757,129052,3435765
IDF54919928,24042,3292680
IDF54901395,33153,881910
IDF54930832,22945,3668490
IDF55024336,17247,3011385
IDF54982135,30771,2835405
IDF55001441,61856,2410740
IDF54959185,17745,3439935
IDF54915327,131841,2611890
IDF54999348,27270,2110710
IDF55058837,49544,1421625
IDF55139501,149856,3501360
IDF54975578,111644,3467460
IDF55018343,147864,394845
IDF54945376,92828,309750
IDF54970793,144329,1306140
IDF54984991,122363,1775625
IDF55146952,149629,343500
IDF54933419,99465,3103095
IDF54951058,113127,420000
IDF55098088,101125,2216055
IDF55135261,24015,96285
IDF55102518,24147,2344710
IDF54941555,135394,3292500
IDF55151521,137991,994470
IDF55019499,56734,237150
IDF55012680,86090,3317220
IDF54950016,67270,2686560
IDF54955427,131766,996750
IDF55139731,88918,2147715
IDF54968262,146745,1949235
IDF55101713,82741,2001165
IDF55151355,116823,1162950
IDF55004858,15296,2786955
IDF55009971,35826,3367380
IDF55096999,63154,3359985
IDF55092080,51205,1691460
IDF55076069,129192,2587725
IDF55097442,87814,696720
IDF55022924,116145,1702155
IDF55051025,123097,2322405
IDF55127088,127699,3230265
IDF55069935,22388,2650125
IDF55017582,18727,1727715
IDF54962766,68561,2450370
IDF55091333,111702,1899420
IDF54932182,19489,739710
IDF55095653,134666,2774400
IDF55061434,47169,2962785
IDF55020188,98496,348615
IDF54950934,95110,631095
IDF54952342,123275,735465
IDF55107300,15290,2100645
IDF55133006,132614,1873770
IDF54975594,139171,1512870
IDF55097618,58905,2285355
IDF55087417,22639,3064140
IDF55068851,92666,2633190
IDF55003979,103784,3319440
IDF55061784,73502,1333305
IDF55050144,93379,1080810
IDF54934875,80631,109440
IDF55125689,59631,1924080
IDF54921566,64574,1513020
IDF55027038,136983,2133765
IDF55067604,99073,3518595
IDF55146715,87979,913605
IDF55051615,15186,1432410
IDF54952340,122172,1632315
IDF54973530,101046,142185
IDF55142344,106090,3047550
IDF55077355,30131,2940645
IDF54971914,144232,1794150
IDF54930217,22441,3550455
IDF55102894,64807,2361720
IDF55037192,55160,285375
IDF55140845,90799,2831790
IDF54977917,50029,1638150
IDF54973219,120705,2147805
IDF55006868,93246,1256280
IDF55087530,109782,387495
IDF55062075,130652,329355
IDF54940355,116973,1544790
IDF55074269,33284,3708690
IDF54989724,147752,3573030
IDF55076777,130371,1740300
IDF55096440,122665,3185505
IDF54940382,132492,3546390
IDF54954381,79781,3497790
IDF54983674,87077,1384275
IDF54962526,124762,380535
IDF54993109,102923,367950
IDF55041758,38439,133935
IDF55123776,96147,3546195
IDF55020495,33031,808800
IDF54918360,97052,3163800
IDF55148822,139635,1310025
IDF54910195,147677,1879620
IDF55074795,73707,2132325
IDF55135010,40192,1568955
IDF54953562,118704,1367520
IDF55088737,73595,570900
IDF55059910,112029,2921955
IDF55110275,33649,3099600
IDF54999299,87953,1432935
IDF54905638,125748,3639870
IDF54998460,60990,2599830
IDF55002032,58408,1123305
IDF55061533,59344,2970210
IDF55037125,23278,1022805
IDF55053856,137437,2485215
IDF55100823,19775,1679280
IDF54930338,107670,2834055
IDF55004708,116020,180990
IDF54916073,40510,1356780
IDF54936685,131675,1816950
IDF55077245,33797,2201055
IDF55015382,148998,2517690
IDF55005251,142666,1289085
IDF54931008,19507,3285735
IDF55021441,50651,3644460
IDF55044704,36457,1698330
IDF55096913,38106,798480
IDF54992703,40865,1103670
IDF54921467,122469,1994055
IDF55025772,67284,3635640
IDF54900583,137489,1718340
IDF55026745,46411,3191580
IDF54924045,149370,3003420
IDF54933553,69507,1076010
IDF55039077,51606,3269940
IDF55148684,121713,1726395
IDF54975230,49766,3392730
IDF55007922,70473,1118460
IDF54911732,83039,3458085
IDF55118685,123594,2475480
IDF55121688,101331,364800
IDF55053094,21825,2337345
IDF55024872,38151,2268960
IDF54900833,16474,630615
IDF55122698,144309,738105
IDF54983730,20926,2884110
IDF55048831,126943,305775
IDF55022635,117137,3151770
IDF54979667,51906,2434500
IDF54918350,25080,994500
IDF54898932,36382,1483590
IDF54933402,110752,2722665
IDF55001049,24995,3417090
IDF54993455,36006,2499015
IDF55066210,69621,2768520
IDF55140387,88205,2448450
IDF54901144,22964,534570
IDF55009928,132140,542055
IDF55016975,115454,2748945
IDF54964634,38503,788790
IDF55094228,92270,460995
IDF54914877,115294,593460
IDF54968456,145435,1556385
IDF54979050,16397,3326415
IDF54935398,90566,966720
IDF55079844,137742,1646835
IDF55027479,64496,922020
IDF55032587,147001,2193060
IDF54963818,16932,2918430
IDF55127062,50732,3429915
IDF55025341,39063,2459805
IDF55136407,34987,3486780
IDF54959870,123058,114990
IDF55112163,88540,1835580
IDF55002864,29610,3127770
IDF54925848,88653,3645015
IDF55141209,74647,2878590
IDF54919237,94411,765960
IDF54907928,122292,3019155
IDF55046086,41840,3096240
IDF54973828,19813,221625
IDF54919069,18192,152115
IDF54991241,144048,1261425
IDF54940833,93903,1879515
IDF55080204,54933,3118650
IDF55114216,79799,2693955
IDF55075380,79176,3123795
IDF54899144,110571,3454410
IDF55038579,116327,679155
IDF54970751,115732,3064515
IDF54931981,112285,435330
IDF54969013,95635,3180180
IDF54964771,33579,1246920
IDF55149439,38773,3096420
IDF55106553,112528,1410705
IDF55044399,93885,369405
IDF54922069,88664,983640
IDF54931036,76276,3049230
IDF54962589,97857,3660630
IDF55033957,20527,3115140
IDF54951899,145994,1280235
IDF54947664,90767,122970
IDF55110219,15152,3506700
IDF54955928,43592,3596145
IDF54901617,120964,206370
IDF54953395,109947,2258190
IDF54982444,62406,2159745
IDF54988318,147006,312240
IDF55060521,138569,3105540
IDF55024762,144181,3557805
IDF54908829,76540,2204505
IDF55037572,53713,2658720
IDF55023800,29825,1949385
IDF55120322,89326,1584690
IDF54959983,104580,439350
IDF54898703,140190,2652840
IDF55061202,35354,1403445
IDF54967454,54415,3261645
IDF55055380,125000,1150995
IDF54956488,52972,431265
IDF54965309,19207,1538535
IDF54946540,115456,2502540
IDF55064664,58216,565725
IDF55009736,90476,2853045
IDF55120416,134456,881745
IDF54943088,98152,84090
IDF54918948,137302,2065515
IDF55132571,124764,1218555
IDF55124235,139425,2745585
IDF54999064,69163,1861545
IDF55059433,126680,186030
IDF55093831,108277,2712255
IDF54928969,63103,3535425
IDF54905697,130406,2332080
IDF55076650,86078,1085100
IDF54953234,146356,1358820
IDF54972418,24865,3482730
IDF55090881,74846,3689340
IDF55100650,145943,2344755
IDF54941346,65541,3708885
IDF55041145,73852,3088815
IDF54954536,98135,2343735
IDF54904968,109845,1226970
IDF55101874,34914,1890480
IDF54959013,23615,1891950
IDF54942340,94874,1082940
IDF54992137,89805,1734975
IDF54941078,124795,3111210
IDF55047074,34041,2921685
IDF54986144,27078,1963080
IDF55044735,132586,1597680
IDF55145295,148980,752715
IDF55067700,98077,1967850
IDF54977481,28865,2522745
IDF55113991,140136,2572920
IDF55133479,84672,502560
IDF55036632,69556,198615
IDF54917645,106261,738750
IDF54971097,102362,1203090
IDF55038422,74533,2342055
IDF55028810,60707,2040720
IDF54909625,43002,3279120
IDF55010977,45032,2404080
IDF55125332,64347,3593565
IDF55094207,65023,2795250
IDF54997572,104714,1272165
IDF55035556,104353,1462485
IDF55057039,52302,576765
IDF54964420,141484,3505395
IDF54958470,73325,2256270
IDF54897896,110620,1268970
IDF54998815,111265,1641210
IDF55119782,37882,1774335
IDF54932531,97458,1779510
IDF55060819,19910,743685
IDF54921918,44153,2376870
IDF55054637,112617,3575430
IDF55041984,47953,2641380
IDF54964859,79128,2397765
IDF55148946,124501,3146415
IDF55105683,66168,2964150
IDF54968084,24960,1268745
IDF54906542,124818,3424785
IDF55110836,54691,827040
IDF55116626,149936,1293120
IDF54984422,15089,3646800
IDF55084221,125480,1799760
IDF55088993,63944,2324880
IDF55025436,106075,2873550
IDF55036337,138007,2422875
IDF54959606,139488,3489060
IDF54942627,88599,1847685
IDF55098188,86017,1239555
IDF54962350,141036,1155735
IDF55140325,101247,564240
IDF55128739,96445,2195760
IDF54904187,35632,2537910
IDF55025005,15294,3037860
IDF54989130,109922,2843340
IDF55045148,138379,828465
IDF54987034,82284,508965
IDF54969945,110443,739845
IDF55143328,18485,1397925
IDF54998126,139194,1154625
IDF55143209,16249,881130
IDF55076153,100801,2488905
IDF54910551,134096,1532025
IDF55051693,15430,507975
IDF55033525,80422,3318615
IDF54905869,83380,1979655
IDF55056521,76089,3639150
IDF55042460,63426,2727330
IDF55144680,115108,2581755
IDF54918207,60103,890250
IDF55021596,63309,505680
IDF55093038,45564,2330010
IDF55108265,138682,824310
IDF55135249,19616,101970
IDF54905298,101659,930510
IDF54936510,136312,435720
IDF54909391,132605,2168730
IDF55142432,121126,2212305
IDF55129584,22917,3164100
IDF54944250,72573,916065
IDF55119391,73776,171615
IDF55093110,147446,3473460
IDF54935486,149713,2764185
IDF54903560,64218,2167695
IDF54914164,144702,2992725
IDF55029112,123252,618630
IDF55095753,60128,2855190
IDF55014186,84037,1042920
IDF55059036,136948,3350430
IDF55144747,20195,1512930
IDF54972018,99578,1389975
IDF55048287,142892,202875
IDF55105039,63853,237300
IDF54917701,144949,2959725
IDF55104375,51638,721425
IDF55068031,18886,2092935
IDF55069632,80784,3473205
IDF54929798,19286,3223215
IDF54988814,68884,599205
IDF55032437,101106,3504720
IDF55007423,64683,3043380
IDF54938704,147162,597165
IDF55026374,128122,2853360
IDF54973975,29411,3583350
IDF55010090,33404,3385440
IDF54956061,82397,3070860
IDF54908135,53417,3713940
IDF55059917,113690,1224165
IDF55149426,123760,1885395
IDF55000425,139266,3458625
IDF54990833,65850,3721185
IDF55009752,119313,991545
IDF55022808,71994,1790040
IDF54905173,38341,3004605
IDF54958135,48780,2184300
IDF55124079,79249,942585
IDF55016928,138067,2178585
IDF55091481,76639,3703875
IDF55140953,132609,92865
IDF54973763,135728,3411240
IDF55136730,92649,363075
IDF55105368,96232,2225370
IDF54969759,42887,1937790
IDF55116892,108250,1633920
IDF55109216,78809,2949990
IDF55065413,78388,2919720
IDF54951033,124915,588240
IDF55059590,114774,176505
IDF54901186,56183,3485220
IDF55020979,77998,801330
IDF55106190,80284,3464985
IDF54915133,83637,3269910
IDF55095151,113575,2086050
IDF55151451,120150,3200445
IDF55105753,22620,2709555
IDF55089827,26704,227265
IDF55037740,107177,2423025
IDF55131651,42784,1399875
IDF54979909,142171,2476170
IDF54987158,89983,3261705
IDF55131440,89732,3138345
IDF54979645,82556,2036430
IDF55120344,77300,892725
IDF55058286,18698,1580490
IDF54928309,106369,2405040
IDF55106160,62194,2957505
IDF54978304,59898,1771230
IDF54991640,45699,3227955
IDF55036325,96585,1207560
IDF55078599,130620,2646150
IDF55037636,69092,1757340
IDF55094868,47598,109755
IDF54997254,72581,1507065
IDF55148653,68314,780615
IDF55001828,97975,2883780
IDF55080931,29600,1297965
IDF54938257,105111,1099245
IDF54903060,106581,3140790
IDF55125840,18926,2918190
IDF54988845,49181,2309025
IDF55096014,146185,2345805
IDF55133741,20746,2271525
IDF55037042,97684,3205935
IDF54988684,30661,2587770
IDF55118565,54186,82470
IDF55080072,59160,2823540
IDF54937864,23727,2500095
IDF55141152,59692,1930245
IDF54988681,120905,2996940
IDF55051296,37572,2697885
IDF55032006,117828,2761695
IDF55130112,92607,1173255
IDF54942606,65353,802455
IDF54910139,124448,3545535
IDF55038814,25512,405000
IDF54897341,56048,1361250
IDF55054639,125387,2307165
IDF55013659,40534,199305
IDF55083489,117541,2037990
IDF55076985,45023,938550
IDF54950060,115444,3092370
IDF54955218,78768,1006620
IDF55082073,32051,1892145
IDF54993487,97467,2295120
IDF54973150,64069,984900
IDF54912027,23502,2851065
IDF54953136,116917,2032515
IDF55098690,80760,1930080
IDF54897741,43984,1007775
IDF55047842,77495,1481130
IDF55028969,31478,486720
IDF55052934,147113,3063570
IDF55079021,30387,3626700
IDF54978052,95473,1946625
IDF54928104,45027,3705255
IDF54969788,37838,675180
IDF55101745,55217,2305365
IDF55105235,137206,1985700
IDF54977263,39972,480270
IDF54941268,65340,3490365
IDF54953898,32488,3068730
IDF55007179,102711,256335
IDF54946882,125141,221910
IDF54923258,123020,2696280
IDF54975058,115877,1410675
IDF55050268,27421,3182775
IDF55010107,108847,2925240
IDF55037859,131189,396990
IDF55050303,99975,3093840
IDF55012381,34255,2188560
IDF54976095,64128,3677385
IDF54985830,31752,2395815
IDF55062309,21837,1315560
IDF54947371,74417,3346740
IDF55019736,149577,683730
IDF55027257,67840,449760
IDF55095642,100833,1505955
IDF55065759,105138,3112215
IDF55116107,59293,1976295
IDF55005539,22885,3133110
IDF55073355,117066,2213700
IDF54925864,27575,931110
IDF55133435,130473,425820
IDF54962545,79548,3534315
IDF54954247,29918,257925
IDF55114458,97829,1209915
IDF55099474,23419,3410250
IDF54954282,63936,1069605
IDF55063380,138008,2642745
IDF55073207,68134,1628130
IDF55016534,36547,2055045
IDF54983400,25346,1553640
IDF54930690,36672,3663840
IDF55126090,90490,1296285
IDF55048251,33482,562965
IDF54946847,19971,1621680
IDF54916996,17617,3172485
IDF54947159,104072,914970
IDF55030812,17542,3508665
IDF55008156,100627,3664935
IDF55087602,22407,3648045
IDF54921884,87923,2930760
IDF55005258,60259,1198800
IDF55146546,140298,1764495
IDF55145808,79986,3723840
IDF55109323,97085,2661270
IDF54902027,49189,1153185
IDF55034970,56354,827400
IDF55055298,57441,1098510
IDF54958334,73167,3239865
IDF54974976,38607,974715
IDF55082344,61481,3230280
IDF55083457,103464,1962285
IDF55143544,93891,1936515
IDF54996200,29767,1764690
IDF55042246,66579,1459665
IDF54959542,83594,2271105
IDF54974374,59536,2493840
IDF54993138,26143,3215310
IDF55107006,25167,322515
IDF55114555,147091,1818240
IDF55035440,85266,2211405
IDF55116887,141820,267720
IDF54996431,96303,282630
IDF55081126,83047,748005
IDF55127653,44254,551970
IDF54951978,44363,3735750
IDF54970618,103965,1975920
IDF55099516,16298,2186565
IDF54915855,59601,3578355
IDF54935193,53598,2041530
IDF55011490,78669,2682825
IDF55044895,20315,3593505
IDF55125841,21699,3187785
IDF55002487,20658,2211270
IDF55143811,149880,276645
IDF55107489,85548,1072500
IDF54917290,138103,2826300
IDF54941695,137405,3723765
IDF54969688,136679,3259905
IDF55071657,138235,2194995
IDF54914879,45575,306930
IDF54925366,47068,1798215
IDF55095065,51304,2836230
IDF54949323,55368,559380
IDF55075094,74396,449475
IDF55013104,15930,2936535
IDF55019175,25323,215460
IDF54939514,122390,901695
IDF55032511,52882,2331930
IDF54963431,72904,3336945
IDF55013912,122539,1043550
IDF55117356,77202,770550
IDF54902448,144819,3627525
IDF55065040,148436,2962965
IDF55025429,52551,1563210
IDF55011110,55236,941010
IDF55127565,49197,1889445
IDF54980072,43799,1924095
IDF54949874,134342,1762485
IDF54960495,94787,2113920
IDF55076200,57719,1807500
