ID,дата_начала_периода,просрочка_дней
IDF55008819,2015-02-01,91
IDF55063433,2016-07-01,106
IDF55130478,2019-09-01,108
IDF55103389,2019-06-01,92
IDF54974724,2015-02-01,83
IDF55138398,2015-07-01,139
IDF54910546,2019-09-01,135
IDF55009656,2014-05-01,122
IDF55074099,2019-04-01,133
IDF55087166,2016-11-01,144
IDF54937429,2014-07-01,146
IDF55030586,2018-09-01,121
IDF55003635,2019-11-01,137
IDF54969744,2014-08-01,136
IDF54998435,2019-08-01,117
IDF55035135,2019-06-01,107
IDF55016335,2018-06-01,84
IDF54938158,2015-04-01,135
IDF54919779,2015-01-01,136
IDF55024241,2018-08-01,89
IDF55030994,2019-09-01,135
IDF54908516,2019-11-01,124
IDF54995696,2019-11-01,141
IDF55045278,2016-05-01,136
IDF54937091,2017-04-01,97
IDF54990050,2018-11-01,116
IDF55043206,2016-10-01,130
IDF55062315,2017-09-01,145
IDF54908406,2017-02-01,124
IDF54951662,2015-08-01,101
IDF55051266,2017-06-01,124
IDF55103392,2018-06-01,108
IDF55040956,2019-04-01,143
IDF54927094,2017-02-01,113
IDF55051908,2019-09-01,90
IDF55039365,2017-02-01,127
IDF55039786,2014-05-01,150
IDF54964751,2015-01-01,149
IDF55105411,2017-02-01,87
IDF55125632,2017-02-01,141
IDF54940001,2015-01-01,95
IDF55074705,2017-01-01,104
IDF55015887,2014-07-01,87
IDF55036805,2015-05-01,111
IDF54896351,2014-10-01,93
IDF55095681,2017-08-01,141
IDF55145282,2018-06-01,130
IDF55043122,2019-05-01,81
IDF54940370,2015-06-01,127
IDF55095200,2019-08-01,142
IDF55017748,2015-01-01,149
IDF55126264,2016-10-01,93
IDF55088338,2017-04-01,97
IDF54914782,2016-03-01,89
IDF55131188,2017-01-01,107
IDF54904948,2016-04-01,102
IDF54934160,2019-06-01,86
IDF55024408,2015-07-01,100
IDF54908144,2019-12-01,93
IDF55124900,2016-08-01,109
IDF54924093,2014-04-01,132
IDF54906338,2019-02-01,116
IDF54903253,2016-05-01,90
IDF55113229,2019-04-01,132
IDF54944891,2016-11-01,96
IDF54921230,2019-06-01,120
IDF54927098,2018-05-01,111
IDF55018129,2015-11-01,144
IDF55026915,2015-11-01,141
IDF54981479,2014-12-01,148
IDF54946378,2014-09-01,118
IDF54985888,2014-08-01,128
IDF55099559,2016-05-01,95
IDF55049381,2015-10-01,140
IDF55090944,2015-11-01,116
IDF54905754,2018-03-01,127
IDF54979092,2019-03-01,133
IDF55059717,2014-09-01,82
IDF54947980,2018-12-01,134
IDF54919017,2019-05-01,94
IDF54945421,2014-01-01,144
IDF55081508,2018-01-01,129
IDF55011759,2015-06-01,121
IDF54957157,2015-03-01,103
IDF55042156,2016-12-01,114
IDF55104279,2019-11-01,114
IDF54936121,2016-12-01,112
IDF55128152,2019-05-01,138
IDF54917897,2019-06-01,85
IDF55085723,2017-12-01,91
IDF54979355,2018-12-01,124
IDF55020046,2017-01-01,145
IDF55005507,2015-08-01,149
IDF55069215,2019-09-01,148
IDF54941586,2019-09-01,130
IDF55087449,2018-11-01,80
IDF55072418,2019-09-01,92
IDF54978047,2016-06-01,111
IDF55064990,2018-11-01,142
IDF55131322,2014-07-01,93
IDF54940143,2019-07-01,123
IDF55084420,2015-02-01,130
IDF55040478,2019-08-01,139
IDF55035290,2019-05-01,120
IDF55058935,2019-03-01,120
IDF54960042,2017-10-01,112
IDF54932887,2015-09-01,145
IDF54943129,2017-05-01,107
IDF55096388,2014-10-01,108
IDF54899597,2018-01-01,99
IDF55027451,2019-07-01,134
IDF55066641,2016-07-01,98
IDF55006912,2014-03-01,123
IDF55005649,2016-05-01,141
IDF55146713,2018-03-01,129
IDF55105636,2018-07-01,149
IDF54987894,2014-11-01,149
IDF55026134,2014-10-01,96
IDF54927065,2014-03-01,83
IDF54954086,2018-01-01,133
IDF55127011,2018-12-01,90
IDF55015533,2015-07-01,142
IDF55095674,2016-01-01,103
IDF54998061,2016-02-01,117
IDF55108526,2014-08-01,138
IDF55091929,2015-08-01,129
IDF55043959,2019-04-01,128
IDF54898764,2019-09-01,95
IDF55036316,2017-07-01,116
IDF55130862,2019-08-01,141
IDF55061228,2017-02-01,95
IDF55063119,2016-04-01,87
IDF54973866,2017-02-01,84
IDF55099513,2019-11-01,119
IDF54918189,2019-06-01,137
IDF54967222,2015-10-01,110
IDF55126483,2019-06-01,108
IDF55049226,2019-07-01,128
IDF54989584,2018-09-01,143
IDF54910335,2018-03-01,145
IDF54956616,2016-02-01,130
IDF54905698,2014-09-01,92
IDF54991155,2018-12-01,149
IDF54941076,2019-09-01,138
IDF55091228,2018-11-01,101
IDF54973077,2019-06-01,115
IDF55077983,2019-06-01,86
IDF54911009,2014-05-01,85
IDF55068991,2019-03-01,144
IDF54985852,2018-11-01,122
IDF55135091,2015-03-01,113
IDF55014051,2019-02-01,83
IDF55082338,2014-04-01,103
IDF55111084,2014-12-01,111
IDF55019493,2018-10-01,127
IDF55010877,2016-05-01,87
IDF55150622,2018-12-01,107
IDF54957557,2019-11-01,103
IDF54919670,2016-03-01,100
IDF55046399,2015-11-01,95
IDF55028664,2016-07-01,103
IDF55047357,2019-05-01,98
IDF55083854,2017-01-01,140
IDF55144573,2017-02-01,115
IDF55071926,2016-06-01,86
IDF55130150,2014-09-01,92
IDF55035173,2016-05-01,94
IDF55033581,2017-12-01,102
IDF55034688,2014-09-01,110
IDF54958617,2014-06-01,144
IDF54908967,2018-06-01,103
IDF55005883,2015-11-01,107
IDF54949758,2017-01-01,136
IDF54986182,2014-09-01,111
IDF55070111,2017-09-01,147
IDF55135127,2019-10-01,150
IDF55148161,2015-12-01,95
IDF55097205,2018-05-01,87
IDF54917747,2019-11-01,130
IDF54910727,2019-02-01,139
IDF54914633,2019-07-01,125
IDF55098022,2015-01-01,124
IDF55014499,2019-05-01,139
IDF55020266,2019-08-01,109
IDF54964549,2015-05-01,92
IDF55048225,2019-06-01,111
IDF55031480,2016-02-01,125
IDF55049444,2017-08-01,82
IDF54910174,2018-08-01,83
IDF55144833,2019-08-01,141
IDF55107135,2017-03-01,122
IDF54960989,2017-03-01,126
IDF55054848,2015-04-01,122
IDF55132509,2017-06-01,116
IDF55120609,2014-04-01,145
IDF54912702,2018-11-01,87
IDF54966352,2019-04-01,141
IDF55132649,2017-09-01,82
IDF55072962,2018-06-01,120
IDF55113871,2019-11-01,116
IDF54969390,2018-11-01,115
IDF55046997,2017-03-01,101
IDF55045238,2017-08-01,149
IDF55000553,2016-04-01,103
IDF54911926,2019-11-01,96
IDF55083253,2019-07-01,123
IDF55145894,2019-07-01,95
IDF54953119,2019-04-01,118
IDF55007952,2016-01-01,112
IDF54905318,2019-12-01,111
IDF55098028,2017-06-01,103
IDF55132416,2016-08-01,126
IDF54976369,2015-07-01,132
IDF54916406,2014-08-01,112
IDF55011798,2019-02-01,106
IDF55121382,2016-03-01,126
IDF55098889,2018-12-01,90
IDF55053956,2019-06-01,114
IDF54973595,2019-07-01,100
IDF55143567,2019-11-01,146
IDF55093133,2018-11-01,136
IDF55068054,2017-08-01,121
IDF55032083,2014-11-01,131
IDF55138452,2018-08-01,82
IDF54953133,2016-06-01,103
IDF55132877,2018-10-01,87
IDF54979307,2019-10-01,82
IDF54964877,2017-02-01,99
IDF55062294,2016-06-01,100
IDF54917417,2019-03-01,115
IDF54997992,2017-10-01,86
IDF54942462,2017-10-01,103
IDF55001922,2019-07-01,133
IDF55070662,2019-08-01,139
IDF55092158,2016-06-01,128
IDF55079951,2019-08-01,85
IDF54913719,2016-02-01,104
IDF55123314,2019-05-01,106
IDF54988688,2019-11-01,119
IDF55071058,2017-06-01,81
IDF54928033,2017-08-01,100
IDF55069631,2019-04-01,99
IDF54953333,2019-12-01,103
IDF54905250,2016-11-01,118
IDF55051324,2015-10-01,137
IDF55098882,2019-02-01,102
IDF54996334,2019-07-01,150
IDF55124374,2013-12-01,135
IDF55034583,2018-08-01,106
IDF55026352,2018-06-01,124
IDF55069336,2016-01-01,128
IDF54981972,2017-11-01,125
IDF54943917,2014-02-01,82
IDF54983735,2015-09-01,119
IDF55123630,2015-11-01,130
IDF55044324,2015-06-01,86
IDF54953763,2018-11-01,129
IDF55032974,2018-09-01,100
IDF55112715,2017-12-01,95
IDF54896744,2019-02-01,97
IDF55020300,2018-07-01,84
IDF55002958,2017-05-01,150
IDF54967601,2019-03-01,111
IDF54941568,2014-04-01,89
IDF55099193,2019-03-01,87
IDF55106175,2014-09-01,84
IDF54943191,2019-06-01,112
IDF54916749,2018-09-01,130
IDF55060908,2019-06-01,145
IDF54987058,2019-05-01,108
IDF55145076,2018-07-01,111
IDF55052380,2016-08-01,147
IDF54961716,2018-12-01,122
IDF54934663,2018-02-01,128
IDF54916967,2018-02-01,88
IDF55034511,2018-06-01,106
IDF55059507,2015-09-01,128
IDF54951135,2014-09-01,139
IDF55107474,2018-04-01,99
IDF55057266,2017-03-01,133
IDF54925613,2019-05-01,102
IDF54975922,2015-01-01,114
IDF55139542,2019-02-01,104
IDF54957868,2019-04-01,130
IDF55129961,2016-02-01,143
IDF55124336,2016-08-01,84
IDF54969719,2017-01-01,113
IDF55100458,2019-09-01,104
IDF54943743,2018-09-01,108
IDF55047476,2018-02-01,101
IDF54932574,2019-07-01,147
IDF55045578,2018-08-01,135
IDF55003051,2018-05-01,88
IDF54962147,2019-02-01,97
IDF54943557,2015-03-01,109
IDF55060448,2015-11-01,84
IDF55024308,2015-05-01,108
IDF55107298,2015-06-01,89
IDF55110519,2015-01-01,136
IDF55047255,2014-07-01,131
IDF54967002,2015-06-01,87
IDF55068784,2019-02-01,118
IDF55038128,2019-10-01,125
IDF54897371,2014-03-01,103
IDF55063198,2017-04-01,95
IDF55149818,2014-09-01,128
IDF55083112,2014-11-01,144
IDF55010410,2018-04-01,87
IDF55122493,2018-12-01,90
IDF54968634,2017-10-01,87
IDF55064220,2019-09-01,125
IDF54997653,2015-08-01,139
IDF55039248,2016-09-01,105
IDF55041007,2014-10-01,139
IDF55002941,2019-05-01,88
IDF55039429,2019-03-01,119
IDF55054116,2014-01-01,133
IDF55047285,2014-05-01,143
IDF55011590,2018-11-01,108
IDF54921528,2019-06-01,115
IDF55056883,2018-03-01,135
IDF55076271,2015-10-01,92
IDF55007452,2019-02-01,128
IDF54955072,2015-05-01,88
IDF55104301,2018-10-01,147
IDF55037560,2017-10-01,126
IDF55085569,2018-11-01,102
IDF54956845,2019-09-01,94
IDF55110900,2015-05-01,88
IDF55030168,2014-08-01,140
IDF54922533,2016-07-01,130
IDF54933178,2018-02-01,123
IDF54944171,2019-11-01,128
IDF54930507,2017-10-01,117
IDF54906382,2017-09-01,132
IDF54980271,2018-12-01,150
IDF55106927,2019-02-01,121
IDF54943402,2014-06-01,81
IDF55044687,2019-10-01,134
IDF54934261,2016-12-01,130
IDF54982954,2018-09-01,107
IDF55020494,2018-01-01,82
IDF55073655,2019-12-01,114
IDF55038653,2015-01-01,132
IDF55054749,2014-11-01,126
IDF55039629,2018-06-01,116
IDF55024802,2014-09-01,133
IDF54966333,2018-02-01,114
IDF54939309,2019-12-01,91
IDF55031211,2016-05-01,130
IDF54949733,2018-12-01,143
IDF54915492,2015-02-01,116
IDF55124937,2014-09-01,128
IDF55010187,2016-02-01,142
IDF55008987,2019-08-01,110
IDF54967266,2017-03-01,118
IDF54933239,2016-07-01,148
IDF55123280,2019-05-01,90
IDF55069972,2017-02-01,134
IDF54951356,2018-02-01,117
IDF54898657,2019-07-01,129
IDF54987947,2014-07-01,136
IDF54951560,2018-10-01,123
IDF55004743,2018-05-01,143
IDF55072498,2015-04-01,113
IDF54908716,2019-04-01,107
IDF54985728,2017-09-01,103
IDF55107955,2017-02-01,89
IDF55069829,2019-10-01,112
IDF54978143,2018-05-01,94
IDF54984606,2014-02-01,119
IDF54941348,2014-10-01,116
IDF54955558,2018-07-01,113
IDF55120728,2017-05-01,138
IDF55036507,2016-05-01,139
IDF55040090,2016-03-01,95
IDF55042312,2019-02-01,144
IDF55026635,2017-10-01,127
IDF55119832,2018-12-01,83
IDF54917939,2016-12-01,138
IDF54936166,2016-08-01,128
IDF54979823,2015-01-01,120
IDF54911228,2014-10-01,112
IDF55058803,2015-07-01,85
IDF55017255,2016-01-01,124
IDF55025945,2016-11-01,86
IDF54914671,2016-12-01,97
IDF55137006,2019-08-01,126
IDF55138292,2018-10-01,119
IDF54999951,2019-05-01,103
IDF54980490,2015-01-01,107
IDF54934298,2015-09-01,130
IDF54904135,2019-08-01,130
IDF55107523,2017-08-01,123
IDF54945029,2015-04-01,143
IDF55070503,2019-03-01,87
IDF54953384,2018-12-01,144
IDF55144686,2014-05-01,91
IDF55051765,2018-04-01,97
IDF55069538,2018-03-01,97
IDF55014958,2019-06-01,107
IDF55123745,2019-12-01,132
IDF55018703,2017-01-01,118
IDF55140185,2019-10-01,98
IDF55046350,2019-09-01,124
IDF55101008,2016-02-01,148
IDF55041432,2019-03-01,89
IDF54970011,2017-06-01,99
IDF54941362,2016-05-01,97
IDF55002398,2016-01-01,92
IDF55139233,2019-05-01,119
IDF55125137,2019-02-01,116
IDF54907490,2019-02-01,93
IDF54909830,2018-07-01,116
IDF55151513,2018-05-01,117
IDF54985719,2019-07-01,145
IDF55003094,2018-05-01,91
IDF55146794,2019-09-01,105
IDF55090136,2016-01-01,104
IDF55080795,2015-02-01,100
IDF54952501,2015-05-01,114
IDF55137117,2017-12-01,141
IDF55010692,2016-03-01,106
IDF55004926,2017-01-01,122
IDF55130763,2018-07-01,132
IDF55096948,2018-01-01,129
IDF54961304,2018-11-01,99
IDF55150628,2019-07-01,143
IDF55011374,2019-08-01,128
IDF54956249,2018-04-01,87
IDF54933819,2015-09-01,113
IDF55052895,2018-07-01,105
IDF55072377,2016-11-01,133
IDF54926481,2018-04-01,133
IDF54912074,2015-09-01,143
IDF54968178,2019-02-01,138
IDF55049782,2018-08-01,148
IDF54984446,2017-04-01,142
IDF55136045,2019-02-01,148
IDF55106276,2014-02-01,84
IDF55102899,2016-06-01,112
IDF55053357,2019-05-01,105
IDF54961638,2018-07-01,125
IDF54969391,2014-07-01,85
IDF54979709,2019-06-01,135
IDF55087248,2014-01-01,105
IDF54979463,2017-04-01,150
IDF54934851,2019-07-01,109
IDF55031543,2017-01-01,147
IDF54969757,2018-12-01,87
IDF55120169,2015-03-01,105
IDF55146856,2017-07-01,87
IDF55084470,2014-11-01,141
IDF55090441,2017-08-01,138
IDF55114437,2016-02-01,91
IDF55140934,2019-08-01,114
IDF55130021,2018-07-01,144
IDF54900500,2019-02-01,146
IDF55077482,2018-12-01,115
IDF54942076,2019-10-01,107
IDF55072981,2015-06-01,126
IDF55005230,2019-11-01,116
IDF55061245,2018-12-01,126
IDF55118783,2018-08-01,139
IDF55125773,2018-01-01,128
IDF55104126,2019-08-01,136
IDF55080091,2017-05-01,92
IDF55085108,2014-10-01,85
IDF55008069,2015-05-01,139
IDF55019782,2015-06-01,132
IDF55036815,2018-05-01,124
IDF54914684,2015-12-01,133
IDF55136137,2019-05-01,116
IDF54933540,2019-02-01,130
IDF54960112,2015-06-01,106
IDF54897822,2018-06-01,129
IDF55034799,2016-03-01,102
IDF54974572,2016-09-01,93
IDF54991520,2016-10-01,113
IDF55091414,2017-06-01,104
IDF55038481,2018-12-01,150
IDF55044553,2018-10-01,106
IDF55149301,2016-09-01,82
IDF54913490,2016-03-01,111
IDF54951928,2019-09-01,126
IDF55020443,2015-07-01,93
IDF55048012,2015-09-01,121
IDF55065705,2017-11-01,150
IDF54910581,2015-10-01,122
IDF54906455,2019-10-01,135
IDF54971369,2014-01-01,146
IDF55005046,2016-11-01,89
IDF55096677,2017-12-01,97
IDF54931727,2016-09-01,103
IDF55127670,2018-12-01,113
IDF54947127,2015-01-01,135
IDF54920549,2014-10-01,135
IDF55051094,2019-12-01,110
IDF55001402,2019-02-01,114
IDF55135689,2017-12-01,122
IDF54926143,2015-08-01,115
IDF54986708,2018-07-01,103
IDF55107213,2014-08-01,121
IDF54954905,2016-11-01,97
IDF54935404,2016-02-01,84
IDF55065853,2017-08-01,115
IDF55010953,2019-06-01,136
IDF55055847,2017-02-01,83
IDF55008318,2015-01-01,80
IDF55094320,2014-09-01,150
IDF54936135,2017-03-01,118
IDF55105498,2018-03-01,82
IDF54916279,2015-08-01,127
IDF54982822,2019-09-01,144
IDF54978215,2015-11-01,98
IDF55007508,2014-08-01,143
IDF54898562,2015-05-01,129
IDF54999934,2018-08-01,82
IDF54942703,2014-08-01,108
IDF55082875,2018-04-01,94
IDF55077045,2016-04-01,149
IDF55130637,2018-09-01,105
IDF55116917,2014-04-01,86
IDF55105904,2018-08-01,144
IDF54951391,2019-06-01,142
IDF55129288,2018-05-01,102
IDF55147558,2019-04-01,100
IDF55119009,2018-10-01,132
IDF55099713,2018-08-01,104
IDF55047088,2018-07-01,101
IDF54998807,2016-02-01,106
IDF55085133,2014-10-01,112
IDF55086882,2018-10-01,119
IDF55083236,2015-12-01,121
IDF55066761,2018-01-01,149
IDF55050734,2014-05-01,148
IDF54972231,2019-04-01,147
IDF54991319,2018-11-01,134
IDF55026268,2019-10-01,133
IDF55029547,2018-10-01,138
IDF54926434,2016-06-01,112
IDF55124205,2017-10-01,102
IDF54929666,2014-08-01,82
IDF55112544,2018-11-01,142
IDF55135057,2019-08-01,86
IDF55007167,2017-11-01,118
IDF55100396,2019-12-01,117
IDF54996536,2017-07-01,95
IDF55021214,2019-05-01,102
IDF54951771,2016-05-01,83
IDF55028565,2017-06-01,102
IDF55033861,2018-12-01,89
IDF54931267,2015-11-01,86
IDF54924421,2015-08-01,141
IDF55087538,2018-08-01,142
IDF55062157,2015-04-01,106
IDF55046412,2018-01-01,88
IDF54962656,2017-10-01,144
IDF54992462,2019-10-01,126
IDF55043724,2015-08-01,84
IDF54897516,2015-07-01,112
IDF55021687,2019-08-01,131
IDF55087857,2018-10-01,83
IDF55027679,2019-03-01,90
IDF54906335,2015-12-01,100
IDF55106121,2015-04-01,113
IDF54951332,2014-11-01,83
IDF54905518,2018-04-01,120
IDF54992850,2018-12-01,119
IDF54993252,2019-10-01,144
IDF54945074,2018-06-01,133
IDF55104377,2015-07-01,131
IDF54919325,2016-07-01,125
IDF54993861,2016-01-01,135
IDF55026445,2016-04-01,93
IDF55083609,2017-09-01,111
IDF55065765,2016-02-01,82
IDF55102856,2018-06-01,149
IDF54976430,2019-10-01,80
IDF55089221,2019-05-01,87
IDF55001991,2019-03-01,146
IDF54983059,2016-06-01,88
IDF54978323,2017-11-01,150
IDF55025546,2018-01-01,102
IDF55051291,2019-11-01,112
IDF54951253,2016-02-01,120
IDF54940802,2016-12-01,82
IDF55116164,2018-07-01,138
IDF54975304,2018-09-01,111
IDF54898782,2015-04-01,105
IDF54904923,2016-06-01,131
IDF55015637,2018-08-01,116
IDF55142685,2019-08-01,134
IDF55136996,2018-03-01,126
IDF54920994,2019-02-01,130
IDF55004938,2016-03-01,124
IDF55084759,2019-07-01,137
IDF55041589,2018-09-01,138
IDF55016737,2016-08-01,101
IDF54940978,2016-05-01,148
IDF55082583,2014-11-01,129
IDF55085578,2017-08-01,98
IDF54946092,2019-11-01,95
IDF54970669,2018-09-01,128
IDF55115802,2018-10-01,133
IDF55122581,2019-09-01,88
IDF54938684,2014-05-01,113
IDF54957515,2015-04-01,93
IDF54915954,2018-05-01,86
IDF55126808,2018-01-01,112
IDF55108571,2019-08-01,126
IDF54966332,2015-10-01,150
IDF55103203,2018-04-01,92
IDF54957314,2014-06-01,125
IDF55095234,2016-06-01,118
IDF54989227,2019-02-01,87
IDF55075120,2016-02-01,126
IDF54957717,2014-10-01,119
IDF55124525,2017-01-01,101
IDF54940626,2016-07-01,147
IDF55028255,2016-12-01,143
IDF55104385,2018-06-01,107
IDF54926083,2019-08-01,105
IDF55121676,2015-10-01,121
IDF54910665,2019-02-01,122
IDF54974167,2018-06-01,92
IDF55085125,2016-12-01,146
IDF55114822,2019-02-01,82
IDF55024723,2016-05-01,130
IDF55051444,2018-09-01,86
IDF55046655,2014-06-01,142
IDF55064544,2014-12-01,126
IDF55018697,2019-07-01,93
IDF55104815,2017-12-01,102
IDF54936686,2014-12-01,118
IDF55099240,2019-02-01,92
IDF54957962,2015-09-01,125
IDF54908736,2019-05-01,150
IDF55063095,2018-11-01,91
IDF54897929,2017-04-01,81
IDF54965351,2014-04-01,91
IDF55136425,2014-07-01,108
IDF55108146,2019-06-01,112
IDF55049713,2019-08-01,121
IDF55145584,2018-12-01,111
IDF54920879,2019-07-01,127
IDF55045991,2016-06-01,80
IDF54926144,2019-07-01,118
IDF55071702,2019-06-01,146
IDF55117371,2015-04-01,87
IDF55067136,2019-10-01,99
IDF54904571,2017-06-01,98
IDF55021717,2017-01-01,130
IDF55148119,2016-01-01,111
IDF54951967,2018-01-01,96
IDF54936998,2019-07-01,94
IDF55048320,2016-07-01,130
IDF55131670,2017-12-01,103
IDF55149038,2017-04-01,128
IDF54974557,2015-04-01,82
IDF55110970,2015-12-01,90
IDF54950531,2018-06-01,150
IDF54964382,2016-08-01,97
IDF54963361,2019-03-01,83
IDF54912718,2018-12-01,139
IDF54992861,2019-08-01,148
IDF55093368,2019-02-01,131
IDF55001483,2019-02-01,96
IDF54980015,2019-04-01,142
IDF54963649,2016-06-01,142
IDF55001392,2019-03-01,118
IDF54928573,2017-04-01,105
IDF55150458,2018-09-01,103
IDF55099689,2018-03-01,126
IDF55118283,2015-08-01,103
IDF55005781,2016-04-01,97
IDF54948659,2019-02-01,117
IDF54925288,2018-02-01,135
IDF54967813,2018-12-01,118
IDF54917136,2016-08-01,93
IDF55110332,2017-08-01,113
IDF55004327,2017-03-01,130
IDF55086004,2015-04-01,128
IDF55023756,2018-10-01,112
IDF54946682,2014-02-01,104
IDF55059356,2019-02-01,134
IDF55017277,2016-06-01,116
IDF54961662,2019-04-01,86
IDF54997971,2019-10-01,111
IDF55050068,2016-02-01,105
IDF55108049,2017-01-01,88
IDF55147921,2019-06-01,117
IDF55073951,2018-08-01,143
IDF54952880,2014-06-01,138
IDF54948986,2015-09-01,131
IDF55074312,2016-06-01,110
IDF54949755,2015-08-01,138
IDF55118116,2019-07-01,93
IDF55074325,2018-12-01,136
IDF55052098,2019-03-01,82
IDF55140117,2019-04-01,143
IDF54996356,2019-08-01,129
IDF55014807,2019-06-01,86
IDF55111806,2015-04-01,88
IDF55118029,2015-07-01,119
IDF55015223,2019-05-01,134
IDF54990946,2018-11-01,111
IDF55056023,2015-10-01,84
IDF55004707,2014-08-01,118
IDF54995487,2019-10-01,135
IDF54922570,2017-09-01,99
IDF55076933,2019-04-01,144
IDF54913455,2019-12-01,129
IDF54932127,2014-10-01,141
IDF55006888,2018-11-01,145
IDF54968095,2019-09-01,142
IDF55106368,2015-05-01,135
IDF55137815,2019-08-01,94
IDF55077677,2016-03-01,100
IDF55074241,2015-11-01,84
IDF54928787,2016-07-01,130
IDF55111949,2016-03-01,149
IDF55141820,2015-10-01,139
IDF55091835,2015-03-01,124
IDF55097800,2019-06-01,117
IDF55124137,2014-03-01,136
IDF54919909,2017-03-01,124
IDF55094450,2014-10-01,122
IDF55033973,2018-08-01,90
IDF55002323,2017-05-01,106
IDF55035434,2016-05-01,122
IDF55007561,2015-01-01,109
IDF54990877,2019-09-01,130
IDF54932124,2018-08-01,114
IDF55073368,2017-04-01,116
IDF55032876,2017-03-01,87
IDF55000507,2014-03-01,111
IDF54951460,2017-10-01,90
IDF55019955,2019-09-01,115
IDF55139376,2018-08-01,147
IDF54954030,2016-11-01,140
IDF55151634,2019-05-01,96
IDF55087591,2018-12-01,96
IDF54934376,2014-08-01,146
IDF54924316,2015-10-01,136
IDF55123364,2017-01-01,85
IDF54937146,2017-11-01,102
IDF55132580,2017-09-01,121
IDF54927294,2018-03-01,122
IDF54988651,2014-08-01,123
IDF55151526,2015-06-01,92
IDF55133340,2015-06-01,147
IDF54939581,2017-08-01,92
IDF55089123,2018-03-01,139
IDF55009478,2019-11-01,114
IDF55036041,2018-12-01,117
IDF55119478,2015-12-01,81
IDF55063388,2017-08-01,80
IDF54940551,2017-12-01,134
IDF54904485,2015-04-01,146
IDF55135175,2019-06-01,117
IDF54925730,2019-05-01,121
IDF55123866,2018-12-01,126
IDF54908857,2014-04-01,92
IDF54982326,2014-04-01,101
IDF55064863,2014-06-01,96
IDF55133490,2017-02-01,127
IDF55140986,2016-11-01,119
IDF55047639,2017-06-01,90
IDF54898909,2014-10-01,95
IDF54996862,2018-01-01,83
IDF54896677,2017-09-01,90
IDF55038891,2018-03-01,85
IDF54988883,2015-12-01,98
IDF54932837,2019-08-01,112
IDF54944245,2016-11-01,118
IDF55002358,2016-07-01,80
IDF54927195,2017-03-01,138
IDF55040517,2018-02-01,129
IDF55094819,2018-10-01,117
IDF54929777,2017-03-01,120
IDF55093370,2017-07-01,134
IDF54972010,2018-05-01,110
IDF55026978,2016-09-01,125
IDF54978784,2017-11-01,89
IDF55005301,2017-06-01,82
IDF55009609,2017-10-01,123
IDF54941236,2019-08-01,117
IDF54929668,2017-03-01,127
IDF55124155,2018-01-01,97
IDF54943697,2017-06-01,104
IDF55124327,2019-09-01,134
IDF55069367,2018-12-01,141
IDF55036889,2018-11-01,131
IDF54935691,2019-07-01,145
IDF54992327,2019-12-01,140
IDF54919895,2018-04-01,80
IDF55130993,2016-04-01,149
IDF54923974,2019-05-01,114
IDF55074572,2014-10-01,143
IDF55028787,2017-07-01,123
IDF54980775,2014-06-01,99
IDF55072933,2019-08-01,102
IDF55032024,2019-10-01,143
IDF54998388,2019-10-01,143
IDF55030325,2017-01-01,113
IDF55053154,2017-01-01,82
IDF54915132,2018-12-01,80
IDF55084832,2018-06-01,142
IDF54920006,2019-05-01,99
IDF54935792,2017-07-01,147
IDF55115716,2014-10-01,150
IDF54953862,2014-12-01,150
IDF54941058,2019-06-01,138
IDF54991038,2016-01-01,85
IDF54970347,2017-07-01,150
IDF54903734,2014-06-01,118
IDF54964381,2014-02-01,110
IDF55097937,2017-02-01,117
IDF54929936,2017-05-01,121
IDF54919650,2019-07-01,107
IDF54905798,2019-10-01,105
IDF55131822,2017-10-01,129
IDF55068586,2019-09-01,148
IDF54987618,2016-08-01,117
IDF54914652,2019-06-01,81
IDF55090987,2015-01-01,147
IDF55097242,2015-03-01,141
IDF55025147,2018-07-01,140
IDF54902091,2014-04-01,97
IDF54924380,2017-07-01,122
IDF55068623,2018-02-01,139
IDF54954014,2013-12-01,99
IDF54932001,2019-06-01,137
IDF55114244,2015-11-01,98
IDF55124771,2014-12-01,113
IDF54979714,2019-12-01,124
IDF55048524,2019-06-01,148
IDF54899956,2019-04-01,120
IDF55021944,2018-12-01,136
IDF54973921,2015-01-01,95
IDF54976415,2016-04-01,150
IDF55111009,2015-03-01,106
IDF55014019,2017-12-01,103
IDF55149738,2017-10-01,112
IDF54897641,2019-06-01,140
IDF54898696,2018-10-01,98
IDF55138637,2016-12-01,128
IDF54969184,2013-12-01,104
IDF55024158,2019-05-01,141
IDF55026059,2017-09-01,137
IDF54958496,2016-07-01,82
IDF55113097,2019-03-01,136
IDF54903430,2016-12-01,111
IDF55026548,2016-10-01,91
IDF55029494,2016-12-01,139
IDF54985639,2019-06-01,125
IDF55039855,2017-12-01,110
IDF55066389,2015-01-01,132
IDF54993400,2019-08-01,112
IDF55022271,2019-06-01,126
IDF55062456,2019-04-01,83
IDF54988274,2017-08-01,98
IDF54919714,2014-04-01,93
IDF54944497,2016-09-01,143
IDF54916076,2017-03-01,124
IDF55146857,2016-04-01,144
IDF55142190,2016-03-01,84
IDF55002308,2015-03-01,112
IDF55073517,2019-07-01,81
IDF55045633,2019-04-01,128
IDF55007155,2018-10-01,100
IDF55070210,2018-02-01,92
