ID,возраст,семейное_положение,наличие_иждивенцев,дата_регистрации
IDF54905935,59,есть семья,0,2016-01-01
IDF55021497,49,разведённые,1,2019-03-01
IDF54941548,18,есть семья,0,2013-06-01
IDF55019888,19,разведённые,1,2017-08-01
IDF55061723,20,есть семья,1,2016-04-01
IDF54920918,66,есть семья,1,2018-09-01
IDF55130004,41,нет семьи,1,2016-08-01
IDF55005724,39,разведённые,0,2013-04-01
IDF54920619,55,есть семья,1,2016-03-01
IDF55068322,35,нет семьи,0,2013-07-01
IDF54951652,43,разведённые,0,2017-10-01
IDF54974871,48,есть семья,1,2018-01-01
IDF55115864,35,есть семья,1,2016-09-01
IDF54987930,65,нет семьи,0,2013-01-01
IDF55019711,26,нет семьи,0,2016-10-01
IDF55044985,64,нет семьи,0,2016-01-01
IDF55091208,52,есть семья,1,2013-08-01
IDF54968020,56,разведённые,1,2017-06-01
IDF55099578,28,нет семьи,1,2013-09-01
IDF54936479,41,нет семьи,0,2017-01-01
IDF55122231,20,нет семьи,0,2013-12-01
IDF55032065,21,есть семья,1,2013-04-01
IDF55083774,69,есть семья,1,2019-04-01
IDF55001241,57,нет семьи,1,2017-03-01
IDF54943102,30,разведённые,0,2017-09-01
IDF54974166,21,нет семьи,0,2017-12-01
IDF54908402,68,есть семья,0,2016-08-01
IDF55122471,43,нет семьи,0,2019-02-01
IDF55105896,65,есть семья,0,2017-10-01
IDF54900819,23,есть семья,1,2015-06-01
IDF54897762,38,разведённые,0,2018-07-01
IDF54999408,33,есть семья,1,2014-04-01
IDF55133917,30,нет семьи,0,2016-11-01
IDF54945610,59,нет семьи,0,2015-01-01
IDF55015344,39,разведённые,0,2017-03-01
IDF55096466,25,нет семьи,0,2019-10-01
IDF54909419,30,есть семья,0,2013-12-01
IDF55029563,67,нет семьи,1,2017-06-01
IDF55059346,29,нет семьи,1,2014-01-01
IDF55053371,63,разведённые,1,2018-07-01
IDF54922186,21,нет семьи,0,2013-05-01
IDF55054482,57,разведённые,0,2015-12-01
IDF55101505,54,есть семья,0,2018-11-01
IDF55007088,43,есть семья,1,2016-11-01
IDF54924728,32,есть семья,0,2014-03-01
IDF55116298,22,есть семья,0,2018-08-01
IDF55019509,47,есть семья,1,2018-02-01
IDF55001337,29,нет семьи,1,2018-04-01
IDF55082490,56,нет семьи,0,2019-03-01
IDF54955496,56,нет семьи,0,2016-12-01
IDF55144659,27,разведённые,0,2019-01-01
IDF55116595,65,есть семья,0,2016-05-01
IDF54927744,63,нет семьи,1,2017-04-01
IDF55064914,63,есть семья,0,2014-08-01
IDF55149607,37,нет семьи,1,2016-02-01
IDF54940035,19,разведённые,1,2014-07-01
IDF55123636,37,нет семьи,0,2013-02-01
IDF55087014,28,есть семья,0,2017-05-01
IDF55082747,58,есть семья,1,2017-02-01
IDF54950670,33,нет семьи,1,2014-12-01
IDF55131409,50,разведённые,1,2018-12-01
IDF55075257,43,разведённые,1,2018-11-01
IDF54989761,65,есть семья,0,2016-09-01
IDF54971031,27,есть семья,0,2015-04-01
IDF55120475,65,есть семья,0,2017-02-01
IDF55015200,43,есть семья,0,2013-08-01
IDF55068174,35,разведённые,0,2016-09-01
IDF54900220,21,нет семьи,0,2015-09-01
IDF55022183,43,нет семьи,0,2016-04-01
IDF55056590,26,разведённые,1,2016-01-01
IDF55115415,32,разведённые,1,2013-09-01
IDF54944849,49,есть семья,0,2016-01-01
IDF55088856,59,нет семьи,0,2013-06-01
IDF55129010,37,разведённые,1,2013-08-01
IDF54925258,22,разведённые,0,2017-01-01
IDF55140970,40,разведённые,1,2015-04-01
IDF55047517,46,разведённые,1,2018-05-01
IDF55093499,67,разведённые,0,2015-11-01
IDF55016141,65,разведённые,1,2013-09-01
IDF54989645,47,разведённые,1,2014-10-01
IDF54993723,18,есть семья,1,2016-11-01
IDF54978098,24,нет семьи,0,2016-12-01
IDF55092324,35,разведённые,1,2013-02-01
IDF54938322,18,разведённые,0,2014-09-01
IDF54920417,38,разведённые,0,2015-02-01
IDF55118724,19,нет семьи,1,2017-09-01
IDF54910004,61,разведённые,1,2015-08-01
IDF55028626,35,разведённые,1,2016-12-01
IDF55049330,36,нет семьи,1,2018-01-01
IDF54998512,46,разведённые,0,2017-12-01
IDF55110006,58,нет семьи,0,2017-07-01
IDF55085660,36,нет семьи,1,2013-06-01
IDF55142180,38,нет семьи,0,2014-10-01
IDF55019323,38,нет семьи,1,2015-03-01
IDF54902709,25,разведённые,1,2018-07-01
IDF54955713,69,разведённые,0,2015-12-01
IDF54902719,53,разведённые,0,2017-04-01
IDF55138002,43,разведённые,0,2016-01-01
IDF55047250,59,есть семья,0,2014-05-01
IDF55137457,67,разведённые,0,2013-01-01
IDF55063652,53,нет семьи,1,2013-05-01
IDF55124548,59,разведённые,1,2016-08-01
IDF54965990,63,нет семьи,1,2017-11-01
IDF55068456,30,есть семья,0,2015-02-01
IDF54977790,47,нет семьи,0,2013-01-01
IDF55012161,56,есть семья,1,2014-07-01
IDF55059834,55,нет семьи,1,2017-03-01
IDF54908844,33,есть семья,0,2019-02-01
IDF54936041,31,есть семья,1,2019-07-01
IDF55042358,43,разведённые,0,2018-04-01
IDF54941918,31,есть семья,0,2017-12-01
IDF54952143,58,разведённые,0,2014-03-01
IDF55137495,24,есть семья,0,2019-02-01
IDF54988215,36,есть семья,1,2014-10-01
IDF55099041,27,есть семья,1,2014-05-01
IDF55019037,28,есть семья,1,2017-05-01
IDF55124668,22,есть семья,0,2017-08-01
IDF55042964,30,нет семьи,0,2015-03-01
IDF55036996,27,разведённые,0,2017-04-01
IDF55083065,39,есть семья,0,2014-05-01
IDF54907856,35,есть семья,1,2016-08-01
IDF55018757,25,разведённые,0,2013-05-01
IDF54919928,63,есть семья,0,2015-05-01
IDF54901395,55,есть семья,1,2018-09-01
IDF54930832,56,нет семьи,0,2019-03-01
IDF55024336,47,нет семьи,1,2014-07-01
IDF54982135,47,есть семья,1,2016-07-01
IDF55001441,39,есть семья,0,2017-09-01
IDF54959185,69,разведённые,1,2019-05-01
IDF54915327,56,есть семья,0,2019-01-01
IDF54999348,42,разведённые,1,2014-04-01
IDF55058837,19,нет семьи,0,2015-03-01
IDF55139501,52,разведённые,1,2013-12-01
IDF54975578,20,есть семья,1,2015-05-01
IDF55018343,65,разведённые,1,2015-05-01
IDF54945376,47,разведённые,1,2016-01-01
IDF54970793,35,разведённые,0,2019-12-01
IDF54984991,34,есть семья,1,2019-04-01
IDF55146952,55,разведённые,0,2013-08-01
IDF54933419,44,разведённые,1,2016-05-01
IDF54951058,51,есть семья,1,2016-12-01
IDF55098088,42,нет семьи,0,2019-08-01
IDF55135261,50,есть семья,1,2013-06-01
IDF55102518,31,разведённые,0,2013-08-01
IDF54941555,20,нет семьи,0,2017-03-01
IDF55151521,26,разведённые,1,2014-01-01
IDF55019499,62,есть семья,1,2019-06-01
IDF55012680,51,нет семьи,0,2017-03-01
IDF54950016,67,есть семья,1,2015-10-01
IDF54955427,24,нет семьи,0,2019-11-01
IDF55139731,44,есть семья,1,2018-03-01
IDF54968262,18,есть семья,0,2019-01-01
IDF55101713,55,разведённые,0,2016-08-01
IDF55151355,65,разведённые,0,2015-11-01
IDF55004858,25,разведённые,1,2019-02-01
IDF55009971,21,есть семья,1,2015-08-01
IDF55096999,20,нет семьи,0,2018-08-01
IDF55092080,39,разведённые,1,2018-12-01
IDF55076069,51,нет семьи,0,2016-07-01
IDF55097442,58,нет семьи,0,2014-10-01
IDF55022924,49,нет семьи,1,2013-02-01
IDF55051025,24,разведённые,0,2015-04-01
IDF55127088,55,разведённые,0,2019-10-01
IDF55069935,54,есть семья,0,2013-10-01
IDF55017582,46,нет семьи,0,2019-04-01
IDF54962766,46,есть семья,1,2014-10-01
IDF55091333,45,разведённые,0,2013-04-01
IDF54932182,22,разведённые,0,2013-08-01
IDF55095653,22,разведённые,0,2014-04-01
IDF55061434,62,нет семьи,0,2014-01-01
IDF55020188,35,нет семьи,0,2017-03-01
IDF54950934,20,разведённые,0,2018-05-01
IDF54952342,68,разведённые,1,2018-06-01
IDF55107300,27,есть семья,0,2017-08-01
IDF55133006,68,нет семьи,0,2013-06-01
IDF54975594,62,есть семья,1,2017-03-01
IDF55097618,69,есть семья,0,2014-08-01
IDF55087417,31,разведённые,1,2019-08-01
IDF55068851,38,есть семья,0,2017-09-01
IDF55003979,35,нет семьи,1,2015-12-01
IDF55061784,49,разведённые,1,2014-02-01
IDF55050144,19,нет семьи,1,2018-02-01
IDF54934875,26,разведённые,0,2013-08-01
IDF55125689,61,разведённые,0,2018-10-01
IDF54921566,32,разведённые,1,2015-09-01
IDF55027038,60,разведённые,0,2017-09-01
IDF55067604,20,разведённые,0,2018-08-01
IDF55146715,66,разведённые,1,2017-10-01
IDF55051615,35,разведённые,0,2013-08-01
IDF54952340,19,нет семьи,1,2013-09-01
IDF54973530,53,разведённые,0,2014-01-01
IDF55142344,57,разведённые,0,2019-03-01
IDF55077355,30,разведённые,1,2017-12-01
IDF54971914,51,разведённые,1,2013-12-01
IDF54930217,52,нет семьи,1,2014-10-01
IDF55102894,27,разведённые,0,2016-12-01
IDF55037192,18,есть семья,1,2016-05-01
IDF55140845,62,есть семья,1,2017-09-01
IDF54977917,58,разведённые,1,2015-12-01
IDF54973219,41,нет семьи,1,2018-12-01
IDF55006868,36,есть семья,1,2018-03-01
IDF55087530,39,нет семьи,0,2018-10-01
IDF55062075,27,нет семьи,1,2015-03-01
IDF54940355,63,разведённые,0,2013-02-01
IDF55074269,68,нет семьи,1,2017-09-01
IDF54989724,64,разведённые,0,2014-09-01
IDF55076777,18,есть семья,0,2015-01-01
IDF55096440,63,разведённые,1,2018-10-01
IDF54940382,36,разведённые,1,2013-05-01
IDF54954381,65,нет семьи,1,2014-06-01
IDF54983674,46,нет семьи,1,2018-12-01
IDF54962526,20,нет семьи,0,2019-07-01
IDF54993109,60,нет семьи,0,2015-08-01
IDF55041758,43,нет семьи,0,2015-05-01
IDF55123776,66,есть семья,1,2016-07-01
IDF55020495,31,есть семья,1,2013-09-01
IDF54918360,48,разведённые,0,2017-09-01
IDF55148822,24,есть семья,1,2016-10-01
IDF54910195,40,есть семья,1,2013-04-01
IDF55074795,54,разведённые,1,2017-02-01
IDF55135010,40,нет семьи,1,2013-07-01
IDF54953562,68,нет семьи,1,2016-12-01
IDF55088737,58,есть семья,0,2016-08-01
IDF55059910,69,разведённые,0,2016-05-01
IDF55110275,29,есть семья,1,2019-08-01
IDF54999299,31,есть семья,0,2014-07-01
IDF54905638,28,нет семьи,0,2016-06-01
IDF54998460,31,разведённые,1,2014-09-01
IDF55002032,20,разведённые,1,2017-10-01
IDF55061533,49,разведённые,0,2017-12-01
IDF55037125,36,нет семьи,0,2018-12-01
IDF55053856,48,нет семьи,1,2014-09-01
IDF55100823,18,есть семья,1,2016-01-01
IDF54930338,49,есть семья,0,2018-02-01
IDF55004708,31,разведённые,0,2019-10-01
IDF54916073,43,разведённые,1,2015-11-01
IDF54936685,23,есть семья,1,2013-05-01
IDF55077245,19,есть семья,1,2013-09-01
IDF55015382,30,разведённые,1,2014-08-01
IDF55005251,18,есть семья,0,2014-01-01
IDF54931008,48,разведённые,0,2019-02-01
IDF55021441,21,нет семьи,0,2019-11-01
IDF55044704,19,разведённые,0,2017-05-01
IDF55096913,21,нет семьи,1,2013-04-01
IDF54992703,18,нет семьи,0,2013-03-01
IDF54921467,26,есть семья,1,2017-11-01
IDF55025772,48,нет семьи,0,2013-10-01
IDF54900583,41,есть семья,0,2017-05-01
IDF55026745,29,разведённые,0,2015-11-01
IDF54924045,46,есть семья,0,2016-05-01
IDF54933553,21,есть семья,1,2016-10-01
IDF55039077,28,нет семьи,1,2018-05-01
IDF55148684,29,есть семья,0,2014-08-01
IDF54975230,33,нет семьи,1,2016-09-01
IDF55007922,50,есть семья,0,2014-03-01
IDF54911732,51,разведённые,0,2015-03-01
IDF55118685,24,нет семьи,0,2013-03-01
IDF55121688,59,разведённые,1,2015-08-01
IDF55053094,51,нет семьи,1,2019-02-01
IDF55024872,63,разведённые,0,2015-06-01
IDF54900833,48,разведённые,0,2017-04-01
IDF55122698,35,есть семья,0,2015-06-01
IDF54983730,50,нет семьи,0,2017-06-01
IDF55048831,24,нет семьи,0,2019-08-01
IDF55022635,26,нет семьи,0,2017-10-01
IDF54979667,63,нет семьи,1,2019-09-01
IDF54918350,58,нет семьи,1,2016-04-01
IDF54898932,23,разведённые,0,2018-02-01
IDF54933402,46,нет семьи,0,2015-11-01
IDF55001049,43,разведённые,1,2019-03-01
IDF54993455,38,нет семьи,0,2013-07-01
IDF55066210,59,есть семья,0,2014-10-01
IDF55140387,28,разведённые,1,2017-06-01
IDF54901144,51,нет семьи,1,2013-03-01
IDF55009928,32,нет семьи,0,2018-01-01
IDF55016975,37,есть семья,1,2016-07-01
IDF54964634,30,разведённые,0,2019-01-01
IDF55094228,39,нет семьи,0,2019-09-01
IDF54914877,27,есть семья,0,2019-04-01
IDF54968456,66,есть семья,0,2019-05-01
IDF54979050,18,есть семья,1,2015-10-01
IDF54935398,60,нет семьи,1,2019-10-01
IDF55079844,37,нет семьи,0,2013-01-01
IDF55027479,26,разведённые,1,2019-03-01
IDF55032587,31,есть семья,0,2018-12-01
IDF54963818,67,нет семьи,0,2014-02-01
IDF55127062,54,есть семья,1,2014-04-01
IDF55025341,41,есть семья,1,2019-04-01
IDF55136407,48,есть семья,1,2019-06-01
IDF54959870,49,есть семья,0,2015-09-01
IDF55112163,38,нет семьи,1,2019-12-01
IDF55002864,66,нет семьи,1,2014-07-01
IDF54925848,23,нет семьи,1,2013-12-01
IDF55141209,35,разведённые,0,2014-10-01
IDF54919237,53,есть семья,1,2018-12-01
IDF54907928,41,есть семья,0,2019-10-01
IDF55046086,40,есть семья,0,2017-07-01
IDF54973828,42,разведённые,1,2013-08-01
IDF54919069,36,нет семьи,1,2017-11-01
IDF54991241,41,разведённые,1,2016-10-01
IDF54940833,20,есть семья,0,2019-11-01
IDF55080204,22,нет семьи,0,2016-10-01
IDF55114216,25,разведённые,1,2017-12-01
IDF55075380,38,разведённые,0,2017-09-01
IDF54899144,24,есть семья,0,2017-06-01
IDF55038579,42,нет семьи,1,2015-04-01
IDF54970751,18,разведённые,1,2018-02-01
IDF54931981,32,нет семьи,0,2017-03-01
IDF54969013,53,есть семья,1,2013-06-01
IDF54964771,47,нет семьи,1,2018-05-01
IDF55149439,29,разведённые,1,2016-03-01
IDF55106553,51,разведённые,1,2013-11-01
IDF55044399,21,нет семьи,0,2013-11-01
IDF54922069,61,есть семья,0,2016-05-01
IDF54931036,49,есть семья,0,2018-08-01
IDF54962589,48,есть семья,0,2014-04-01
IDF55033957,30,разведённые,0,2018-02-01
IDF54951899,39,нет семьи,0,2014-12-01
IDF54947664,53,нет семьи,0,2016-08-01
IDF55110219,28,разведённые,1,2017-12-01
IDF54955928,25,нет семьи,1,2015-03-01
IDF54901617,61,разведённые,1,2016-11-01
IDF54953395,66,нет семьи,1,2019-04-01
IDF54982444,29,разведённые,1,2017-03-01
IDF54988318,63,нет семьи,1,2017-10-01
IDF55060521,24,нет семьи,0,2015-03-01
IDF55024762,36,нет семьи,0,2016-07-01
IDF54908829,57,нет семьи,1,2015-04-01
IDF55037572,59,есть семья,1,2019-05-01
IDF55023800,31,разведённые,0,2015-03-01
IDF55120322,65,есть семья,1,2016-04-01
IDF54959983,39,есть семья,1,2013-12-01
IDF54898703,18,разведённые,1,2018-03-01
IDF55061202,36,разведённые,0,2019-11-01
IDF54967454,55,разведённые,0,2018-02-01
IDF55055380,19,нет семьи,0,2014-03-01
IDF54956488,19,есть семья,0,2015-12-01
IDF54965309,40,есть семья,0,2018-12-01
IDF54946540,38,есть семья,0,2017-02-01
IDF55064664,56,есть семья,0,2014-05-01
IDF55009736,62,разведённые,1,2016-11-01
IDF55120416,46,есть семья,0,2016-10-01
IDF54943088,35,разведённые,1,2013-02-01
IDF54918948,60,разведённые,0,2014-03-01
IDF55132571,58,разведённые,0,2016-09-01
IDF55124235,65,есть семья,0,2014-07-01
IDF54999064,31,есть семья,0,2015-05-01
IDF55059433,51,разведённые,0,2018-08-01
IDF55093831,24,разведённые,1,2016-11-01
IDF54928969,39,есть семья,1,2016-03-01
IDF54905697,61,нет семьи,0,2019-11-01
IDF55076650,22,разведённые,0,2018-12-01
IDF54953234,18,разведённые,0,2016-04-01
IDF54972418,69,разведённые,1,2019-06-01
IDF55090881,32,нет семьи,0,2014-04-01
IDF55100650,41,разведённые,1,2013-04-01
IDF54941346,20,нет семьи,1,2017-03-01
IDF55041145,22,нет семьи,0,2013-12-01
IDF54954536,50,нет семьи,1,2019-03-01
IDF54904968,28,нет семьи,1,2013-07-01
IDF55101874,55,разведённые,0,2014-03-01
IDF54959013,27,нет семьи,1,2013-03-01
IDF54942340,64,есть семья,1,2015-07-01
IDF54992137,62,есть семья,1,2013-02-01
IDF54941078,42,есть семья,0,2014-04-01
IDF55047074,39,нет семьи,1,2015-06-01
IDF54986144,60,есть семья,0,2018-12-01
IDF55044735,57,есть семья,0,2019-03-01
IDF55145295,39,есть семья,1,2015-10-01
IDF55067700,50,есть семья,1,2013-06-01
IDF54977481,62,разведённые,1,2014-08-01
IDF55113991,57,нет семьи,0,2015-01-01
IDF55133479,44,есть семья,1,2013-04-01
IDF55036632,26,есть семья,1,2018-08-01
IDF54917645,23,нет семьи,1,2013-01-01
IDF54971097,51,есть семья,1,2014-07-01
IDF55038422,50,есть семья,1,2019-09-01
IDF55028810,19,нет семьи,1,2016-03-01
IDF54909625,69,нет семьи,1,2017-03-01
IDF55010977,61,нет семьи,0,2017-09-01
IDF55125332,45,разведённые,1,2014-09-01
IDF55094207,53,нет семьи,1,2019-05-01
IDF54997572,34,нет семьи,1,2019-08-01
IDF55035556,29,есть семья,0,2013-07-01
IDF55057039,60,есть семья,0,2015-07-01
IDF54964420,29,нет семьи,1,2017-02-01
IDF54958470,51,нет семьи,1,2013-08-01
IDF54897896,18,разведённые,1,2016-12-01
IDF54998815,40,нет семьи,1,2016-01-01
IDF55119782,66,есть семья,1,2017-06-01
IDF54932531,69,нет семьи,0,2016-01-01
IDF55060819,37,нет семьи,0,2013-10-01
IDF54921918,22,есть семья,0,2017-07-01
IDF55054637,35,нет семьи,1,2017-07-01
IDF55041984,46,разведённые,0,2015-05-01
IDF54964859,18,есть семья,1,2013-12-01
IDF55148946,37,нет семьи,0,2017-07-01
IDF55105683,27,нет семьи,1,2014-08-01
IDF54968084,46,есть семья,1,2017-09-01
IDF54906542,27,есть семья,0,2017-11-01
IDF55110836,47,нет семьи,0,2013-09-01
IDF55116626,39,разведённые,0,2016-09-01
IDF54984422,52,разведённые,1,2018-12-01
IDF55084221,69,нет семьи,0,2019-06-01
IDF55088993,30,нет семьи,0,2014-01-01
IDF55025436,47,разведённые,1,2013-09-01
IDF55036337,28,нет семьи,1,2018-09-01
IDF54959606,29,разведённые,0,2014-08-01
IDF54942627,57,разведённые,1,2019-12-01
IDF55098188,59,нет семьи,0,2014-08-01
IDF54962350,67,нет семьи,1,2017-02-01
IDF55140325,29,разведённые,1,2019-02-01
IDF55128739,46,разведённые,1,2019-11-01
IDF54904187,32,есть семья,1,2017-03-01
IDF55025005,40,есть семья,0,2013-07-01
IDF54989130,69,есть семья,0,2018-09-01
IDF55045148,64,есть семья,1,2019-04-01
IDF54987034,32,разведённые,0,2015-09-01
IDF54969945,34,разведённые,1,2015-03-01
IDF55143328,24,есть семья,0,2016-10-01
IDF54998126,62,разведённые,1,2014-09-01
IDF55143209,35,нет семьи,1,2016-05-01
IDF55076153,42,разведённые,0,2014-09-01
IDF54910551,23,есть семья,0,2019-03-01
IDF55051693,41,есть семья,1,2017-04-01
IDF55033525,29,разведённые,0,2013-06-01
IDF54905869,26,есть семья,1,2016-10-01
IDF55056521,43,есть семья,1,2013-03-01
IDF55042460,51,есть семья,0,2015-07-01
IDF55144680,51,нет семьи,0,2016-08-01
IDF54918207,19,разведённые,0,2013-08-01
IDF55021596,20,разведённые,0,2017-12-01
IDF55093038,22,нет семьи,0,2019-01-01
IDF55108265,68,разведённые,0,2018-07-01
IDF55135249,49,разведённые,1,2013-12-01
IDF54905298,53,разведённые,0,2014-09-01
IDF54936510,32,нет семьи,1,2015-11-01
IDF54909391,43,разведённые,0,2017-04-01
IDF55142432,20,нет семьи,1,2018-10-01
IDF55129584,69,есть семья,1,2019-12-01
IDF54944250,65,есть семья,0,2019-01-01
IDF55119391,63,разведённые,1,2018-08-01
IDF55093110,67,есть семья,0,2013-03-01
IDF54935486,55,есть семья,0,2017-01-01
IDF54903560,44,разведённые,1,2019-11-01
IDF54914164,46,разведённые,1,2015-04-01
IDF55029112,22,разведённые,0,2015-01-01
IDF55095753,45,есть семья,1,2016-02-01
IDF55014186,35,нет семьи,1,2017-02-01
IDF55059036,42,есть семья,0,2016-12-01
IDF55144747,65,разведённые,0,2013-06-01
IDF54972018,28,нет семьи,1,2014-06-01
IDF55048287,38,есть семья,0,2018-12-01
IDF55105039,67,нет семьи,0,2013-12-01
IDF54917701,42,есть семья,0,2017-10-01
IDF55104375,59,нет семьи,0,2016-01-01
IDF55068031,36,есть семья,1,2019-07-01
IDF55069632,35,разведённые,1,2013-04-01
IDF54929798,31,нет семьи,1,2014-12-01
IDF54988814,66,есть семья,1,2015-08-01
IDF55032437,19,разведённые,0,2013-04-01
IDF55007423,44,есть семья,1,2017-03-01
IDF54938704,21,есть семья,0,2013-03-01
IDF55026374,41,есть семья,1,2015-12-01
IDF54973975,40,разведённые,1,2015-01-01
IDF55010090,40,нет семьи,1,2016-07-01
IDF54956061,35,есть семья,0,2018-05-01
IDF54908135,19,нет семьи,1,2018-12-01
IDF55059917,56,разведённые,0,2015-04-01
IDF55149426,39,есть семья,0,2016-03-01
IDF55000425,67,нет семьи,0,2017-08-01
IDF54990833,21,есть семья,0,2019-08-01
IDF55009752,67,нет семьи,0,2014-11-01
IDF55022808,46,нет семьи,1,2015-11-01
IDF54905173,52,есть семья,0,2015-10-01
IDF54958135,19,разведённые,1,2019-07-01
IDF55124079,25,нет семьи,1,2013-02-01
IDF55016928,58,разведённые,0,2017-12-01
IDF55091481,24,нет семьи,0,2016-09-01
IDF55140953,51,разведённые,1,2018-06-01
IDF54973763,50,есть семья,1,2019-07-01
IDF55136730,48,есть семья,1,2017-06-01
IDF55105368,36,разведённые,0,2013-01-01
IDF54969759,23,разведённые,0,2019-05-01
IDF55116892,34,есть семья,1,2013-05-01
IDF55109216,63,разведённые,0,2014-07-01
IDF55065413,57,нет семьи,1,2013-11-01
IDF54951033,29,нет семьи,0,2016-10-01
IDF55059590,40,есть семья,0,2013-07-01
IDF54901186,35,нет семьи,0,2017-06-01
IDF55020979,25,есть семья,1,2018-07-01
IDF55106190,69,есть семья,1,2018-06-01
IDF54915133,38,разведённые,0,2019-09-01
IDF55095151,20,есть семья,0,2016-12-01
IDF55151451,57,разведённые,1,2015-03-01
IDF55105753,69,разведённые,1,2014-02-01
IDF55089827,36,разведённые,1,2018-02-01
IDF55037740,40,есть семья,1,2019-11-01
IDF55131651,68,есть семья,1,2018-01-01
IDF54979909,61,разведённые,0,2013-06-01
IDF54987158,18,разведённые,0,2019-09-01
IDF55131440,46,разведённые,1,2016-04-01
IDF54979645,44,есть семья,0,2014-11-01
IDF55120344,56,разведённые,0,2019-06-01
IDF55058286,19,нет семьи,0,2018-01-01
IDF54928309,51,разведённые,0,2019-08-01
IDF55106160,30,разведённые,0,2019-08-01
IDF54978304,65,есть семья,0,2017-11-01
IDF54991640,67,есть семья,0,2019-06-01
IDF55036325,40,нет семьи,0,2016-11-01
IDF55078599,32,нет семьи,1,2019-02-01
IDF55037636,21,есть семья,1,2018-02-01
IDF55094868,33,разведённые,1,2015-03-01
IDF54997254,52,нет семьи,1,2014-07-01
IDF55148653,27,есть семья,1,2018-06-01
IDF55001828,18,разведённые,1,2019-04-01
IDF55080931,54,нет семьи,0,2015-12-01
IDF54938257,68,нет семьи,0,2017-03-01
IDF54903060,68,разведённые,0,2014-06-01
IDF55125840,64,есть семья,0,2016-06-01
IDF54988845,28,есть семья,0,2016-07-01
IDF55096014,40,нет семьи,1,2018-02-01
IDF55133741,30,нет семьи,0,2019-07-01
IDF55037042,26,нет семьи,1,2019-10-01
IDF54988684,18,нет семьи,1,2018-06-01
IDF55118565,45,разведённые,0,2019-07-01
IDF55080072,35,есть семья,1,2019-06-01
IDF54937864,61,есть семья,0,2018-07-01
IDF55141152,55,разведённые,0,2017-04-01
IDF54988681,61,разведённые,1,2015-06-01
IDF55051296,25,нет семьи,1,2015-03-01
IDF55032006,59,разведённые,1,2019-10-01
IDF55130112,55,нет семьи,1,2013-12-01
IDF54942606,38,нет семьи,0,2016-10-01
IDF54910139,46,есть семья,1,2015-05-01
IDF55038814,18,есть семья,0,2016-06-01
IDF54897341,42,нет семьи,1,2016-06-01
IDF55054639,44,разведённые,1,2016-12-01
IDF55013659,46,нет семьи,1,2016-05-01
IDF55083489,25,есть семья,1,2017-09-01
IDF55076985,34,разведённые,0,2015-03-01
IDF54950060,26,есть семья,1,2014-05-01
IDF54955218,41,есть семья,1,2017-02-01
IDF55082073,20,разведённые,1,2013-04-01
IDF54993487,29,разведённые,1,2013-06-01
IDF54973150,51,разведённые,1,2018-03-01
IDF54912027,28,разведённые,1,2014-11-01
IDF54953136,57,разведённые,1,2018-08-01
IDF55098690,42,разведённые,1,2016-08-01
IDF54897741,52,нет семьи,1,2019-08-01
IDF55047842,23,нет семьи,1,2015-11-01
IDF55028969,40,нет семьи,0,2018-10-01
IDF55052934,42,нет семьи,1,2014-07-01
IDF55079021,18,нет семьи,0,2017-11-01
IDF54978052,60,разведённые,1,2018-08-01
IDF54928104,35,нет семьи,1,2019-08-01
IDF54969788,27,разведённые,0,2013-11-01
IDF55101745,32,разведённые,0,2019-07-01
IDF55105235,68,разведённые,1,2016-12-01
IDF54977263,55,нет семьи,0,2013-10-01
IDF54941268,20,нет семьи,0,2018-01-01
IDF54953898,34,разведённые,0,2015-11-01
IDF55007179,67,есть семья,1,2019-03-01
IDF54946882,33,нет семьи,1,2018-02-01
IDF54923258,34,есть семья,1,2013-08-01
IDF54975058,35,нет семьи,1,2018-12-01
IDF55050268,48,разведённые,0,2016-09-01
IDF55010107,25,разведённые,1,2014-12-01
IDF55037859,67,нет семьи,1,2015-04-01
IDF55050303,53,разведённые,1,2015-02-01
IDF55012381,34,есть семья,1,2013-09-01
IDF54976095,30,разведённые,1,2014-11-01
IDF54985830,32,нет семьи,1,2016-05-01
IDF55062309,56,разведённые,0,2015-07-01
IDF54947371,18,разведённые,0,2016-01-01
IDF55019736,45,разведённые,1,2014-05-01
IDF55027257,38,нет семьи,1,2017-04-01
IDF55095642,20,разведённые,0,2019-05-01
IDF55065759,35,есть семья,0,2017-10-01
IDF55116107,33,нет семьи,1,2015-03-01
IDF55005539,23,нет семьи,1,2018-03-01
IDF55073355,22,есть семья,1,2014-09-01
IDF54925864,32,нет семьи,1,2013-04-01
IDF55133435,56,нет семьи,1,2016-11-01
IDF54962545,21,есть семья,1,2018-03-01
IDF54954247,18,есть семья,1,2014-06-01
IDF55114458,43,есть семья,0,2014-03-01
IDF55099474,50,нет семьи,0,2018-07-01
IDF54954282,30,есть семья,0,2018-12-01
IDF55063380,38,нет семьи,1,2017-06-01
IDF55073207,41,разведённые,0,2016-03-01
IDF55016534,28,разведённые,0,2019-07-01
IDF54983400,37,нет семьи,0,2016-01-01
IDF54930690,26,нет семьи,0,2013-01-01
IDF55126090,32,нет семьи,1,2013-03-01
IDF55048251,58,есть семья,1,2014-11-01
IDF54946847,53,нет семьи,0,2015-05-01
IDF54916996,53,нет семьи,0,2016-12-01
